,reviewText,Title
336252,"This is a film that was unfairly maligned by critics, but demonstrates Bill Murray's tremendous range as an actor and the skill of a director who accurately and lovingly depicts a specific period of time i.e America circa 1917 and 1929; Paris during the 1930's, etc.  Murray gives the principal character, Larry Darrell, a disarming sense of humor that adds an extra dimension to one of Maugham's most beloved and perplexing protagonists.  The musical score is superb...far more polished than of many others produced in the last 20 years.  I only wish more films were made like this.  Supporting cast is equally good.....Buy the DVD and enjoy!",Razor's Edge VHS
418638,"Done alone, or teamed with &quot;Firm Cardio&quot;, this is a fine Firm workout. This tape focuses a little more on the upper body, especially the triceps, but still includes great lower body segments.  I never felt I had much upper body strength until I had been doing this workout and &quot;Firm Cardio&quot; for about two weeks.  I saw more muscle definition in that time, but felt the results even sooner.  It is a tough workout so I really feel a great sense of accomplishment after I finish it each time.  It is good for those days when you really feel like &quot;pumping it up.&quot;",The Firm - The Firm Cross Trainers: Firm Strength VHS
275215,"This one has all the ultra-violence you need in one sitting! Finally, on DVD. Danny Glover stars as the human facing off against a better armed Predator in L.A. The Predator is head huntin' again but this time he's packin' a wide assortment of tools. My favorite: The Disc-O-Death, super cool..When I saw this at the theatre, I was blown away and now I have it in a form that can stand repeated viewings. I must point out however, that the picture could be a little better, the makers of this DVD should of cleaned up the picture a bit, its not as crystal clear as it should be in my opinion. And the sound is merely OK. But its still worth the price.",Predator 2 VHS
611708,"Old School is a very funny movie that is a throwback to Animal House starring John Belushi.  The movie is about three friends in their thirties all struggling to realize that they're getting older so they start a fraternity on a college campus.  Seeing that they cause so much trouble and that many members don't even go to the school, the evil dean steps in and tries to revoke the charter.  Some scenes will have you rolling around on the ground in tears they are so funny.  The iniation with the cinder blocks, picking up the pledges, and the school spirit routine with Will Ferrell in the mascot suit are all hysterical.The cast for Old School is surprisingly good.  Luke Wilson, Will Ferrell, and Vince Vaughan are very good together throughout.  Wilson plays the straight man although he has several funny scenes.  Ferrell is great through the whole movie as Frank the Tank.  His streaking scene and his inspirational speech, a la John Belushi, are two of the funniest scenes in the movie.  Vaughan's speech at Frank's wedding is also very good as he tries to convince him not to get married.  Juliet Lewis, Craig Kilborn, Andy Dick, and Sean William Scott all make basically cameos, but are all very good.  William Scott as a white trash animal holder is very good as Ferrell shoots himself in the neck with a heavy duty tranquilizer.  The Unrated DVD Special Edition doesn't offer much that is different from the movie that was shown in theaters.  Included on the DVD are the widescreen presentation, trailers, an outtakes reel, several deleted scenes and a feature length commentary.  This is a very funny movie that is definitely worth the purchase!",Old School
739425,Michael Moore is a Genius&on Point on so many levels with this Classic Must see that opens the Can&Shows what is in the mix uncut.He pulls no Punches&this Film Moved again&again.I feel it's a Must see&the way it traces the History of how things have gone down are powerful.Charlton Heston&Moore had a classic Showdown.truly Powerful&Leaves you in Awe.,Bowling For Columbine VHS
497093,"Great flick!!!This is one of the best movies from the 70s.  Kris Kristopherson plays ""The Rubber Duck,"" the leader of a truck convoy across the U.S.A.  The convoy communicates via CB radio.  For those of you old enough to remember, CB radio was huge in the late 70s.  When the speed limit on highways was lowered to an overly oppresive 55 mph, truckers (and most other highway drivers) snapped up as many CB radio systems as they could - they would communicate via CB whenever they saw cops.Convoy is all about these disgruntled truckers and their CBs.  Kris Kristopherson fights back against the cops and takes his convoy on a cross-country trip.  Kris is the most aggrieved of the bunch - Ernest Borgnine plays a cop who sets false speed traps just so he can harass Kris and give him tickets and grief.  However, one the convoy is set in place - nothing can stop The Rubber Duck or his cohorts - Pigpen and Witchy!!!This is a great ""feel-good"" movie from the 70s.  I highly recommend it!!!",Convoy [VHS]
732932,"Thank Heaven...loving the set...miss the show a lot...this DVD is a must for all FAMILY GUY lovers. Each episode is digially up to standards, or at least with my DVD player it seems to be, you won't be disappointed, easy naviagation...good buy","Family Guy, Volume One"
721989,"This might not be for the faint-of-heart - this is the ""Hard R"" to NYPD Blue's ""PG-13"".  It aims for a greater degree of realism (or hyper-realism) in the detectives' interactions with pedophiles, murderers, drug traffickers than ABC's show can.For everyone who can take it - say, everyone who can appreciate the movie ""Reservoir Dogs"" (which might have helped to pioneer the level of machismo in entertainment that you'll see here) this is a hell of a show.The influences are obvious - this is about 50% NYPD Blue (the style of the show, and some of the substance), 20% The Sopranos (central figure is amoral by traditional standards, and brutal), 20% Training Day (which was also based in Los Angeles, and also concerned with the difference between being a wolf or a sheep), and maybe 10% Bad Lieutenant (the raw exploits of a corrupted soul).The show does a lot with those influences.  From the pilot episode on, it sets itself up with logic and precision.  We watch a group of characters interact in a series of games and conflicts, coming to understand all of their points of view, and not understanding how or if the conflicts between them will resolve.  Like ""The Sopranos"", this is a brilliant character-based show.  It's highly compelling viewing, and adds up to an interesting portrait of modern urban police work (and not a pretty one).",N/A
705263,"Everything about the Mighty Ducks is pretty much good. The characters, the plot, and even the music these movies are great. Though the Mighty Ducks are Disney films, they contain enough content to push a PG-13 rating. Still though, teens and adults should like these movies whether you are an ice hockey fan or not. Yes, the Mighty Ducks is mainly about ice hockey but all three do a good job focusing on the characters. I know that some people didn't give good reviews for the third movie but I think that was because it didn't quite carry the &quot;victory hype&quot; of the first two. Also, the third Mighty Ducks film is a bit different in the sense that it shows how the hardships of life and the bad decisions that follow can have an impact on the other people around you. Plus, the message of the third movie is that change happens throughout life and you must learn how to deal with it. So to sum all of that up, don't expect the 3rd movie to be exactly similar with the first two but do keep an open mind when viewing because the Mighty Ducks 3 is good for what it is. Without question, Mighty Ducks 3 ends the trilogy. I still wish that a 4th movie had been made following the events of the last movie.  By the way, I suggest getting the soundtracks for the 2nd and 3rd Mighty Ducks. It's ashame the first movie didn't have a soundtrack.",N/A
683325,"I admit, I thought these girls had wrung the last bit out of their theme and were OVER. Well, I was wrong. This round is so fresh and funny and downright SMART. No need to tell you what's on it since the other reviews do; (i wouldn't want to spoil it for you personally) but I even recommend this to people who haven't seen the show before -- they set it up so well you don't need to have seen the previous episodes. Not sure why someone got the same extras on both DVDs though -- I didn't!",Absolutely Fabulous: Complete Series 4
317774,"&quot;My Cousin Vinny&quot; might just be a comedy classic.  There's nothing that unique about it; the (rather hokey) plot and stereotypes upon which the comedy is built are fairly standard.  Yet it's performed with such heart you can't help but love it.  Joe Pesci, Marisa Tomei, and Fred Gwynne carry the movie splendidly and earn every laugh they get.  This is one of those movies where you don't need the DVD extras to make it special (which is good, since there are essentially ZIP).  It's special all on its own.  At a price this low, you should definitely add &quot;My Cousin Vinny&quot; to your DVD library.",N/A
526536,"This movie is strangely compelling.  I kept alternating back and forth between loving it and hating it.  The actors in here (Brendan Fraser, Rose McGowan, Whoopi Goldberg, Bridget Fonda, and an absolutely hysterical Chris Kattan) are all great, and the special effects are somewhere between Tim Burton and Hieronymus Bosch.At least see it once, if only to say you've seen it.",Monkeybone
