,reviewText,Title
739981,"For Harry Potter fans, this continues the story and develops the characters more.  Excellent quality dvd.",N/A
1103707,"**1/2After the disastrous ""Ocean's Twelve"" was released in 2004, I ended my review by asking, ""We've already had [this saga] sliced 11 and 12 ways with noticeably diminishing results; do they dare go for unlucky 13?""  Well, at long last that question has been answered, and it has come in the form of a good news/bad news proposition.  The good news is that ""Ocean's Thirteen"" marks at least a slight improvement over the previous installment (but then again that`s not a particularly high bar to jump over).  The bad news is that it is ONLY a slight improvement.For this latest entry in the series (which began, it is easy to forget, with the genuinely entertaining ""Ocean's Eleven"" in 2001), writers Brian Koppelman and David Levien, and director Steven Soderbergh have at least had the wisdom to return the boys back to Las Vegas, not having them traipsing all over Europe, as they did in the second installment, on what seemed like a high-cost junket for a bunch of already overpaid actors.  In ""Thirteen,"" Danny Ocean and his ""crew"" of con artist buddies rally behind the ailing Reuben Tishkoff (Elliot Gould), who has just been cheated out of his portion of a brand new casino by his unscrupulous partner, the allegorically named Willie Bank (Al Pacino), who wants the business all to himself.  The plan is to sabotage Bank's place so it will go belly-up even before it officially opens.At the beginning, ""Ocean's Thirteen"" seems like it might turn out to be a fairly decent caper movie, but after about the first half hour or so, a noticeable fatigue and lethargy begin to creep into both the writing and the performances.  Very quickly, the plot runs out of steam and we come to sense that the all-star players - George Clooney, Brad Pitt, Matt Damon, Don Cheadle, Bernie Mac, Andy Garcia, Carl Reiner et. al.- are merely going through the motions, hanging around just long enough to cash their hefty paychecks before heading off to worthier, more artistically rewarding endeavors.  Clooney, Pitt, Damon and Cheadle, in particular, have been striking out on such interesting career paths of late, that, perhaps, their hearts just aren't in this saga much anymore.  And without their acting like it matters, it makes it hard for us in the audience to feel that any of it matters either.""Ocean's Thirteen"" may be better than ""Ocean's Twelve,"" but it's still a largely half-hearted effort that does little to burnish the reputation of the original movie.  I think it's long past time to float this series out to sea so that its fine actors can continue pursuing more worthwhile projects.  We would all benefit from a win-win proposition like that.",N/A
850942,"The herky-jerky grainy thing really bothers me:  Meg looks like a white blob with arms.  Even the Beastie Boys' ""Awesome...""--which had many reaching for the Gravol--wasn't as bad as I had been told, given that it took the occasional breather and offered up a clear, well-composed static shot.  Rather than being indie, hip, or uncompromising, the visualization approach taken here seems merely lazy and thoughtless.  Still waiting for the video collection...",White Stripes: Under Blackpool Lights (Cancelled)
1095640,"I loved the movie.  It was so cute and entertaining, and FUNNY!! Steve Carell was great and I loved all the animals. I think ""Evan Almighty"" was at least as good as ""Bruce Almighty"". And Morgan Freeman is always great! Do see it if you get the chance. You won't be sorry!",N/A
1043897,"Not to get me wrong, I'm a big fan of The Dukes of Hazzaed. I loved the series, I liked the cartoon, I even enjoyed the 2005 movie.  But, The beginning is a Disgrace to The Dukes, and The General Lee.  But most of all, it's a insult to us fans.",The Dukes of Hazzard: The Beginning
294552,"Big Trouble in Little China is easily one of the best movies ever made.  John Carpenter is a genius and Kurt Russell plays his part perfectly as a completely rough neck truck driver.  The characters are fun, well defined, and the movie is definitely humorous.Tons of witty dialogue with a ridiculous and stereotypical Chinese mythical feel... and as a bonus it even has the really hot girl from Mannequin!  WowIf you haven't seen this movie you haven't lived life!",N/A
187258,"I support local filmmaking.  I support the independent artist that wants to express himself/herself in the cinematic way.  What I enjoy with the independent artist is their way of expressing the already known.  For example, one of my favorite films is the independent sci-fi time travel piece called ""Primer"", you may or may not have heard of it.  The reason that I enjoy it so much is because it takes an old idea (that of time travel) and redefines it.  It recreates the wheel that Hollywood seems to cannot seem to do without CGI and actors with too much money.  It was exciting then to get Larry Fessenden's original student film ""Habit"" except with a bigger budget and after being immersed in the game a bit longer.  Fessenden's newer version of ""Habit"" gives us more gore, more scenery, and more ... well ... nudity than originally envisioned.  He takes the typical ""vampire"" wheel (a story that we have seen in countless films) and recreates - giving us a modern day horror that is built upon both mythological lore as well as personal demons.  During the course of 112 minutes, a great story is unfolded before our eyes - alas, it isn't the most powerful of stories, nor is it the most well-acted of stories, but it has something most Hollywood big-budget films seem to lack today , that is heart and substance.Fessenden, who not only does work behind the camera, but also as the main character named Sam, gives us a glimpse of New York city circa 1990.  Times seem to be tough, Sam works nights as a bartender and has found (after the death of his dad), that drinking dulls most of the pains.  One of our first introductions with Sam is at a party, where he arrives drunk and continues to drink throughout the course of the evening.  It is during this party that we meet the somewhat sensual Anna, who immediately locks target with Sam.  She entrances him similar to what Dracula did to Miss Mina, but in an eerie role reversal.  They continue their gathering outside, but in Sam's drunken stupor, he misses the opportunity to connect with Anna.  Not to worry vampire lovers, they reconnect after Anna supposedly snacks on one of Sam's friends - and the two begin a very physical courtship.  Oddly, Anna only appears at night, away from friends, and will not tell Sam anything about her.  She bits his lip, he thins its foreplay.  It dramatically changes when Sam seems to get sick over time, forgetting the simplest of tasks, and eventually driving himself mad with scenarios of what Anna may be doing to him.  Of coarse, nobody believes him, so not only does he battle with Anna's vying but also with his friends who seem to believe he is slowly going mad, which becomes the eventual focus to this film.  We are left with this surprising question in our minds as Fessenden ends with anything but your moment of zen.I would like to begin by saying that I thought this was an extremely strong outing for a low-budget director.  I wasn't hoping for Troma level, and I didn't get it.  I wasn't hoping for another repeat of ""Def By Temptation"", and thankfully it never showed.  What I witnessed with this film was an innovated director reinventing an old genre.  Hollywood continues every year to do this type of story, but their moments seem stale and recycled more than innovative and classic.  Fessenden uses his mind and truly makes a terrifying film that questions the basics of the vampire genre and relates them to modern cinema.  It is almost like a horror version of ""Fight Club"" except not as strong.  He uses violence, nudity, and realism to bring this fictional story into the light of New York City taking us to places that are familiar and at most, extremely spooky.  This is not a bad film, but I cannot boast that it is perfect.  It is continually flawed, forcing your to focus on the story because at times the acting is laughable at best and his ""A to B to C"" logic seems too overloaded and detailed.  The acting, outside of the verbal slandering of Aaron Beall's Nick, was just poor.  This could have been tightened up a bit to create stronger scenes between the characters.  I thought Sam was ""acting"" like he was drunk more than he was, the moments of intimacy seemed to be wanted instead of needed, and as we get closer to the end, the moments between Nick and Rae seem distant and lost.  Strength in the words would have tightened up this loose end.Secondly, I had trouble with parts of the story.  I don't want to disregard what Fessenden has done here because I think it is a strong moment in cinematic glory, but just small ends that needed to be less loose.  He started so strong with ""Habit"" that he couldn't keep the momentum flowing until the end.  One of my favorite scenes in the film is when he walks by a artist doing nude photos at night - a moment that seems similar to the movie that we are watching, but I loose it when he goes to Rae's grandmother's house and the Thanksgiving dinner there.  Fessenden also seems a bit loose on the entire ""loosing his father"" moments that seem to peak in and out of existence throughout the film.  I think that it helps us understand Sam's moments of insanity - especially near the end - but we needed more spent towards his father than at the ocean with friends.  There just seemed to be an unbalance in the force.  There are my only two complaints about the film (outside the fact I wished there was a director commentary), because I think Fessenden can do a decent job - just don't go off focus.Overall, I would suggest this film to only a select number of friends - those that appreciate the cinematic art.  I say this because to the unwilling eye, this will look like a cheap ""B"" horror film that teeters on nothing, but I saw so much more than that.  I saw a skilled director revisiting his old work to bring back into the public eye.  This is a great film about vampires, or at least the idea of vampires - but it is not for everyone.  It leaves the story open-ended, giving us a chance to make decisions for ourselves and that, in itself, is what creates the true horror.Oh, what about that goofy video that didn't seem to fit with the film - I guess I could do without that again, but I digress...Grade: *** out of *****",N/A
966128,Rod White is great in this DVD. I can't wait to see him in concert,Ron White - You Can't Fix Stupid
337985,I LOVED THIS MOVIE. I'VE BEEN WAITING FOR IT TO COME OUT FOR A LONG TIME. KRISTY SWANSON IS GREAT AND SO IS MATTHEW LABORTEAUX. IT SHOWS HOW MUCH YOU LOVE SOMEONE AND WILL DO ANYTHING TO HAVE HER BACK EVEN THOUGH IT HAS VERY SERIOUS CONSEQUENCES.,N/A
216356,"Had Billy Wilder directed no other film but SUNSET BLVD, he would still rank in the forefront of Hollywood directors. In the history of Hollywood film production, perhaps no film about film has captured so much about the industry in such fine fashion.Although made in that now long ago landmark year of 1950 (ALL ABOUT EVE also premiered that year), SUNSET still speaks to today. While the movie is about what happens to a great star of yesteryear who refuses to wake up and admit the parade has passed her by, the movie is not just about fading film stars. It is about anyone who has had a successful career in ANY field and who refuses to stop living in the past.The cast is letter-perfect. As archetypal has-been movie queen Norma Desmond, Gloria Swanson plays the part to a fare-thee-well. By turns creepy, pathetic and brilliant, she makes us care about her, in spite of her autocratic behavior. William Holden is dead-on as failed screenwriter Joe Gillis. We understand his desperation while also cringing at how easily he becomes entangled in the spider web of Norma's neediness. The story is timeless and makes one wonder just how many former stars, still living in Hollywood, are playing out real-life variations of this brilliant screenplay. The ""look"" of the movie, especially the interior of Norma's Sunset Boulevard mansion, is practically a character itself. Its ambience as an aging, crumbling shrine to Norma's glory days ensnares and fascinates us the same way Norma does Joe. Cecil B. DeMille and Hedda Hopper playing themselves; and has-been (and Hollywood great) Buster Keaton essentially playing himself as one of Norma's bridge-playing cronies are bonuses in a film that is truly not to be missed. Forget most of the dreck now appearing at your local cineplex and rent this DVD---or better, buy it. It holds up to many, many repeat viewings.",N/A
