,reviewText,Title
1691639,"I had sent in comment for all of the DVDs and CDs that I have received the pass six months, know more comment for anything else.",Bleach Uncut Set 21
1234601,I could easily watch the series again and again.I'm glad I got the idea to order the DVD set.,Crusoe: The Complete Series
1521874,"Sean Connery is the still be best Bond by far  but Javier Bardeem brings a soft, evil creepiness to the legacy of Bond villains. Think of No County for Old Men meets Stuart Smalley and you have it. Movie is a little long and sometimes over the top but its a Bond movie.",Skyfall
20171,I gave this movie 2 stars because it has great actors in it i can't believe what were they thinking about playing in this movie it's just plain not worth watching if your a tcm fan kim i can't believe this movie it's terrible it don't belong with the series no wonder it was delayed they were waiting for matt and Renees big movies to come out,N/A
1648599,"The item arrived quickly and in A-1 condition!  Being one of my all-time favorite TV series, I'm truly delighted to now have the complete run in my DVD collection!","Perry Mason: The Ninth and Final Season, Vol. 2"
705657,"Naturally, there are some added Hollywood moments, but the overall story is accurate and covers the complete gamut of those who were affected by the war.",N/A
1004391,"My son loves this one, maybe not a much as Telling Time or Kindergarten but he is 2 so that he picks it as his 3rd favorite over movies and everything else shows this series in engaging for toddlers. I recommend this DVD. My son quite enjoys it.",Money & Making Change by Rock 'N Learn
40441,"Just another of the cute, sweat antics films of the days ago when I was still able to keep myself pure. Or purer. Hmm. Anyhow, I love her. So there. I can just say that this IS one of her better ones. And it is cool to see her with someone other than Rock.",N/A
208657,"I've enjoyed the chemistry these two bring to this movie.  Conflict makes for good entertainment and these two characters got that - plus more.  Enjoyed it when came out back when, enjoyed it now.",48 HRS VHS
1563174,saw preveiw and was like wow can't wait to see it but it was still very good yes people should watch it,N/A
1167190,"It's sad that only two seasons were made.  The cast is excellent.  The three women (Lena Headey, Summer Glau, and Shirley Manson) really carry this series.  The character development is top notch and the drama is intense.  One of the best TV series I have seen.  Because the fools at Fox cancelled this show prematurely, the ending has a lot of loose ends.  But it is still well worth having on DVD.",N/A
1436243,If you watch this you will fell like you sat near the front runners before and after they ran at a moderate to elite level.  The filming is something you could probably do yourself with a couple hours training.  It has some value but if you are wanting to learn how they train in any detail then you need to look elsewhere.  If you want some insights on what it is like then watch this.,Fast Women
1651372,"Love Tyler Perry!  I have seen every play, movie and television show Tyler has produced.  He is the greatest!  Waiting for the next production anxiously!",Tyler Perry's The HAVES & The HAVE-NOTS
320439,"A few years ago I completely binged on all things Charlie Chaplin.  I literally watched about twenty of his films in a week and I remember quite distinctly the night I watched &#8216;The Great Dictator&#8217; because it was the night that my wife went into labor and so it ended my marathon of Chaplin films.  I had other things to occupy my time for a while.  I remember this film for many other reasons as well, obviously, but that is the first thing I think about when people mention this movie.Chaplin&#8217;s first real talkie, &#8216;The Great Dictator&#8217; is an astute and powerful political satire wrapped up in Chaplin&#8217;s iconic comedic style.  It is also one of the best films of the 40&#8217;s.  Taking on the reprehensible Hitler, Chaplin paves the way for greats like Alec Guinness and Peter Sellers by taking on two distinct characters with their own identities and their own storylines.  Playing both an innocent Jewish barber and the sadistic dictator he is mistaken for, Chaplin&#8217;s remarkable look at the political state of the times is as poignant today as it was then.Littered with wonderful performances from Chaplin as well as Jack Oakie and Paulette Goddard, which help anchor the film and layer it with emotion as well as comedic perfection, &#8216;The Great Dictator&#8217; is a great film that will leave the audience wanting more.",N/A
