,reviewText,Title
1180647,"The Hulk is more visceral that any other Comic character made onto the silver screen. His alter ego is played by the vulnerable Edward Norton, an excellent choice. The special effects are at times magnificent, convincingly in harmony with the real life cinematography. Liv Tyler plays a sensual, sympathetic girl friend and John Hurt delivers cold determination with the prophecy of redemption in his caring eyes. Some parts of this well filmed movie take place in beautiful Brazil. Overall, a good film.It is a film that unexpectedly turns its cultural attention, for a time, away from our shores, and to South America. I enjoyed the attempts at expanding its borders and giving a scale larger than its predecessors, and perhaps its comics. The boost is needed for a film that really, perhaps, shouldn't have been given another chance considering the hushed hype that this franchise has. Its fans, are no doubt, no less enthusiastic than say, Spider mans, but the numbers are surely lesser.But the Hulk, is a change in what we know to be superhero's. He is unstable, and unpredictable, and can you say that the green monster really is a good guy all the time? He is a beast, with mega strength, and an anger problem that is dangerous, and like a loaded gun, only needs to be pointed in a direction. If you happen to be standing in the way, you are in trouble. And for me, there isn't a classic nemesis to battle with the Hulk that has yet to catch our nations attention. We don't have, say, supermans Lex Luther. We have mutated poodles? That is lame.Hulk is presented in sometimes good CGI, but it never amazes as the title would lead you to think. It's editing is more impoved over Ang Lee's version, which did not stick to a winning formula. Here, the pull back a bit on the Comic page edits, and for a time tried to be more serious, like Christopher Nolans Batmans serious, but don't get me wrong, it never operates on the classic level of Nolan's Batman series.",N/A
977199,this is just like an extream when a stranger calls (much much better movie). the idea is really good but its low budget and not suspensful. i thought about turning this movie off twice. once in the very begining when you osee two little kids get stabbed and tied together (disturbing and sad) and in the end. people keep saying that its great to see the star get nude but you see her chest because she's tied up and seeing her friends get killed and the killer walkes over and opens her shirt and forces her boyfriend to basicaly assult her. the acting was really not good. the most i can give this not very suspensul and deffinatly not scary movie is two stars.,N/A
700064,"This movie makes House Party 2 look like House Party 3!Those who don't enjoy B-Movies and have trouble enjoying themselves with out the a 24 pack of Bud, really should stay away from this film.Anyone who enjoys a fun B-Movie or Bruce Campbell, King of the B-Movies, will have a great time watching this flick.",N/A
1030378,"I agree with previous reviews, this IS a great production.  ButI actually DID enjoy the sets, costumes, as well as the reallygreat acting and singing.  Luca Pisaroni is reason enough to purchasethis one---a great Figaro, you will enjoy every moment he is onthe stage.  I thought Kirschlager was wonderful as Cherubino, and shedeserved great applause for her ""Voi che Sapete"", in my opinion.Pietro Spagnoli was awesome too.  And I really enjoyed this Susannaand Countess as well.  No complaints here!  This is one dvd thatI will watch, over and over again.  Mozart at his best, with thecollaboration of some gifted singers, and an insightful director!",Mozart - Le Nozze di Figaro
1193487,"This was a really cool animation. I have rated it based on the original movie, but I would like to know why the sequal is not offered in the blu ray version.  That is the version I was going to buy but not it seems that I might not.  I would like to have both the movie and the sequel and the sequel is not offered in the blu ray version.  I refuse to pay twice for the same movie just to have the sequel. This really sucks.GD",Kung Fu Panda / Secrets of the Furious Five
1043178,"Hard to complain about the lack of original music on this set when that has been more than advertised by other reviewers. I only went ahead and bought this it while taking advantage of a great Amazon sale a few weeks ago in which I paid a very reasonable price for it. Fact is the episodes on this show are really flattened by the substraction of the classic music. The main title is specially ridiculous as the Happy Days theme has taken over ""Rock around the clock"" with the action cleary not matching the music. I wish the soundtrack hadn't been such a big part of the success of this show but by doing this Paramount has made that very clear.  The result is average at best. What's next: a music-less American Graffiti ?",Happy Days: Season 2
1156278,"When did ""spoof"" movies quit being funny?Even at a short 84 minutes, this lame excuse for a movie went on WAY longer than needed.If only the viewer would get at least 1 or 2 good laughs while watching this thing.But it isn't to be.Stay away from this one.Don't even rent it.I'm sorry I wasted the time to watch it.Save yourselves! Run for your lives!",Meet The Spartans
667103,It's just easier to read my other reviews as we bought a series of these and my wife really likes them. The biggest issue is you have to rewind a lot to really understand the various moves. But the style they use is very sensual.Also for fitness it's ok but it's basically belly dancing and the fitness aspect is pretty much your basic belly dancing moves which are low impact aerobics.,"Bellydance Fitness for Beginners - Arms, Abs, Hips, Buns & Thighs"
630820,"Around the late 1950's and early `60's, Rock Hudson co-starred in a series of romantic comedies with Doris Day. ""McMillian and Wife"" is like those movies except for the crime solving element and with Susan Saint James in place of Doris Day. That would make Sargeant Enright (John Schuck) the Tony Randall in Rock's debut TV series. My reason for making my purchase is that ""McMillian and Wife"" has two things in it I really like to watch in a mystery series. One is humor with such things as congested traffic, a coffee machine and a water fountain. The other is being that since this show was made in the pre-CSI era, the violence is suggested. The idea someone has been murdered comes across without graphic details. This DVD set contains the pilot, ""Once Upon a Dead Man"" and the seven episodes of Season One that rotated with ""McCloud"" and ""Columbo"" on the ""NBC Sunday Mystery Movie"" in the 1970's.",McMillan & Wife: Season One
1174871,"Creating a magnificently filmed biographical epic of the rise of the great Genghis Khan is a daring adventure in film history. Although the film has the look of success, bringing the Khan to life is only partially realized. Part myth, part history, Genghis Kahn steadily rises to power, making bold battle decisions and faltering rarely. What is missing from this solid film is a core of passion. Too many scenes drag.Director Shinichiro Sawai wanted to be circumspect in telling the story of Temujin, who finally unites the Mongols to claim the title Genghis Khan. But in presenting Temujin as a man growing into leadership, Sawai has to evade some truths. The Temujin of this film, played by Takashi Sorimachi, is thoughtful and honorable, almost to a fault, a reputation at odds with the one of history.Toward the end of the film, Khan tells Kulan, his female soldier, that blood must be spilled to open borders, a seeming contradiction that is sensible to him. Indeed, having a whole world without borders is perhaps a euphemism for total world domination. Another omission from history is that the Khan left his DNA all over Asia and Europe yet none of this is part of the story. In fact, the movie implies that Temujin is faithful to the one wife. It's little telling points like these that make the film less effective. Having a hero without warts is terribly unrealistic and unreasonable.The film is episodic in nature, presenting key moments in Temujin's life, showing what manner of man he is all along his life's journey. Unusually kind and considerate toward his women, Temujin, in fact, reveals a major life issue: whether he is truly a child of his father and the great blue wolf or if he is blood issue from a warring tribe, of which one member took his mother to wife for a while.History repeats itself when his own wife is abducted and recaptured by Temujin, only to discover she is pregnant. Is this baby his or the child of the enemy? When he captures the girl soldier, she insists on death rather than be taken as a spoil of war. Temujin shows his magnaminity by allowing her to become one of his soldiers, then later she invites him to take her as concubine. The director chooses to depict Temujin as an equal rights proponent when history would most likely dispute this.His loyalty to his childhood friend is the most telling episode of Temujin's character. The final scene between them is painfully slow, again to reveal the inner turmoil that Temujin feels.The longest drawn out scene is the naming of Temujin as the great Genghis Khan, a scene that went on and on and on. In contrast, the final scene is the impending attack upon the Great Wall of China and the Jin Dynasty with the suggestion of extending the kingdom to the ends of the Earth and Sea.Even with the film's omissions and perhaps slight shifting of truth, ""Genghis Kan: To the ends of the Earth and Sea"" is a rewarding movie experience. The vistas of Mongolia alone are enough to see this epic film.",N/A
