,reviewText,Title
944806,"This DVD is for advanced players only!!! Unless you have mastered chord theory, and music theory, or you have a natural ear for pitch you will be in way over your head. It is not really instructional but more of a demonstration. Like many of the ""hot licks"" dvd's its not really structured learning, more of a musician demonstrating some licks. But Gatten moves too fast and is very disorganized. I would not buy this DVD again and wish I had my money back. I would learn about as much just having a DVD of him performing in concert.The best ""Hot Licks"" DVD's I have seen of yet are Warren Haynes Blues and Slide guitar and Ronnie Earl DVD.",Danny Gatton: Strictly Rhythm Guitar
1204141,"Some of the critics dissed the movie by saying ""it's nothing more than two people gazing moonily at each other.""Well, DUH! when the romantic leads know how dangerous it would be to act on their attraction.This whole thing plays in LOOKS. In fact, so much emphasis is placed upon the FACES, that this could have been a silent movie. And probably should have been. Film buffs: Can you imagine the moody atmospheric lighting that a master like F.W. Murnau would have given it? With a fragile innocent like Lillian Gish and an intense guy like Richard Barthelmes in the lead roles? Clarine Seymour would have been the ideal Alice. And the young Sessue Hayakawa would have made a splash as Jacob.As it is, the FACES for this movie are so perfectly chosen, so irresistible that I come back again and again to watch their expressions, that I'm disappointed that the DVD extras did not include a segment on the casting process, who else was in the running for these roles, and why these particular actors made the cut. ""The Wizard of Oz"" and ""Gone With the Wind"" both cover the casting process in depth in their documentaries; why not Twilight? Oh well -- I guess I'll just have to wait for the release of a ""Forever"" edition of the boxed set of all 4 movies.",N/A
113777,"This is a review for the  DVD of the 1949 film WHITE HEAT, starring James Cagney in his comeback gangster role. WHITE HEAT probably raised quite a rukus with the audiences aswell as with ""Official Hollywood"" back in 1949.At that point in his career, it seems that everyone was getting used to the idea that James Cagney just did not want to do gangster roles anymore and here he is at the age of fifty, knocking all those ideas about him , true or not, right on their comfortable cans while he comes roaring out from the screen as shockingly gangsterish,if not downright screwy, as ever before.Cagney sure seems like a human dynamo in this WB classic, not only does he defy society and it's enforcers represented by Edmund O'Brien, he handles his own gang of outlaws like they were harmless kids. The only one who really seems to have the upper hand on Cagney's Cody Jarrett is his mother, who's lap he sits on early in the film.But throughout this film, directed by Raoul Walsh, Cagney's Cody Jarrett runs rampant over everything and everybody who gets in his way. Right up until the end of the film when Cody Jarrett's last line of WHITE HEAT is shouted out probably in both agony and triumph: ""Made it Ma! Top o' the world!""I have been a fan of WHITE HEAT for over fifty years, ever since it was first shown on television. Just about everything in it appealed to me but especially Raoul Walsh's use of industrial sites towards the climax. In my opinion no one has ever done a better job of showing workplace America and how it can be used as a location for an exciting dramatic showdown, especially having the outlaws disguise themselves as ordinary everyday employees.WHITE HEAT was the crown of Raoul Walsh's eleven year, to that point, career at Warner Brothers. Since 1939 Mr. Walsh turned out dynamic pictures such asTHE ROARING TWENTIES, MANPOWER, THE STRAWBERRY BLONDE, THEY DIED WITH THEIR BOOTS ON, THEY DRIVE BY NIGHT, HIGH SIERRA, COLORADO TERRITORY and so many others.But WHITE HEAT, has to be the jewel in the crown of his career, it is one of the most exciting movies of the forties and probably the most iconic picture in the career of the gangster icon. If there is a movie gangster hall of fame, Cody Jarrett holds a special place in it for nerve and energy as well as sheer entertainment value.This is not the kind of revue of WHITE HEAT that I had planned writing butthe energy and excitement of the film have inspired me to try and convey thatsense of verve and nerve to whoever reads this. And if you haven't seen WHITE HEAT,I hope that you're inspired to give it a look, I think it's Cagney and Raoul Walsh at their best.Five fiery stars, full throttle flat out.",N/A
993771,"While I bought this as a gift since I already own my own sets, I can say that this is one of the best series going today! Right off from the Pilot episode it hooks you and who can forget the classic line that Dean says in that episode. Each episode brings a closer look at what makes the brothers tick and you're never disappointed.",N/A
908389,"I have been a fan of Grayson McCouch for a very long time, he has the ablility to bring drama and realism to any situation just by his facial expressions.  This is quite an interesting situation where he is literally fighting for his life and a couple of times it looks like he definately won't make it.  The ending was a little silly because I don't know why his wife would be hunting him down so late, why didn't she try sooner to contact him.  But I guess that wouldn't have made him the hero in saving her also.  It wasn't a great movie, but it did keep me glued to the screen.",Throttle
1284530,"Maybe my three year old knows other songs but I don't think he currently cares about anyone else's songs other than Michael Jackson.My wife has MJ's songs on her cell phone and quite frankly, he knows how to work her cell phone better than I do!  And to put this into perspective, when I was a little tike, I grew up with the Jackson Five and idolized MJ myself but I knew others that were popular as well.  The Yellow Submarine, Come On Baby Light My Fire, Bridge Over Troubled Water, It's a Family Affair come to mind along with Ben, ABC, Give Me One More Chance etc (Not necessarily the actual titles but what come to my mind when I think back on those days.Maybe because it was music that was popular with older brothers and sisters or parents but my son again, is crazy about MJ and MJ only!  So we pick up this DVD at the local movie rental and my son is in his favorite place, watching and listening to MJ perform and low and behold, I'm feeling like I did when I watched him perform as a child myself!Michael Jackson indeed was a talent the likes of which, the world hasn't ever seen and will not see again.  But this also shows you his technical side or better put, his ""Perfectionist"" side.  Something I didn't realize was how involved he was in every aspect of his performances from the dance moves, to singing, to how the music was played and his influence on making it ""JUST RIGHT"" for the benefit of his fans.We rented this but I am adding it to my list of things to buy.  It's a keeper!  Not only for my three year old but for everyone in this home that loves Michael Jackson and that's all of us.  In my opinion anyone that is a true MJ fan who hasn't viewed this, is doing themselves a great disservice.  This certainly is it!A fitting capture of the legends last performances even if he was just practicing and which displays how remarkably talented he truly was!  (Practice for Michael was like a boxer in a way, he would leave it all in the ring or on the punching bag so to speak meaning, when he practiced, it was like he was performing for the entire world.  I am sure there are those that were in attendance that were left feeling the same as untold millions were left feeling when he performed for live audiences, I was---Respectfully,Chase VonAuthor of Your Chance To Hear The Last Panther Speak andDream Reachers with co author Betty DravisDream Reachers",Michael Jackson: This Is It Theatrical Release
1346431,"Special Effects are the real stars of this disney movie. Jake Gyllenhaal gives a strong enough performance but this is not one of his best in his long resume.Action packed is not quite enough to describe the scenes that take you from one to the next with hardly time to catch your breath. An FX junkie will be in heaven with this movie, the storyline/character driven fan, not so much. All in all, its an enjoyable watch and one an entire family can spend an evening together with a bowl of popcorn.",Prince of Persia: The Sands of Time 2010 Gemma Arterton
450734,"Great movie, but I am very disappointed in the DVD version.  Why is there no audio commentary?  This is a Rob Reiner film.  He usually does commentaries for his other movies, so I was expecting one for this.  What a huge missed opportunity.",The American President VHS
754204,"I too was very much looking forward to seeing David Suchet's version of Murder on the Orient Express.  I've never been a big fan of Albert Finney as Poirot.  Suchet's version was disappointing to say the least and doesn't even come close to the award winning Albert Finney version.  I can now understand why authors put clauses in their wills preventing people from carrying on their work.  In this case, somebody came along with a Christian agenda and heavily imposed it on the story line.  Poirot comes across as a cold, self righteous, and judgemental Catholic fanatic.  He is dark and unlikeable.  On top of that the filming comes across as chaotic, featuring choppy cuts and weird angles.  The other actors and actresses in the film were poorly chosen and just don't work well within their roles.  The movie just isn't very enjoyable to watch.I don't think Appointment With Death was as bad as some reviewers have described it, but at the same time it is clearly not one of Suchet's better Poirot films.  The Third Girl is the best of the three movies and is most closely comparable to Suchet's previous work as Poirot.As an unexpected surprise, the set does include a wonderful documentary of David Suchet taking a ride on the Orient Express.  He interviews staff about the train, including its history, and takes the viewer along on every step of his journey (including the meals he ate on board).  It was a real treat to watch.  It's a shame the feature film didn't compare.As an overall assessment, I would only recommend this set for loyal fans who have already purchased all the other Poirot sets (featuring David Suchet).Murder on the Orient Express:  1 star (out of 5)The Third Girl:  3.5 starsAppointment With Death: 3 starsDavid Suchet's Orient Express documentary: 5 stars",N/A
1287207,"This flick is extremely imaginative, although I feel obligated to note that its basic theme has a fair amount in common with ""Alien Nation."" The film is done mostly in documentary form. A huge alien spacecraft comes to rest over Johannesburg, South Africa. Eventually humans board the ship and find about 1 million destitute and starving aliens. Due to their crustacean-looking appearance, they are derogatorily nicknamed ""prawns."" The film revolves around a scenario in which the South African government seeks to relocate the ""prawns"" to a reservation in the South African hinterlands, away from the big city.There is not much in the way of characterization in this film.  Part of this is because the aliens themselves are essentially portrayed mostly as ignorant slum-dwellers who mainly only speak their own language. The poor treatment meted out to the aliens is, unfortunately, all too plausible and this is the real point of this film.This one is worth a try for science fiction aficionados and given its limited budget and lack of big-star cast, it is impressive in its own way. RJB.",N/A
