,reviewText,Title
713583,"What's everyone getting so excited about?  This is nothing more than a soap opera where everybody dresses in Victorian clothes.  And unlike, say, Austen or Bronte, there's nothing deeper here:  just a whole bunch of adultery.  In Galsworthy's mind, there is apparently no such thing as love flourishing when it is permitted to do so:  to him, the only real love is forbidden love.One of the things I found infuriating was that the swelling violin music was implying that you're supposed to be sympathizing with the screwball adulteress, Irene, whereas when I was watching it, I was siding with the supposedly evil Soames the whole time.  From time to time he behaved dishonorably, I agree, but I felt that he was far more sinned against than sinning, and that he was the film's true hero.Alas!  The filmmakers didn't seem to agree and kept trying to get me to hate him, which rubbed me the wrong way through the film's length.And the director apparently never met a close-up he didn't like.",N/A
1016909,"The time is late 1948 and the setting is a U.S. Army post in Georgia, bordering on a forest preserve...A Southern amoral wife called Leonora (Elizabeth Taylor) finds a way for her stream desire in an adulterous affair with Lt. Col. Langdon (Brian Keith), carried on almost openly...Leonora gives aperture to her forcefulness and vigor in a passion for horses and riding... She is attached to a handsome white horse she calls Firebird and she provokes her husband by telling him that the animal is indeed a stallion with the emotional nature of man...Leonora's husband (Marlon Brando) is a devious, insecure, impotent Army major, a hidden homosexual preoccupied with an unsociable, lonely rider who canters around the field in the nude and whose sexual emotional stress is diminished, secretively, at the bedside of the major's wife holding her clothes and looking fixedly at her marvelous hot body...Private Williams (Robert Forster) is another lonely man fascinated by the fiery Leonora and her thoughtful and gentle comments to him... He takes to visiting the Penderton house at night looking attentively in the windows, observing with total recall and complete joy Leonora's nakedness, but also watching the Major in his study...Keith's neurotic wife (Julie Harris) is well aware of her husband's affair with Leonora but she only feels well from her close friendship with her houseboy, Anacleto (Zorro David), an affected companion who shares her penchant for the arts and is in every way the opposite of her abrupt, strong husband...Flavored with bitter insinuations and insulting sarcasms, Brando and Taylor's few scenes have enough flames to burn the silver screen... He's a tormented human being while she's delicious but shrill and insensitive... Aware of her physical beauty she fights back when she's rejected, instigating him with her impudent, insolent, shameless manner that offend his very being...",The Marlon Brando Collection: (Julius Caesar / Mutiny on the Bounty 1962 / Reflections in a Golden Eye / The Teahouse of the August Moon / The Formula )
1265655,"Both torture-porn AND a morality tale (killing is BAD!) (yep, that's the message) this film becomes downright silly (complete with glowing demon eyes and a heavy-handed lesson) and throws away an intriguing premise.  Rife with hilarious dialogue (on approaching a farmhouse after a car accident a young couple has this exchange: Him: I hope someone's home.  Her:  Yeah, me too.) and acting replete with serious, slow delivery, this film can only be described as a complete time-waster.",Farm House
931407,I found the movie a little slow in action. It could have a lot more potential to be a great film.,N/A
1151139,"I was impresses.... After Rocky Balboa,a  movie almost mellow, then Sly produces Rambo IV, one of the most violent movies EVER! Heads split open all the time, knives are plunged into bodies all the time... and the plot begin with a humanitarian mission... Pretty blunt irony...Well, at least this was made the old way: almost no blue or over the top CGI...I just wonder what David Morrell thinks about Sly anda Hollywood did to John Rambo (other than being happy for getiting more dollars from his creation).",N/A
341171,"The 1984 Rosi film is a brillant and beautifilly photographed version of what is probably the best known opera.  A terrific way to introduce a novice to this musical form with wonderful performances by Placido Domingo and the very earthy and sexy Julia Migenes-Johnson.  A film classic that is sadly out-of-print in the U.S.Now, about those outrageously priced collectors copies to which there is a resonable alternative.  For less than the price of several of the used copies, it is possible to buy an all-region DVD player from Amazon for around $100-$125. Then you purchase a region 2 copy of Carmen from Amazon's U.K. service.  You'll get the same great movie for $34.99 and have the ability to play DVDs from around the world.  An added advantage is that the region 2 import of Carmen is anamorphic, providing a better picture than the grossily overpriced U.S. edition.Carmen is a tremendous film, but $175.00 for a used copy and $1495.00 for a factory-sealed edition?  What arrogance!",N/A
393370,This Jane Austin movie is a quiet film that builds with anticipation as the characters build to a moment when they can finally declare their love against the wishes of others.,Persuasion VHS
1296994,"I won't go into depth on the details of the show - chances are that if you're thinking about this DVD you already know of the show and love it!I've been waiting years for a ""MAXX"" release on DVD, but I have to say I'm disappointed in this one. I can't say whether it's an issue with the show itself or the DVD, but the DVD is hard to watch at times. Aliasing (""Jaggies""), Rainbows and flickering are only some of the problems, but they're very noticeable and obvious throughout. Other problems popping up have been pixelation and color banding. The show just doesn't look nearly as good as it should have - it actually seems like a low resolution video (320x240?) being blown up to fit the screen without any cleanup or remastering (almost as if they just decided to ""throw it out there""). The CG parts being much worse (more obvious) than the animated parts. I would say it looks better than the VHS I had years ago, but not the jump in quality you would expect on DVD (and the VHS was released 13 1/2 years ago!). I would give the video quality about a 6.5/10 by todays standards.The disc DOES have a few extra features (interviews, commentary and a recap episode) - while not much, having commentary on each episode is great (I havent had a chance to listen to this yet - the  commentary is by Sam Kieth (Creator), Gregg Vanzo (Director), Claudia Katz (producer), Seth Kearsley (storyboards/character layouts)). The interviews, while also a great feature, disappointingly seemed to be in non-anamorphic widescreen (4:3 letterboxed).Also disappointing is the ""Burn on demand"" part of this product. While the packaging and labels are professional like any other store-bought DVD, these come on blue-backed discs (much like any DVD-R you can buy in stores) - the downside are that these don't last as long as professional pressed discs. Another big downside is that on my first set, the 2nd disc was badly scratched (if you've ever had a spindle of DVD-Rs, you've probably come across some that just look to be in terrible condition - that's how this one was). The replacement copy was much better, but the first disc had a few light scratches but also fingerprints on the bottom of the disc right out of the box. It just doesn't seem like much quality control went into these.Overall a great show that I have to recommend as this is the only DVD available. I would have liked to see it be remastered in some way, but unfortunately that's just not the case here. The DVD extras are great, the bonus content is great, but the video appears poor on a 24"" widescreen monitor (upscaled to 1080p by the PS3) - the effect was much worse watching on a 50"" TV. SDTV will probably look fine, but this show just wasn't  meant for the type of displays we use nowadays.",N/A
850973,I watched this series based on Amazon recommendations.  The series reminds me of a long string along movie where you hope it gets good but doesn't and then has a big let down ending.  There is some interesting sex parts and lots of twisted love triangles but that was all it had good.  The entire first season was slow to get the plot going.  Overall a big let down.  Would not buy the season or bother to watch it or recommend it to anyone.  Stephen King's  The Stand was better than this series with a similar plot of good vs evil.,Carnivale: Season 1
1158926,"Out of all of the performances by female actors with marquee names (so my personal favorite, Melissa Leo is immediately excluded), only in the case of Angelina Jolie did I ever manage to become so immersed in the film that I actually lost sight of the actor's celebrity status.  Winslet disrobes - often, Streep brings nothing new as the manchurian rendition devil wearing a habit and Hathaway has smeared mascara.  As the manipulated, distraught and aggrieved single mother, Christine Collins, Jolie embodies the essence of any parent's primary concern, in any era.Changeling is based on a true story of child abduction in ""flapper"" era Los Angeles with emphasis on the corruption within the police force and mayoral office that precluded any genuine effort to meet the actual needs of the constituency. Initially, Collins' pleas for responsiveness are ignored. Only after the authorities recognize an opportunity to use her in the effort to partially rehabilitate their public image does she find any level of assistance. When a child is identified that generally fit the description of her missing son, he is brought to L.A. and immediately, she realizes the child in front of her is not her biological son. In the prevailing environment the police, most noticeably the detective in charge of her case, Captain J.J. Jones, have no intention of allowing parental instinct - or forensic evidence - derail their haphazardly tracked locomotive to a potential partial restoration of public trust. She eventually finds an ally/advocate in the person of Gustav Briegleb (John Malkovich), an activist minister who had been on the campaign to clean up L.A.'s corrupt political and governmental entities.For me, Clint Eastwood's direction has been often hit or miss, I have a personal preference for films where he stays behind the camera instead of in front of it although I acknowledge Unforgiven and Million Dollar Baby run contrary to that view.  Changeling is an impressive directorial effort, notwithstanding a meandering parallel courtrooms segment at the latter stages of the film that could just as well been edited out of the final version.",Changeling Theatrical Release
