,reviewText,Title
1134943,"The love story between the two gals is simply not believable because there is nothing prior to their ""awakening"" that indicates either one of them was physically or emotionally attracted to the other. Was Nina a lesbian when she first appears on the screen? Was Lisa a lesbian coincidentally working in the restaurant? No clues given. The director (Parma) was ultimately timid about the subject and the first kiss between Nina and Lisa is delivered without spark and passion -- and if there's more to being a lesbian than just two women kissing, you won't find it with these characters. The story of two women destined to find an interest in each other beyond their attachment to the restaurant lacks evolution. Finally, the pseudo-Bollywood ending was not only out of place, but it made whatever came before it absurd.",N/A
53285,"The first hour of ""Casino"" (1995) represents Martin Scorsese at his best - a mini-masterpiece of cinematic bravado depicting the inner workings of a Las Vegas pleasure palace. Unfortunately, once you get past the dazzling semi-documentary introduction, the remaining two hours become a tired self-parody of the director's earlier crime films. Robert De Niro, Joe Pesci and Sharon Stone cannot redeem a disappointingly melodramatic script by Scorsese and Nicholas Pileggi. In the end, the ambitious yet overlong ""Casino"" fails to pay off.",N/A
1324181,"The Social Network is another masterpiece by David Fincher. The film is gripping, entertaining, and important. The Facebook movie easily could've become a joke but Fincher is able to make things that are boring and foreign really exciting. I saw The Social Network first in theaters and thought it was solid but after watching it on blu-ray multiple times the film has really stuck with me. There are lines in the movie that I still think about weeks after seeing the film. Andrew Garfield as Eduardo Saverin and Jesse Eisenberg as Mark Zuckerberg are both tremendous. Garfield is the heart and soul of the film in my opinion and Eisenberg is so believable as the aloof and slightly arrogant lead character.The blu-ray version of the film looks and sounds wonderful. The film is really dark in the sense that there is very little light in the film and most of the scenes are in the dark and indoors. This is where the blu-ray quality really stands out - every scene is clear and there are no dark spots. I can't speak to the quality of either of the commentary tracks or special features but there does seem to be a reasonable amount of features.",N/A
844350,"The person I ordered from sent the video in excellent shape. The package came long before it was due. I watched the video and loved it. I have to to give him or her an excellent rating. I guess that's about all I can say. You can get ""Where the Red Fern Grows"" at Amazon.com.",N/A
465418,"I'm not sure how many times I've watched this DVD, but it's been many since my purchase.  What originally drew me to it was the fact that Renee Fleming was in it.  She is certainly very strong, but I greatly enjoyed all the performances.The orchestra and sets are very enjoyable as the singers simply carry you away.  I didn't care too much for the candy stripes on the stage floor, but found that to be no more than a mild irritant that can be quickly forgotten.If you are a fan of this opera, I think it's well worth adding to your collection.","Mozart - Le nozze di Figaro The Marriage of Figaro Haitink, Finley, Hagley, Fleming, Glyndebourne Festival Opera VHS"
1164484,"I remember sneaking to watch Daria as a teen. Now that I'm an adult, I love that anytime I'm feeling nostalgic I can pop in these DVD's and be reminded of being a teenager. I also enjoy being able to share a part of my teenage-hood with my husband. As someone who was quite frequently called Daria, it gave him an insight to where my rather sarcastic wit originated from.",Daria: The Complete Animated Series
1316002,"Don't get this unless you wantto feel uplifted, because thatis exactly how you are going tofeel--UPLIFTED.  Their voicesare wonderful, whether they aresinging solo, or together.God must smile everytime He hearsthem sing.",Reunited
51833,"First, I just want to make clear that I think Blues Brothers is a classic, as evidenced by the five stars. However, except for the few extra bits of great music you get, the so-called extended cut of Blues Brothers is not that good, IMO. It kills the flow of the movie by explaining too much, I think. Who cares how the Bluesmobile gets its powers, or what Elwood's job is like? The genius of John Landis' comedies was that not everything would be laid out for the audience. They're random, messy, chaotic, and sometimes you didn't get a detailed explanation. To me, that's what made them so great! For proof, just compare the first Blues Brothers film with Blues Brothers 2000, which is full of backstory and character motivations and blah-blah-blah. The theatrical cut is a classic, and whenever I've heard someone extol the virtues of the extended cut (which has been the version available longest on DVD), I just shake my head and rewatch the original.As to the quality of the Blu Ray itself, I think Universal has done a pretty nice job for a comedy that's over 30 years old. I've owned the original DVD release and the 25th Anniversary Edition, and this Blu-Ray beats both of them (as should be expected). I don't know whether the sound has been remastered, but it seems to have a little more oomph to it. My favorite musical sequence in the movie--the church sequence with James Brown--got so loud that my neighbor knocked on the door!Upgrading to Blu-Ray isn't always a necessity in the case of older catalog releases, but I'd have to recommend picking up ""The Blues Brothers"" Blu-Ray. Just make sure you watch the theatrical version first, and then go from there!",N/A
1426462,"Put away the 80's synthesizer and pull out the 90's generic rock guitar! Created by the same company that created Reboot, this classic Computer Generated series is the follow up to the original Generation One Transformers. Beast Wars in America, Beasties in Canada (Canada has a rule that no show aimed at children can have war in the title). An enjoyable series that had previously been released in bare bones sets by Rhino (which I own and are now discontinued), it will now be rereleased by Shout! and they are currently working on creating some extras. While I will update this post when I know more I just wanted to express my excitement that Beast Wars will finally be getting the release it deserves!First Season Episodes:Beast Wars (1)Beast Wars (2)The WebEqual MeasuresChain of CommandPower SurgeFallen ComradesDouble JeopardyA Better MousetrapGorilla WarfareThe ProbeVictoryDark DesignsDouble DinobotThe SparkThe Trigger (1)The Trigger (2)Spider's GameCall of the WildDark VoyagePossessionThe Low RoadLaw of the JungleBefore the StormOther Voices (1)Other Voices (2)And that's all 26 episodes, the storytelling may start out slow but improves greatly as the season moves along and there are plenty of later references to the original G1 series (perhaps most noteworthy is an episode where Starscream returns and possesses the body of Waspinator). The Characters are for the most part great with a wide array of personalities and just as many interesting bots on the heroes side as on the villains. Megatron is a wonderfully twisted villain, Optimus Primal is the quintessential boyscout (other than a few key moments) and a nice element of constant tension is added by having Dinobot defect from the Predacons early and joining the Maximals. The marketing device of having status pods crash every few episodes to introduce new marketable characters is actually fairly clever and makes for many fun episodes where the teams race to collect a new member for their side. It all culminates in a season finale cliffhanger that I couldn't believe as a kid and that leads to the excellent second season where the G1 series is really revealed as relevant to the series in a much deeper and more immediate way. Hopefully Shout! will make this a release that will Maximize our viewing pleasure. Beast Wars!Note*: A Beast Wars Complete Series Set has been announced by Shout! It will be similar to the recent Reboot set -Reboot-Definitive Mainframe Edition. Announced special features for the Beast Wars complete set will reportedly be a 24 page book - Dawn of Futures Past (a comic that serves as a prequel for the series), another 12 page booklet, retrospective featurettes, interviews and art galleries. So some fans may want to wait for that.",N/A
642393,"It's one of those graphic films that you have to remind yourself from time to time during the course of watching it that it's only a movie and nothing more. And even that reassurance doesn't do quite enough to ease the overwhelming feelings of disgust and revulsion elicited by the torture scenes. Still, it is a fascinating story partially based on fact according to Eli Roth who's investigations led him down a path he ultimately had to abandon for his own safety. Decide for yourself whether it's the truth or a clever marketing ploy.",Hostel
