,reviewText,Title
1574865,"This was so gross I could not even get passed the language. I am so upset I wasted my money on this. It was gross, the language was horrid, everything about it was trash. Poor waste of time.",N/A
1473372,"Although this film is Not your Original Disney Classic that we all love and cherish, this movie is a Gem in itself. It entertains from start to finish, will make you laugh and bring tears to your eyes, and has its own mystical-magic. It is presented as the 2012 dark and powerful fantasy version. A standalone indeed with dazzling magic, unstoppable action, and enough portions of both evil and innocence. Among the gnomes, dwarfs, giant trolls and fairies, there is much more to ponder. The acting roles of Charlise Theron, Kristen Stewart, and Chris Hemsworth were Excellent in Performance, and Amazing. The viewer of course feels sorry for the Huntsman, but he does find hope. We praise Snow White in all her beauty, purity, and innocence. Last but not least, we usually don't have much compassion for the dark and powerful Wicked Queen. This movie is Enjoyable as the Magic comes to life! Highly recommended for adventure and fantasy lovers, who like magical-mystical stories filled with action.",N/A
1465009,"The Chronicle creators (writer Max Landis, Director Josh Trank) have cleverly melded three common plot devices used individually for multiple other films: finding a mysterious object that affects characters (Green Lantern, etc.), the achievement of super powers through circumstance (Fantastic Four, etc.), and telekinesis (Zapped, Firestarter, Carrie, Phenomenon, Push, etc.).In this hodge-podge, three unlikely friends - Andrew (DeHaan), Matt (Russell), Steve (Jordan) - find themselves with amazing powers, abilities that at first are used for fun and pranks but later turn to darker purposes.  Thought of as a muscle to be strengthened, the powers develop as the trio experiment more and more.  They soon find out, however, that excessive or strenuous use causes nosebleeds.  What's more, they learn the powers are dangerous when the fun and games end.Filmed primarily through a hand-held camera, Chronicle manages to embrace newer techniques and fresh perspective without causing epileptic seizures (looking at you, Cloverfield).  Driven by Andrew's desire to document everything he's experiencing in life, in high school, at home with his drunken father, the hand-held camera holds purpose but is somewhat superfluous.  Especially since later scenes exploit the superpower angle to use the handheld camera at lengths far enough away to fully grasp scenes with action.  Very rarely do I truly enjoy this style of filmmaking, but the usage is sparse enough and unique enough to transcend inherent flaws.Despite the recycled troubled teenagers angle and tired lessons about the dangers of power, the script is crisp.  Dialogue is witty, engaging, and realistic.  Like teens of today talk.  Not at all a forced hip, unrealistic, inauthentic, or self righteous like everything Diablo Cody writes.  Each member of the young cast shows talent, making the most of their lines at least enough to convince viewers of their status on the High School food chain.Overall the effort is exciting and enticing, enough to draw in viewers emotionally while still providing enough FX action to terrorize the Seattle landscape with familiar yet fresh mutant vs. mortal X-Men themes.  This film soars high and overdelivers the entire time.",Chronicle
565917,"This 1972 American International Pictures (AIP) production is low budget, with stock footage obvious at times. Continuity/consistency issues might be annoying to some viewers; Slaughter's marksmanship, for example, goes from lousy point shooting tecnhique (punching his hand toward the target) to barely missing a baddie in the unnamed South American country. (It was Mexico, obviously, but the production was not allowed to name it because of the host's fears of negative tourism publicity.)Decent soundtrack, though it doesn't live up to themain theme. The interracial love scenes were landmark. Career buddy-cop Don Gordon (Bullitt) does light duty here, but beady-eyed Rip Torn was sleazy and downright homicidal: a worthy adversary. Jim Brown seems much tougher here than he did a year later inSlaughter's Big Ripoff. Better still are strong blacksploitation entries such asShaft,Black Caesar,Truck Turner, andFoxy Brown.Genre rating: 3 stars",Slaughter
767761,I love this movie. Its about a springer spaniel named annie and family who meets her and of course the PUPPIES. CHARLIE IS ADORABLE. I always did love Kate jackson . Its a great movie.Any age will enjoy it. especially springer spaniel owners and breeders.,N/A
1429013,"THE DESCENDANTS, though highly praised, could have been a lot better.  I am astonished that George Clooney was nominated for an Oscar for his performance, which consisted largely of running around looking tense or yelling at his teenaged daughters.  The plot was hopeful -- Clooney's character is part of a large clan that dates back to Hawaiian royal forbears and whose last big tract of virgin property must be sold or face bankruptcy, putting Clooney, as administrator, in a family fracas; and meanwhile he must face the fact that his comatose wife had been having an affair with a local man.  But not enough was done of this and at times when the film could really have dug in and had something to say, it grounds out in facile comedy instead.  While the film has its merits, including a wonderful turn by Beau Bridges as a dissolute clan member and excellent performances by the young actresses playing Clooney's daughters, the film is ultimately something of a fizzle--""Haole (white) as s--t"" says Clooney's character of his family's lifestyle at one point, and too much of that characterizes THE DESCENDANTS the movie as well.",The Descendants
1534382,My four year old loves this movie! She watches it over and over again. I enjoyed watching it with her the first time. I though that it was pretty cute.,N/A
339655,"saw this movie in theaters when it first came out. couldn't find it even to rent, and always wanted it, glad I ordered. came packaged good, and early",N/A
1480432,"While the movie has nice recognizable stars the plot makes absolutely no sense. So, there's this tube going thru the middle of the earth... for some reason one side of the earth wants to invade the other... why doesn't the other just destroy the tube?!?! Maybe I'm missing something here..Some decent action in the movie.. maybe.. I guess...",N/A
1325365,"A real movie, the Rocky of our day.  Everybody played great in their parts. I was totally satisfied with the movie.  I only wish they would have shown more from Nolte's past drunken life. He makes you almost cry throughout the story from the pain of sorrow from his mistakes.",N/A
103215,"I had originally skipped this movie when it was released, then it was on one night when there wasn't anything else that caught my eye.  So, I sat thru it.  Boy, was I in for a surprise!  It is now one of my favorites and I had to order it so I could watch it over (several times).  I should have known better.  Anything connected to Clint Eastwood is never a disappointment.  Whether he is acting or directing, it is always entertaining.",N/A
329905,"The movie has some enjoyable elements to it as long as you are in the mood for a slow-moving story. The beginning shows the drab, unacceptable lives of several women, hopeless until one of them decides to change things. One by one, the others are added.The negatives would be the quality of the video and the fact that we don't see enough of the beauties of this Italian retreat.The positives include surprises in the personalities of the characters.I would advise watching this when you are in the mood for a pleasant story about people. There are no villains in the end. There are no explosions or chase scenes.The last scene was a joy to watch. It made me smile.",Enchanted April VHS
1201306,"This is my favorite installment of the underworld series. I just wish it had some color to it. About 30 minutes in I just thought ""wow...this is only white and blue"". I understand it is a stylistic choice but I would have liked to have seen a bit more color.",N/A
322479,Robert Taylor and Richard Widmark. Besides this movie what do these two actors have in common? They're versatile. Taylor is at home in a saddle as he is in armour in Ivanhoe. Widmark can be a good guy deputy or a deranged madman. Both of these actors can expand their ranges.Be whatever the script calls for. How could this be a bad western?,The Law and Jake Wade VHS
