,reviewText,Title
484302,After Christy Chung wittness a mob killing she needs protection 24/7. Jet Li a secret agent is sent to protect her at all cause. Her house has nothing but hidden cams to watch for bad guys. At first Christy didn't want Jet Li's help and start giving him a hard time until she was being chased in a mall by the mob tring to kill her. Lucky for Li he kill all of them and saved her. Now she is starting to appericate him and tring to get to know him even be his lover. But it's good for Jet Li to blow her off cause she should of gave him a chance at first. She thought she was too good for him so served that Bi*ch right.,The Defender VHS
895893,"This movie got a shudder out of me before it even started. I saw thelogo for The Asylum come up and I knew immediately that I was in for 90minutes of cheap, irritating horror film-making. I've come to associatethat logo with some of the worst genre movies ever. Worse than RogerCorman's Concorde label, worse than Avi Lerner's NuImage, worse thanCharlie Band's Full Moon... yes, even worst than Lloyd Kaufman's Tromalabel. The Asylum is, hands down, the worst cheap movie horror outfitin the history of cinema in my opinion. So, as I said, the logo came upand I shuddered involuntarily. But that was the only scare of the wholemovie.The Asylum is true to form with ALIEN ABDUCTION. The early scenes of acrew of campers out in the woods are poorly lit, poorly acted andpoorly edited. About ten minutes in, our hiking quartet is attacked bya bunch of lizard-alien-monster things. It looks like the suit camefrom a B-movie clearance house. It might have been a leftover Godzillasuit for all I know. The filmmakers apparently knew that the suit wasridiculous because they coated it with bad CG prismatic colors. Haven'tseen that done since ""Darkhunters"".So after the alligator aliens capture our hikers by throwing stuffedpantyhose at them (I'm not kidding - watch the movie), the screen goesblack for a second and then we meet our four hikers again inside thealien spaceship. Our female protagonist keeps filming everything withher Handicam to give the movie that ""real"" quality. Because so often,when I'm abducted by alligator aliens, I feel the need to capture thewhole experience for posterity. They try to escape, the alligatoraliens catch them and eviscerate them, throwing intestines all over theplace with bloody glee.Cut to some sort of Government Secret Hospital. Our heroine is the onlyone to have survived the experience and she has no memory of whathappened to her. Her doctor tries to jog her memory with pictures ofaliens and flying saucers, but to no avail. Meantime, Ilsa the She-Wolfwatches from behind the mirror and makes all kinds of arch statementslike, ""I don't like her. Terminate her."" The doctor begs for just alittle more time. Our heroine manages to escape from her captors andher clothes several times over the course of the movie. After an hour,I had seen the heroine's breasts so often that I was starting tomemorize her freckles.So our heroine runs around, taking off her shirt, trying to avoidaliens and help her friends (who are in fact alive!) escape from theinstitution. But when she finally faces off with Ilsa, guess what....she's not really a human at all! In a startling reveal that you willnot see coming if you sleep through the first hour, we find out thatour heroine is actually an alien sleeper agent! At this point, themovie tries to become a poor man's version of Impostor - but if PhillipK. Dick heard me say that, he'd probably roll in his grave. Obviouslysomebody at the Asylum watched the Gary Sinise/Dimension version ofImpostor and thought, ""Let's do that, but with alligator men! We'llcall it Alien Impostor! No, wait, that will give away the twist.... howabout ALIEN ABDUCTION!""",Alien Abduction
6185,"OK, so I'll admit that Brad Pitt's accent is not perfect and there's no way any IRA man would be that pretty (imagine if Brad Pitt looked like Gerry Adams - I doubt he would get as many roles). But the accent is actually not that bad, and Belfast people do actually say ""foks sake"" quite frequently.I agree there are some dubious moments in the plot and that the action scenes are a little far fetched, but hey, this is Hollywood, and there is enough of a ""gritty realism"" feel imparted elsewhere to distract the viewer from these minor inconsistencies.Harrison Ford plays the same character he played in Patriot Games / Air Force 1 / The Fugitive, which is fine by me since I enjoyed all those movies and I am a big Harrison fan.I didn't find the plot partucularly confusing (it's pretty straightforward really). And although I certainly wouldn't venture to say that the script delivers chapter and verse on the hellishly complicated political situation in N. Ireland, it does at least go some way to explaining the mechanisms (personal revenge, indoctrination) that drive the cycle of violence there.And the bittersweet ending has the desired effect.",N/A
948265,"The seventh season of the Simpsons saw Matt Groening's prime time, brilliantly hilarious animated series not missing a single step.  As this season opens, we learn who shot Mr. Burns (and honestly, who didn't see it coming?), and everything from that point forward is nothing but memorable, whimsical, and often insane humor that only the Simpsons could bring.  Also in this season, Hollywood comes to Springfield to film a Radioactive Man movie, and Millhouse ends up getting cast as sidekick Fallout Boy (""Radioactive Man""), Homer and Marge get accused of being negligent parents and Bart, Lisa, and Maggie get sent to live with the Flanders' (""Home Sweet Home-Dum-Diddly Doodly""), Bart sells his soul for five dollars (""Bart Sells His Soul""), Lisa becomes a vegetarian after attending a petting zoo (""Lisa the Vegetarian"", which also features Paul and the late Linda McCartney as themselves), Homer becomes morbidly obese so he doesn't have to go to work (""King-Size Homer""), Homer is re-united with his long lost mother (voiced by Glenn Close in ""Mother Simpson""), Sideshow Bob returns with a vendetta against television (""Sideshow Bob's Last Gleaming""), former President George Bush moves next door (the hilarious and unpredictable ""Two Bad Neighbors""), Bart meets the real creator of Itchy & Scratchy (voiced by Kirk Douglas in ""The Day the Violence Died""), Pulp Fiction gets hilariously spoofed (""22 Short Films About Springfield""), and Homer becomes a sideshow freak after going to Lolapalooza (""Homerpalooza"", which also features the Smashing Pumpkins, Cypress Hill, and Peter Frampton).  The ""Treehouse of Horror"" special this season was also a memorable smash, climaxing with Homer's unforgettable journey into the 3-D world.  ""The Simpsons 138th Show Spectacular"" is a real gem, hosted by Troy McClure (voiced by the late, great Phil Hartman) as we the viewer are treated to rarely seen early takes of the characters, alternate endings, and deleted scenes that never saw the light of day, as well as some hidden messages and trivia as well.  All in all, just like all the early seasons of the Simpsons, you can't go wrong with the seventh season, and it's pure animated lunacy at it's very best.  Let's just hope that the packaging is much better than the incredibly poorly designed Homer head shaped package that contained season six.",The Simpsons - The Complete Seventh Season
286123,"In a few short words,I just want to say how wonderful and entertaining this movie is.  I have had it on tape for years,now that it is on DVD I will treasure it.  I wish most critics would not hamper on about ""Historical Inaccuracies"" etc and just let us,the public decide for ourselves.  The movie never intended to be accurate and Raoul Walsh the director had a knack of bringing tension through great rousing set-pieces.  Along with ""Robin Hood"" and ""Objective Burma"" ""Boots"" is my favourite Flynn movie",N/A
862431,"The only reason I'm writing this review is because the trailer is misleading, and you may think you are picking up a psycho thriller, when you are really picking up a romantic drama.Let's put it this way, when my wife and I were discussing whether to get it, I was advocating for it, and she was against it.  After it was over, she liked it better than I did.From a marketing perspective, I think the promoters did not want this to come out as a chick flick, and they wanted young men to buy into it, but I think that blurred the movie's appeal and confused its audience.  It would have done much better if it was targeted more directly and squarely at women 18-35.  If you are in this core demographic, you should like this movie.  If you are dating someone in this core demographic, you will definitely be able to stand it, and may even enjoy it.",Wicker Park
402584,"The Sound of Music is a movie that rightfully earned so many superlatives from the moment it premi&egrave;red in 1965 that almost as soon as it came out, people were also creating spoofs, making fun of the movie. Interestingly enough, Julie Andrews, together with Carol Burnett, created a spoof on The Sound of Music in a Carnegie Hall appearance long before she made the film, and she was as spectacular in that performance as she was in The Sound of Music. The film is now a classic, and it has been immortalized now on DVD.If I have one critique of the home version, it is that a film such as The Sound of Music was created for the wide screen and simply cannot be displayed in all its magnificence on a small screen. In the opening when the audience views the Austrian Alps and sees the spectacular scenery, those views are so breathtaking on the expanses of the big screen but look so miniscule on a television screen and jokingly small on a DVD screen or computer monitor, so my preference remains to see this film on a large screen with surround sound; it preserves the true magnificence of the film as I remember it originally. However, nothing can really ruin this film; even taken in microcosm, the film is still a masterpiece to behold.Julie Andrews is a natural in the character of the hapless postulate Maria who can never really fit in as a future nun and ends up becoming the governess at the von Trapp estate. Christopher Plummer assumes the role of Captain von Trapp very convincingly. It turns out that the two did not get along so well, and the love song ""Something Good"" had to be shot in silhouette to hide the fact that they were definitely not amorous with one another in the slightest, but the two play their parts with flair all the way to the end. Eleanor Parker as Baroness von Schrader is a perfect foil to Maria when she shows up for a visit and says, ""My dear, is there anything you can't do?"" Richard Hayden is charming as the amoral entrepreneur Max Detweiler who books the children into the festival and, ultimately, is responsible for enabling the family to escape from the Nazis. Peggy Wood as the Mother Abbess plays a very small part but gets to sing the immortal Climb Every Mountain that is, in many ways, the turning point for Maria in the film.The children, of course, get quite a bit of the attention as Maria came to care for them. The critics often commented that it was less than convincing that all the children seemed to get along so well without fighting, without having to go to the bathroom or having a runny nose -- well, somehow things like those DID seem to get left out, but in the span of the movie, just how much were they supposed to include and still get in the entire Rodgers and Hammerstein score? The score is such an impressive part of the movie, and the choreography with the children is so well staged -- don't forget that the children were growing during the film, so it was necessary to make adjustments for the changes in height -- that it's important to appreciate the film's many virtues. Note that in the song Do Re Mi, the song covers many different scenes and locations; a lot could have gone on in the interim!I always found the performance of Charmian Carr to be rather shallow, so it never surprised me that her career ended with this film; many people argued that an ingenue doesn't need to be able to act, but I always argued that she does if she wants to continue acting! Heather Menzies certainly did, as did Nicholas Hammond and Angela Cartwright; of course, Angela Cartwright was already well known to American audiences from television when she did the film.So much can be said about the film, but one thing I can say that says it all: you'll definitely enjoy it. It's probably the happiest film ever made, and you'll enjoy watching it throughout. If you are the sort of person who likes being happy and likes watching happy films, this is the film for you. Great music, beautiful scenery, and a happy story with a happy ending. How can you go wrong with that?",N/A
97079,"I was so glad to get the ""Purple Rain"" 2 disc anniversary DVD! I'm finally writing a review although I ordered it last August when it came out. Anyhow, I look at this DVD at least once a week, it's like my weekly dose of Prince. The acting isn't all that great, but who cares Prince is looking sexy, and the music is sounding good too! Plus in my eyes Prince can do no wrong. This is a must own for all Prince fans. The part were his dad slaps the ish out of him is real funny!! His performance of ""Darling Nikki"" is one of my favorites in this movie.",N/A
675577,MR RODDENBERRY'S CLASSIC. A CHILDHOOD LOVE FOR ME AND REMAINS SO. CAPT CHRISTOPHER PIKE OF THE STARSHIP ENTERPRISE IS DEFIANTELY A CAPT TO BE RECKONED WITH. AND WHO COULD FORGET VINA'S DANCE AND THE SOUNDTRACK TO IT. TREK AT ITS PEAK!,"Star Trek - The Original Series, Vol. 40, Episodes 79, 99 & 1: Turnabout Intruder/ The Cage B&W/Color Version The Cage Full Color Version"
783011,"Chobits: Vol. 6: My Only Person contains the LAST FOUR episodes of the wonderful anime series Chobits produced by CLAMP studios.  I am sad to see this series come to an end, but I loved the ending.  I would SO love to see CLAMP produce a Chobits II: Followup.Episode 23:  Chi Answers - Minoru, ""Dragonfly"" (Chi's repentant and chastisted kidnapper), and a bevy of Persocoms are hard at work trying to discover Chi's origin once and for all.  It is fairly certain Chi is one of the legendary ""Chobits,"" but in seeking confirmation, Minoru's favorite Persocom, Yuzuki, is damaged in a hacking attempt.  In exploring the nature of Minoru and Yuzuki's relationship, Hideki starts to analyze his true feelings toward Chi.Episode 24:  Chi Decides - This episode is mostly about Yumi, and her past relationship with Hiroyasu Ueda, the bakery manager where Chi works.  As revealed in a previous episode, Ueda was deep in love with and actually married to a Persocom.Episode 25:  Chi Puts on and Takes Off - The true origins of Chi and Freya (Dark Chi)are revealed here.  Hideki tries to confess his feelings to Chi.  But the two mysterious Persocoms have decided to act, because Chi poses great danger to all Persocoms.Episode 26:  The Only Person for Chi - Chi activates, with glowing eyes.  Dita tries to stop Chi.  What will happen to Chi and Hideki?Note: There IS a volume 7 for the series - but don't get excited!  There is little, if any new material on it.  The volume, called ""Chat Room"" consists of three recap episodes.  There is a cute short involving the two mini Persocoms, but if you are looking for new material, there is very little.",Chobits: My Only Person
