,reviewText,Title
1205329,"Love Max Gerson's work and great to see his family continue this,Charlotte Gerson is a very intelligent  women of 82 years young with the energy of a 40 year old.",N/A
1168057,"Thanks for this addition to mywith Sidney Toler collection. I have always loved Charlie Chan fims, especially with Sidney Toler",Charlie Chan Collection - Volume 5: (Charlie Chan At The Wax Museum/Murder Over New York/Dead Men Tell/Charlie Chan In Rio/Charlie Chan In Panama/ and more)
1637845,"The cult oddity ""The Ghastly Love of Johnny X"" is one of those rare movies that I suspect will be a complete love-it or hate-it phenomenon.  Some will say the movie is a masterpiece of originality while others will decry it one of the worst movies ever made.  Just watch, I fully stand by this prediction!  For my taste, the movie is neither extreme.  This low budget endeavor is an obvious labor of love to its makers and cast, it has some genuinely memorable moments, but it never really comes together as strongly as you might hope.  I was really looking forward to ""The Ghastly Love of Johnny X"" because the idea really appealed to my oddball sensibilities.  I have been known to champion cult films of this type (Larry Blamire films, for example, come to mind, especially the sublimely silly The Trail of the Screaming Forehead).  Mixing science fiction with musicals with sixties era juvenile delinquents, there is certainly no lack of imagination in director Paul Bunnell's vision.  But the movie is wildly uneven and as much as I wanted to love it, it never fully connected with me.The movie starts off on a distant planet as Johnny Xavier (Will Keenan) stands trial for a seemingly bad attitude and general non-conformity.  Banished to Earth with his acolytes, we next see the group (the self-proclaimed Ghastlys) dolled up like extras in ""West Side Story"" and stomping through the desert in pursuit of Keenen's ex.  On the run, she (De Anna Joy Brooks plays Bliss) enters a desolate diner where she meets up with a innocent soda jerk (Les Williams) and a ruthless music promoter (Reggie Bannister).  When Johnny catches up with her, the movie kicks into a ambitious musical number that serves to introduce the characters more fully.  The plot, such as it is, involves a space suit that gives it owner great power.  Bliss has it, Johnny wants it.  A chase ensues.  Meanwhile, the music promoter enlists Johnny's assistance in staging a big concert with an aging music legend (Creed Bratton) and all of the principles will unite at this event.  From there, things change once again and the rest of the picture is ANOTHER chase across the desert.I just realized as I was writing this that I couldn't concisely make sense of the plot!  And maybe that's some of the problem, the movie feels somewhat unfocused as it covers a LOT of material.  As a parody of delinquent films from the 50's and 60's, the movie works.  As an homage to science fiction of the era, the results are a bit more sketchy.  As a musical, some numbers have their moments.  The only knock-out performance, in my opinion, is Bliss's drive-in seduction scene which caused me to laugh out loud frequently.  Adding Bannister and Bratton to the mix, the story gets increasingly convoluted.  Perhaps the most challenging aspect, though, is a lack of character focus.  Is Johnny X a real bad boy or just misunderstood?  The movie wants to have it both ways.Individual components of ""The Ghastly Love of Johnny X"" can be strong.  Kevin McCarthy and Paul William cameos are fun, Bratton (from TV's The Office) is amusing.  I loved De Anna Joy Brooks as Bliss.  But in the end, the many things that I liked about the movie never came together in a cohesive way.  I know what the movie wants to be, it just isn't as successful as I might have hoped.  Still, I'd recommend it to the right audience.  It's a small film just looking to be discovered by a faithful and rabid cult of followers.  But it definitely won't be embraced by everyone!  KGHarris, 5/13.",The Ghastly Love of Johnny X
8454,What a fun movie! Nicholas Cage is great with a delightfully fun character portrayed by Shirley Mclain. Good fun for everyone,N/A
262047,I practically have this movie (and the book) memorized - you could classify this as both a creature feature and a psychological thriller - great Clive Barker creation!,N/A
175089,"All 3 of the Lassie movies are very good, They show howLassie can get back to her master. I saw all 3 of the Lassiemovies when they came out in the 1240's",N/A
144884,"A mother spoils her daughter against her husband's better judgment, and.....if you are not certain of the result; you need to watch this movie.An all-star cast.The film is very well paced. The director and actors knew when to linger over interesting parts, and when to move things along. There are not any slow parts in this film.Some good morals to the story about spoiling children; spoiling spouses; and living to present an image; rather than sincerely caring about others.The studio spent some money for a variety of sets of interest and detail. There are a lot of people in this film without speaking parts (extras); the studio went all out.Under the ""Comment"" button below; I tell why you will like Joan Crawford in her movies.",N/A
1296405,I thoroughly enjoy this show. It is quality entertainment and far surpasses anything I have viewed in the past on tv.,Lark Rise to Candleford: Season 2
382071,"This film from Down-Under, with two major stars, should be required showing in all PTA meetings all over America!!  The subject of this film is self-explainatory and handled with such artistic aplumb, that the two major characters played by Thompson and Crowe, just add ice cream and chocolate syurp to the cake.  What a absotulety, magnificant work of art! A classic to be sure and an absolute must have, for your DVD collection.  A FEAST FOR THE HEART, MIND, AND SOUL!!  NJMJr.",The Sum of Us VHS
1230191,"I have many of her video dvd's.  Al are good, but this is the best so far!  She is the most beautiful and talented woman alive at this time.  I am very glad to be alive to see her beauty and enjoy her wonderful voice.",N/A
362686,great continuing story messing with your head who is the tall man and where did or does he come from,Phantasm 3:Lord of the Dead VHS
1208381,I got this for a patient that wanted a fire over the holidays.  It worked great and made them very happy.,Fireplace DVD: Real Wood Burning Fire
1540840,With 8 films to choose from how could you go wrong.  There is something for everyone. Some films more known than others but all were lovely to watch.,British Cinema Collection: 8 Acclaimed Films
3219,Great story line and a great look into History. Outstanding performance by the actors. This is a very educational and enjoyable series.,N/A
1546044,"This movie touched my heart.  The message of love and forgiveness as well as the value of life. After watching this movie I had to have it in my movie collection.  It is one that I will enjoy watching over again with a different perspective each time I view it.  The director did a great job making prison life as realistic as possible as in some prisons from those inmates I have been fortunate enough to write too myself have shared how things really are for them.  Some places worse than others so I could tell there was some truth behind the story line of what could have happened in the right, but sad scenario.  Even a bad man has a heart.",Loving The Bad Man
1210380,"Dialogue was great, special effects were great, chemistry among the actors fantastic.  I've seen this 3 times now and would watch it again (and again).",Marvel's: The Avengers
1258995,great documentary.  loved it from start to finish.  cant think of a better movie on this subject other than the movie JFK by Oliver Stone.,N/A
922173,My kids love watching season 3 and playback was awesome just as season 1& 2.Thanks for the great video Amazon Prime video.,SpongeBob SquarePants - The Complete 3rd Season
1575531,...thanks and there were no problems with these discs. I wish I could say the same for other discs that I have received.,Ancient Aliens: Season 4
141234,"BEING ONE OF THE ORIGINAL WIZ KIDS, FROM BACK IN 50'S I KNOW MORE ABOUT THIS FILM THE AVERGE PERSON AND IT IS MORE SCAREY THEN YOU THINK!!!!",N/A
176204,"Remember remember the fifth of NovemberGunpowder, treason and plot.I see no reason why gunpowder, treasonShould ever be forgot...In a future society a caricature of a totalitarian state, a young lady's eyes are opened to its reality; but the story is actually about the interaction between the protagonist ""V"" (Hugo Weaving) and the lady, Evey (Natalie Portman.)It is not just straight forwarded anti-government it deals with a cabal.As we travel their path we too may have our eyes opened.I like the inclusion of the sound track of ""The Girl from Ipanema"" appropriately placed.I have watched this movie several times each time picking up on something subtle enough to evade the first viewing.""Ideas are bullet proof""",N/A
1405581,"Watch this series just for Maggie Smith.  She is really just getting better and better.  Give her more lines, for goodness sake.I agree with all those who say this is a glorified, high cost-costume soap opera, stories that go no where or resolve a little too neatly and characters who are just too internally consistent.The visuals owe a lot to Mad Men and the advent of high definition screens.We are allowed to have a guilty pleasure.",N/A
561632,"Some car action and actor Nicholas Cage make for a good old-fashioned drama. Though I liked it, I still enjoy the Fast & Furious series more. But then this started it all so I feel you should get this as part of your collection. So enjoy watching!",Gone in 60 Seconds
867367,"I love this show!  It is exciting, the characters are genuine and I found myself attached to them, especially the team leader.  The story just goes to show, good people can slide down the slippery slope; I wanted this character to make it through all of the tough situations and come out whole and happy.  How often do you side with a not-so-good-guy in a police drama?  This is one time it will happen.  You get to know these characters and care about them, while sitting on the edge of your seat through each episode.  Great show!  I'll re-watch the entire series in the future.",N/A
477570,"Having had the CD / iPod forever, I was pleased to see how much more the video offered.I have my stereo hooked up to the BluRay, for max movie enjoyment, as well as these music videos.I continue to be amazed everyone does not do this, or the &#34;home entertainment center&#34; route.Looking @ Wikipedia, they rated this video as the #2 all-time best seller behind a Michael Jackson work.I subsequently got a Yanni music video &#34;Tribute&#34; filmed at the Forbidden City, China, and the Taj Mahal.Same basic generation of performances, while slightly newer.Then a fairly current &#34;Yanni live at El Morro, Puerto Rico.&#34;Finally a mostly current CD / DVD combo &#34;Voices.&#34;  All excellent.",N/A
1621581,"They were literally in the kitchen the ENTIRE movie. It could have worked...but it didn't. The acting from supporting actors was poor and I wanted to finish it, but it was a waste of my time. The main cast is not even bad! Idk who convinced them to do this stupid movie.",The Kitchen
157185,"Any horror movie with Michael Gough can't be all bad. The British character actor delivers a classic mad-scientist performance in this low-budget ""King Kong"" knockoff. OK time-filler with a hammy cast and garish Eastmancolor. A pity that Konga doesn't climb Big Ben.",N/A
