,reviewText,Title
149390,"It seemed I remembered this movie as nothing special, but hey, I got it cheap.  Well, it turned out my memory is not that good.  The film has about as much continuous action as you could ask for in a war movie, and it's all well acted and produced.  It doesn't have the character development of the greatest war movies, but it is certainly more enjoyable than most!",N/A
943743,"Goodnight Mister Tom is a powerful adaptation of Michelle Magorian's award-winning novel of the same title, developed for Masterpiece Theatre and now available on DVD. Set during World War II, it tells the story of Tom Oakley, an old man curmudgeon who finds his life suddenly and drastically changed when a young boy is evacuated from London and sent to live with him. The boy is quiet, with a tragic past, yet the old man takes it upon himself to teach the boy improved reading and writing skills, and nurture his talent for drawing. A powerful bond develops between the pair; yet when the boy's mother summons him back to Blitz-torn London, Tom must act to save the child from a potential nightmare - and fight to keep him. A poignant and profoundly moving film about the pure essence of human relationships. Approx. 2 hours, color.",N/A
406156,"Cemetery Man stands apart from most other Italian horror films.  In fact, this one actually got good reviews from critics who normally slam the genre.  I remember it even having a very brief run at a theater in my hometown when it came out.  Michele Soavi needs no introduction to hardcore horror fans, and this film is definitely his baby.  Being Dario Argento's protege, Soavi's films have all had a bit of Argentoness to them.  For this film, it seems like the time Soavi spent with Terry Gilliam really rubbed off coz this film has a very Gilliamish feel to it.  I wonder if the grim reaper in this film is the same one used in Baron Munchausen!  The Gilliam touch and the fact that this movie's based on a comic would account for what people might feel are continuity errors, lapses in logic(not a new thing in Italian horror), a feeling of downright silliness and scenes that might seem just downright juvenile.  The film seems to exist in a kind of fantasy/fairytale type world, so it's easy for the viewer to accept the goofiness that sure as hell wouldn't be accepted in a straightforward horror film.  Needless to say, American audiences probably won't like it.  Rupert Everett is very impressive here.  No matter what film I see him in, in my mind his role of roles will always be Francesco Dellamorte.  Most of the roles he does anymore seem to exploit his homosexuality.  It's fine for awhile, but he seems to be typecast anymore.  Hell, in this film he plays a heterosexual man better than most heterosexual men probably could!  Then there's Anna Falchi who is simply the personification of sex on two legs.  She plays three roles, but they really aren't all that different from one another.  The dvd comes with a making of.. documentary that runs just shy of half an hour.  It's good and informative, but after waiting so long for this film to come out on dvd, the features are a bit of a letdown.  However, for better or worse, you can't deny that Cemetery Man is definitely a unique film.  It's difficult if not impossible to compare it to any one film.  Not many films accomplish being so morbid, zany and silly, yet can jerk you the other way and actually make you care about the characters in a dramatic sense.  Cemetery Man is a must see for Italian horror fans, or just horror fans in general.",Cemetery Man VHS
824346,"This is the best version of Thunderbolt out there. New Line Cinema finally got it! This version is UNCUT, has the original language, with English subtitles, and a good quality picture!Also, there are three sets of subtitles for this movie. The first set is an English dubtitle, which is when the subtitles follow the dubbed script (subtitles will also appear where no one is speaking every now and then). The second set are Spanish subtitles. The third set of subtitles are an English translation of the foreign dialog. These subtitles, however, do not appear where English dialog is spoken.BUY THIS! Let American companies know that the only videos we will take are ones that are treated with respect like these!",Thunderbolt
633640,"I guess there are times you don't read the reviews in the paper, don't see any theatrical trailers, and don't hear ANYTHING.When this film showed up, it must have been one of those times.This is a great film, full of comedy and tragedy, great acting, unpredictable plot twists, sleezeballs, heroes, and more.  Joan Allen and Kevin Costner are great in this as a couple of drunken neighbors looking for comfort.  Director Mike Binder, who also plays the sleezeball, puts together a story of tremendous ""watchability.""  It's hypnotic... you can't keep yourself from wanting to know what happens next.  Watch for the nose falling in the soup... literally.Five stars.  If you don't watch the deleted scenes, it is a PG-13 rating.  Enjoy.",Upside of Anger (DVD) (WS)
1053112,"There is a great scene in Pedro Almodovar's latest, ""Volver"" that encapsulates all that this wonderful, resonant movie is about: Raimunda (a sexy, earthy Penelope Cruz who has never been better on screen) sings a gypsy/flamenco style song, having not sang in public for many years but in possession of a gorgeous singing voice, while her mother Irene (the legendary Carmen Maura), thought to be dead , discretely listens from afar. Almodovar's camera cuts between mother and daughter, both totally committed emotionally to the scene, both recalling their former lives together, estranged for years but still possessing that particular brand of love that exists only between a Mother and her daughter, both longing for lives without trials and tribulations and fear, lives without problems, without cares. ""Volver"" (which means to return, to come back) is nothing if not about returning to the innocence of youth: to a time when Love abounded and came without a price and without consequences. But ""Volver"" is also about second chances, re-tooling you life albeit, Almodovar-style which always involves some manner of the strange, the violent sometimes and the weird. This line towards re-tooling/re-imagining your life is not a straight one by any means but a zigzagged one going from ""a"" to ""g"" more often than from ""a"" to ""b.""In ""Volver"" we have the extraordinary character of Raimunda played to the hilt by Penelope Cruz who has always been better in her native Spanish than she's ever been in her English films. Raimunda is strong, decisive, hard-working, married to a lout, a devoted mother and sister of Soledad (Lola Duenas) with whom she shares a strong bond now that their parents are dead.""Volver"" is a film almost totally without men except Paco, Raimunda's husband and Paula's (Raimunda's daughter)father who leaves the film early on and as such it reminds me of the Neo-Realist film classics of the  WW2 era, ""Open City"" and the Sophia Loren starring ""Two Women.""  But in this world without men that is ""Volver"" nothing seems amiss because the world that Almodovar has created is rich with well defined woman's roles: compassionately written and more importantly profoundly and deeply executed by the ensemble of actors that Almodovar has assembled: Cruz, Maura, Duenas and Blanca Portillo as Angelina.Once again with ""Volver,"" Almodovar has returned to the world of women alone and it is a film primarily about but definitely not only for women: their power over us, their weaknesses, their hopes, their desires. But ""Volver"" also shows us that mysterious inner core that all women possess which gives them an edge, a wisdom that men don't have. Call it maturity, call it a security, call it a special strength. You can even call it ""feminine intuition."" But, call it what you like, it's there, only women have it and lucky man, Pedro Almodovar is on a first name basis with it.",N/A
1265,"Since Amazon doesn't bother to list the details of this DVD set, I will help them out. I rate it four stars for the same reason as another viewer who complained about it not including the (original but unreleased) uncut version.Disc 1: Feature Video Passion Re-Cut (seamlessly branched) Filmmaker Commentary with Mel Gibson, Caleb Deschanel, and John Wright (original cut only) Production Commentary withStephen McEveety, Ted Rae and Keith Vanderlaan (original cut only) Theologian Commentary with MelGibson, Father William J. Fulco, Gerry Matatics, and Father John Bartunek (original cut only) Music Commentary with John Debney (Selected scenes)Disc 2:BY HIS WOUNDS WE ARE HEALED: MAKING THE PASSION OF THE CHRIST Intro & Script Evolution Language Barriers Finding Jerusalem Artistic Inspiration The Right Role Evil Personified Tailoring a perfect fit The Director Grace in Photography Make up and Visual Effects The Earthquake The Crucifixion Jim Surrerning Breaking the Tension Wrapping Production The Cutting Room The Score Designing the Sound Effects Guerilla Marketing Spiritual Journey ""Below the Line"" PanelTHE LEGACY Paths of the Journey On Language Anno Domini Crucifixion: Punishment in the Ancient World Through the AgesDELETED SCENES Pilate Don't Cry Theatrical TrailerGALLERIES Production Art Historical Texts Art Images",N/A
1006419,"SPECTACULAR SFX!!!! OUTSTANDING PERFORMANCES!!!! SOME SIMULARITIES TO ""THE POSEIDON ADVENTURE"", BUT ALL IN ALL ""POSEIDON"" IS A TALE OF ITS OWN!!!! AN ENTERTAINMENT OF THE HIGHEST CALIBER!!!! THE POWERFUL MUSIC BY KLAUS BADELT KEPT THIS FILM RIVETING AND SUSPENSEFUL.... NEVER BORING!!!! THE VIEW OF THIS MULTIDIMENTIONAL.... MULTI-STORY LUXURY OCEAN LINER IS AWESOME TO BEHOLD!!!! WITH ELEVATORS AND DEEP INTERIORS TO GIVE IT THAT ""THE TOWERING INFERNO"" ATMOSPHERE!!!!KURT RUSSELL, JOSH LUCAS, JACINDA BARNETT, JIMMY BENNETT, AND EVEN AN AGING RICHARD DRYFUSS (WHO FACED THE ""CLOSEST ENCOUNTER"" OF HIS LIFE) ARE WERE GREAT!!!!THE GRAND BALLROOM ADORNED WITH GIANT CHANDELIERS WAS SOMETHING TO BEHOLD!!!! IT WAS HERE THAT A MEMORABLE SCENE FROM ""THE POSEIDON ADVENTURE"" ARE REENACTED WITH ONE ""SMALL"" DIFFERENCE:IN ""THE POSEIDON ADVENTURE"" IT WAS PAMELA SUE MARTIN WHO HAD TO JUMP FROM ONE OF THE SUSPENDED TABLES AFTER THE SHIP TURNED OVER; IN ""POSEIDON"" IT WAS JIMMY BENNETT (THE VOICE OF THE LONELY BOY IN THE CHRISTMAS CLASSIC ""THE POLAR EXPRESS"") WHO HAD TO JUMP FROM THE SUSPENDED PIANO (HE WAS CLUTCHING ONTO, JUST AS THE SHIP OVERTURNED)!!!!THE DISASTER ITSELF WITH ROGUE WAVE LEADING TO DROWNINGS, EXPLOSIONS, FIRES, ELECTROCUTIONS, AND PASSENGERS FALLING AND TOSSED LIKED TOYS WAS UNBELIEVABLE!!!! MINDBOGGLING!!!!""POSEIDON"" IS A CLASSIC OF THE DISASTER FILM GENRE THAT EXCEEDS EXPECTATION!!!! I SAW IT IMAX IN THE FRONT SEAT TWICE AND WAS ""BLOWN AWAY""!!!! SPECTACULAR!!!! TOO BAD IT WASN'T IN IMAX3D!!!!THE BEST PART WAS WHEN THAT LOUDMOUTH JERK GAMBLER COWBOY GOT HIS FINAL SENDOFF.... WITH THE GIANT STEREO DISCO SPEAKER UNIT CRASHING DOWN ON HIS 'MISERABLE HIDE!!!!'THE ROGUE WAVE WAS REALISTIC!!!! 90 FEET TO 100+ FEET HIGH HAD TO BE TRIGGERED BY A MASSIVE UNDERSEA EARTHQUAKE.... NEVER MENTIONED IN THE FILM!!!! WE WILL NEVER KNOW!!!!BUT WITH TWISTS AND TURNS HINTS OF ""THE TOWERING INFERNO!; DANTE'S PEAK!, FIRE! AND FLOOD!"" YOU ALREADY HAD THE FEEL OF GREAT DISASTER CLASSIC OF THE LATE IRWIN ALLEN!!!!MAKE NO MISTAKE ABOUT IT! ""POSEIDON"" IS ONE ADVENTURE-DRAMA I WILL ENJOY FOR YEARS TO COME ONCE IT COMES OUT IN DVD WIDESCREEN!!!!IT IS EXPLOSIVE ENTERTAINMENT!!!! A JOURNEY ONE NIGHT FROM HELL AND HIGH WATER TO FREEDOM!!!! OUTSTANDING!!!!",N/A
878814,"This movie was very wierd and different to me. What I was seeing was the mental breakdown of the husband who's wife was murdered. If you look at the movie in that aspect, it could be very interesting. Other than that, the movie didn't make much sense. The ending was an odd ending too.SPOILER ALERTThere wasn't any resolution to the ending. For me, it was just a cover-up of the police force that was getting rid of crooked cops and the wife was an ""innocent"" that was killed by accident. If you are into different and in an ""indifferent"" mood then this movie is for you. Otherwise, try another movie.",N/A
999686,"Although the film quality was not the greatest, it was viewable enough to see Danilova's artistry, as well as Massine's.  Films like this are important because they preserve dance for future generations and provide a meaningful link into the past.  There is much to emulate here and for those who have never seen the can-can danced, here it is in all its flashiness.  Shades of Toulous Lautrec -- this is indeed the real thing, costumes and all.  Suddenly the pictures have come to life and the dancing is perfect, even though the dancers dance with such spirit one would think they would get trampled.  For those who want to go back into the past where Paris was full of passion, you won't be disappointed with this treat.",N/A
