,reviewText,Title
682603,"As the result of a wager between native hothead Bhuvan (Aamir Khan) and the racist Capt. Russell (Paul Blackthorne), the inhabitants of an impoverished Indian village must defeat the local British troops in a cricket match in order to escape from the crippling tax that is levied by the imperialists.  This hugely entertaining film is both familiar and exotic.  All of the conventions of the traditional sports film and love triangle are present and few will be surprised by any of the developments in the story.  However, since this is my first Bollywood film (as it will be for most American viewers), it benefits from the foreign milieu as well as the exhuberance and talent of the performers.  It took a while for me to get into the spirit of the musical numbers with their clearly dubbed vocals, but I was soon captivated by those as well.  Beneath all of the comedy, romance, music, and clearly defined heroes and villains, there is a serious aspect to the story-the repression of native people by colonial forces.  Gracy Singh, as Bhuvan's childhood sweetheart, is absolutely charming./",Lagaan: Once Upon a Time in India
757123,"I bought this DVD with no further knowldge of the movie than it was a Carrie film. I personally own the Special Edition of the 1976 version, the 1999 sequel, and now this little number. I am currently in search of the '76 soundtrack.This TV version falls under the same category as the Sci-Fi sequel to ""Firestarter,"" but definitely holds more value to Carrie fanatics like myself.First off, this vesion is more inclusive as far as holding true to the novel. The camerawork, one might notice, is a tad amateur, but behind the special effects, brilliant performances (especially on Bettis and Clarkson's part), and music that strangely resembles that of the original films--one hardly notices the flaws of this ""modern remake.""The DVD contains no special features, regrettably, but does have some MGM trailers that might encourage you to visit the video store.Have fun,GIGI",N/A
799176,"This is a worthy ending to this series.  While I tired somewhat of the cowboy stuff that naturally accompanies a climax, the dark vision and ambiguous ending of the film mark it as truly outstanding sci-fi.  Sure, the ending was happy, but troubles for the future are very clearly in the making.  The greatest surprize of all is the maintenance of the cryptic - and logically consistent - references that were so much fun in the 2nd part.  Moreover, it is never fully explained, but left to the imaginative to puzzle out, if they so wish.  Indeed, there are added delicious mysteries, like the little Indian girl and the transforamtion of the oracle.REcommended for serious fans of sci-fi.",N/A
160861,"Notwithstanding his having been a great man, Gandhi is not necessarily an example for our times. This is a beautifully made film; one of the most moving ever made, but not for its perceived ""Lessons"".  Rather, this film is great for what makes any film great: wonderful acting (phenomenal on Mr. Kingsley's part), skilled direction, great camera cinematography, lighting, editing, and pace.  The sceenplay and story, of course, are highly contributory herein, but even were this fiction the film would still qualify as a great film.  It is simply a great film however you look at it. You needn't read too much into this film to enjoy it; or see in Gandhi's example, say, a panacea of sorts for our world of today.  Passive non-violent resistance worked for Gandhi first in South Africa (to some extent) and then India mostly because his adversary was a civilized one.  Gandhi, let's remember, basically used British law against the British themselves.  He was able to succeed not simply because his cause was noble and/or because passive resistance is inherently effective.  I grant you that his campaign was a brilliant one, skillfully engineered; but against most any other country save Britain, it would have only ""ended before it began,"" as former Soviet dissident Natan Sharansky says in his book ""The Case for Democracy""; most likely in Gandhi's death or  disappearance. [...] I have read Gandhi's autobiography and I give him his just due. I'm just saying that Imperial Britain's historic traditions and norms of behavior had an important role herein as well, and this ought be recognized (and no, I'm not British myself). Gandhi is an example in one way (and maybe we'll see the likes of another Gandhi somewhere, someday), but ""His Example"" isn't one we should deceive ourselves as being applicable across the board within the chaotic world in which we live.  In short, this film is a superb treatment of an important historical episode (particular to a rather specific period and set of circumstances) and, as such, well worth your time viewing. Cheers!",N/A
797362,I watched this film because one of my favorite rides of all time is Disney's &quot;Haunted Mansion.&quot; I have to say the only reason I really enjoyed this film was for the special effects and memories of all those old spooky ghosts from the original ride at Disneyland.Eddie Murphy plays an overly ambitious real estate agent who ends up at the mansion with his family trying to strike up a deal with a few ghosts. The story is horribly hokey! The acting is silly and filled with typical Murphy antics: silly laughing and funny smiles.The best part of this movie is the special effects and the graveyard scenes. I found the movie to be a bit scary for children as some of the zombies are very &quot;real&quot; looking. For adults it is an evening of silly fun but sadly for young children they might spend their evening with nightmares instead of giggles!,N/A
808077,"When I first heard about this movie I was sceptical. I was afraid that a Samurai movie starring a white guy might end up kind of goofy. But Tom Cruise puts in a strong performance here and won me over by the end of the film. If you love swords this is the movie for you. Tons of training with swords, fighting with swords, and philosiphising about them. The action is spectacular, and the score is stirring. The cinemtography is beautiful. The mountain village reminded me of the shire and made me want to live there. For a movie with some brutally violent action sequences, it also features some amazingly peaceful and relaxing moments in the middle of the film. Anyone who believes in honor and chivalry will find this movie inspiring.Est Sularus Oth Mithas!",N/A
565886,"I'M GONNA GIT YOU SUCKA is one hilarious film; even though many of the jokes fall flat at times, the whole is superlative tongue in cheek satire.  A broad humored satire of those wonderful 70's &quot;black exploitation&quot; films, Wayans and crew serve up scene after scene of hilarity.  For instance:  a sleazy girl is singing a sultry version of &quot;When the Saints Come Marching In,&quot; and when Wayans asks who she is, the waitress says &quot;She's the director's sister.&quot;  (She is!).  When ex-football star Jim Brown asks Wayans why he thinks he's qualified to be a black hero, Wayans tells him &quot;I'm an ex football player.&quot;  When Dawnn Lewis as Wayans' sweetie gets the cramps, she really gets cranky!!  John Vernon as Mr. Big spouts off why shouldn't he be in a black exploitation movie, other actors have!  There are so many scenes like this that one can't help but laugh and laugh again.Featuring a cavalcade of black and white actors, including Clarence Williams III, Isaac Hayes, Ja'net Dubois, Antonio Fargas and Steve James, I'M GONNA GIT YOU SUCKA is a hoot to watch!",N/A
404191,"I'm sorry, but this IS just another 80's slasher flick.  There is nothing outstanding about Maniac - nothing that elevates it or distinguishes it from all the other films of this type to come out during this decade.  I simply do not understand the reverence felt by many horror fans for this silly, low-budget schlock.  I know I will get slammed with non-helpful votes from people who have already seen it and like it, (in which case I don't see how my review could be helpful or otherwise...) but I hope to possibly dissuade others from making the same mistake I did by purchasing this movie.Joe Spinell plays Frank Zito, our whining, groaning, grunting maniac.  His Mommy locked him in a closet a lot when he was a child and turned him into a self-hating misogynist - well, that and a homicidal schizophrenic.  Frank scalps his victims and uses these scalps as wigs for his beloved mannequins.  That's the premise.  There is also a lazy attempt at a story involving a beautiful photographer who I suppose represents redemption?  Rehabilitation?  A last chance for the violent schizo to rejoin civilized society?The script is pretty awful and it's interpretation by the actors does not help matters.  Spinell's performance is hokey and self-conscious.  However, contrasted with his supporting cast (I think the mannequines gave better performances than Caroline Munroe) he is friggin Olivier.The scene in which Zito stalks and kills the nurse is the most effective sequence in the film.  However, it is nearly ruined by completely unnecessary and ridiculous over-dubbing.  Whatever the problems with live sound might have been, silence would have worked better.  This superfluous dubbing of grunts, gasps, whimpers and heavy breathing does not add to, but rather negates completely, the desired effect of suspense and dread.  The same goes for the voiceover (in lieu of flashback) that explains the abuse Frank suffered from his mother:Little Frank (played by worst child actor in the world): &quot;No Mommy, please.  Please don't lock me in the closet.&quot;Mommy (played by worst actress in the history of theatre):  &quot;You must be punished.  You have been bad again.&quot;Little Frank:  &quot;No Mommy, please.  Please, please don't lock me in the closet.  Please.Mommy:  &quot;You must be punished.  You have been bad...&quot; and on and on and on.  There are other embarrassing moments in the film, but this one is special.Tom Savini's effects are very good, although the movie is not nearly as gory as I expected it to be.  Some of the shots of the mannequines at the end are nice.  But overall, the gritty, nasty feel that was so obviously desired was sabotaged by a bad script and bad acting.  Great acting is not essential for a good low-budget movie.  But if the acting is bad, then your script must be fantastic, or your premise, or your visuals, or something.  There is some good gore here.  That's about it.If you want to see a dark, gritty, and excellent movie about a serial killer, rent or buy Henry: Portrait of a Serial Killer.  Abel Ferrara's Driller Killer is not bad either.",Maniac VHS
826943,"I got this DVD last sunday and I got to say what a great DVD! ""Hard Knocks"" tells you all about Benoit like how he got into wrestling, how Dynamite Kid was his big infulence, how he started his training in Stu Harts Dungeon. This also gives use matches from Chris Benoit in Japen, ECW, WCW and WWE. It also shows the match on Chris Benoit got his name The Cripppler where he broke Sabu's neck.The extras on the DVD are cool because it has Benoit matches against Eddie Guerreo, Booker T, Sid Vicous, Bret Hart and many more. This also features Benoits big match at Wrestlemania 20 against Triple H and Shawn Michaels in a triple threat for the World Heavyweight Championship. Benoit wins the big one at Wrestlemania 20 and it took him 18 years to get there. So if your a Chirs Benoit fan or just a Wrestling Fan this is the DVD to pick up and add to your collection!",N/A
684027,"After reading the reviews and seeing the sound bites of reviewers in the DVD package, I set forth to buy Bangkok Dangerous. I was expecting a ""hyperkinetic"" movie, as one critic put it and a cinematic style that's ""similar to John Woo and Quentin Tarantino"". I got neither. What I got is a languidly paced film about a deaf-mute hitman eager to redeem himself for a pretty young pharmacist's love. Actually, that's the most interesting part of the movie, how the hitman communicates his love to Fon, the pharmacist. The gunplay, action, the pacing and the camera techniques are nowhere near what critics are comparing it to. There's no gimmicky non-linear storytelling. No ""kewl"" camera work. No ""hip"" editing. It is not like Tsui Hark's Time & Tide with its visually-stunning camera work and dense storytelling, instead it is more akin to Ghost Dog: Way of the Samurai. Quiet, a little profound. The story is refreshingly simple but it kind of drags on in the middle, plodding to the point of predictable, it makes you wish it has one of those twists Thai TV commercials are known for in global advertising awards shows. All in all, Bangkok Dangerous is a refreshing film to see amidst the noisy action films of Hollywood and Hong Kong. But don't get misled by what's on the cover.",N/A
