,overall,asin,reviewText,unixReviewTime,vote,reviewLength,wordLength
5855492,4,B00DTRR3XS,"Kid enjoys it. Only issue I have is as a parent. Frequent use of language such as ""stupid"" etc used. TMNT growing up didn't have or need this things are just different these days unfortunately. Call me a prude if you want, but if it does not add to show in a positive way, why use it frequently.",1388793600,2,295,4.103448275862069
5855493,5,B00DTRR3XS,Awesome was the word my son used when he opened this as a gift.  He used the same word after he & I watched it.  Love the turtles!,1388707200,,130,3.607142857142857
5855494,4,B00DTRR3XS,"Pros:
My two year old loves this dvd.
He will actually sit down and will not move to watch this show.

Cons:
violent
not educational",1388361600,,132,4.28
5855495,5,B00DTRR3XS,"This is the third DVD in the first season of the newest version of TMNTs. All the baddies make an appearance in these episodes, culminating in the ultimate showdown.
There's lots of action, creepy monsters and villains, and episodes of scientific brilliance combined with unrequited love... but nothing you can't let your little children watch. More fun for all. Get those Krangs, guys!

Episodes include:
I, Monster
The Alien Agenda
The Pulverizer
TCRI
Cockroach Terminator
Baxter's Gambit
Enemy of My Enemy
Karai's Vendetta
The Pulverizer Retuns!
Parasitica
Operation Break Out
Showdown (double episode)

Special Features:
4 Shorts -
""The Mutilation of a Scene""
Animated Comic Books: ""Tales from the Lair, Parts Three - Six""",1383696000,3,726,5.359649122807017
5855496,4,B00DTRR3XS,"""Ultimate Showdown"" serves up the last 12 episodes of TMNT's first season.  It's a series that a lot of people  wanted to hate (including me, since I grew up watching the 1987 animated series)...but fortunately, it's a ton of fun and probably the best TMNT series to date, even after just a few dozen episodes. The terrific action, humor, new characters and cinematic feel are easy standouts, as well as the voice acting and nods to the 1987 series.  Unlike ""Rise of the Turtles"" and ""Enter Shredder"" (the first two Season One ""volume"" releases), this doubles the episode count on two discs for only about $5 more.  I'd have given it five stars for the fun factor, but Nickelodeon's continued practice of avoiding season sets  is just irritating.  With any luck, we'll get a complete Season One release---and hopefully on Blu-ray---in the near future.

Other than that mild annoyance, ""Ultimate Showdown"" is unquestionably worth buying.  These 12 episodes feel bigger in scope and execution than Season One's first half, answering plenty of questions without filling in all the blanks.  If you're new to this 2012 series, start with ""Rise of the Turtles"" first...but if you're like me, it won't take you long to get caught up.  The DVD itself looks and sounds good, presented in 16x9 widescreen with a terrific Dolby 5.1 audio track.  Bonus features are minimal, but the series itself is the real selling point here.

For more details, please read my complete review here: [...]",1382486400,7,1478,4.915322580645161
5855497,5,B00DTRR3XS,"There is nothing better than being able to catch up on episodes with OUT commercials, and since this is really all of the last half of Season 1, it is very nice to play all and enjoy the stories without interruption.  I would have regretted not having it, although in order to see the entire season you need the other 2 DVD's plus this one.  A box set would be nice, but for now this is nicely done and I love being able to see everything together.",1382400000,2,448,4.137931034482759
5855498,5,B00DTRR3XS,Modern version in line with the old version. Great entertainment for the kids. They could did not want to stop until they watched them all!,1381276800,,139,4.6
5855499,4,B00DTRR3XS,"The ending was epic to this season.  It is exactly what I would have hoped from with a battle between Splinter and Shredder.  It also had a few twists that any turtles fan will never see coming.  I can't wait for the second season on DVD!

This review lost a star because of the annoying previews in the beginning and the bright yellow between episodes.  I didn't pay this money to have my time wasted by previews",1381190400,,413,4.311688311688312
5855500,5,B00DTRR3XS,"This 2 Disc DVD set contains the final 12 episodes (really 13 24-Minute Episodes) from Season 1 of the new Teenage Mutant Ninja Turtles TV series. This is DVD release 3 of 3 of the first season episodes. Amazon doesn't always do a good job on their DVD episode listings so here are the episodes that are included in this DVD set:

1. I, Monster
2. The Alien Agenda
3. The Pulverizer
4. TCRI
5. Cockroach Terminator
6. Baxter's Gambit
7. Enemy of My Enemy
8. Karai's Vendetta
9. The Pulverizer Returns!
10. Parasitica
11. Operation: Break Out
12. Showdown, Parts 1 and 2 (Season Finale)

Note:  The ""I, Monster"" episode that was excluded from the ""Enter Shredder"" DVD is included in this DVD set.  The 312 Minute running time indicates that the DVD Set contains 13 24-Minute Episodes so Showdown Parts 1 and 2 count as a single episode in the DVD episode count.

Here are Amazon links to all of the Season 1 DVDs:
<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Teenage-Mutant-Ninja-Turtles-Rise-of-the-Turtles/dp/B00AEVXGFG/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Teenage Mutant Ninja Turtles: Rise of the Turtles</a>&nbsp;(Season 1, Part 1 of 3)
<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Teenage-Mutant-Ninja-Turtles-Enter-Shredder/dp/B00CD45J9S/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Teenage Mutant Ninja Turtles: Enter Shredder</a>&nbsp;(Season 1, Part 2 of 3)
<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Teenage-Mutant-Ninja-Turtles-Ultimate-Showdown/dp/B00DTRR3XS/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Teenage Mutant Ninja Turtles: Ultimate Showdown</a>&nbsp;(Season 1, Part 3 of 3)

<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Teenage-Mutant-Ninja-Turtles-Rise-of-the-Turtles-Enter-Shredder-Combo-Pack/dp/B00FZIIPP4/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Teenage Mutant Ninja Turtles: Rise of the Turtles & Enter Shredder Combo Pack</a>&nbsp;(compare price to individual DVDs)",1376611200,105,1936,7.395652173913043
5855501,5,B00DTRR3XS,"Update:  The 2nd Season starts October 12th, 11 a.m.!!

The Teenage Mutant Ninja Turtles by Nick (2012) is an amazing show.  I never watched any of the other previous versions.  But, I can't believe how fantastic this show is.  Almost all of the story lines are very well written.  And the characters themselves are well developed and I love them all.  One of the angles that I think that makes this show fun and interesting is the angle with Donnie and April.  If anyone has watched this show, you can tell that Donnie has the cutest crush on April and I think he actually loves her.  I've calculated it, and Donnie (one of the turtles) has to come to April's rescue about 25% out of all of the episodes in season 1. And, just to let you know how much the fans love Donnie and April, checkout youtube - there are about 11,000 videos dedicated to Donnie and April.  I know that they are coming out with season 2.  I just hope that the writers DO NOT change this on-going theme with Donnie and April.  I know that they are coming out with a new character, Casey Jones, I just hope that he doesn't replace Donnie as the one who is always coming to April's rescue.  I feel that the fans wouldn't like that and I think that this would be a major shift in the show's original idea for season 1.  In conclusion, this is a really fun show to watch.  My 6 year old son absolutely loves this show and so do I.
Just FYI - did you notice that the running time on this DVD is 312 minutes? Each episode runs 24 minutes long.  This means that there are 13 episodes on this DVD!! Or, one could look at it this way: 12 episodes with one of the episodes being a double feature which would be the Ultimate Showdown.  Alright! They must be including the episode ""I Monster"" which I thought was one of the best episodes of the season.  I can hardly wait to get the DVD!",1376524800,12,1849,4.219373219373219
5855502,5,B00DTRR3XS,Not bad for 3rd release series.,1452556800,,31,4.333333333333333
5855503,5,B00DTRR3XS,"Great movie, son loves all the Turtles!",1438905600,,39,4.714285714285714
5855504,4,B00DTRR3XS,Awesome purchase!!,1433289600,,18,8.5
5855505,5,B00DTRR3XS,We just enjoy watching teenage ninja turtles. Check the series out for yourself you're going to be surprised at the quality of the series. Good for the whole family.,1428969600,,165,4.724137931034483
5855506,5,B00DTRR3XS,"I love it!  It has most of my favorite episodes on it, and I enjoy every single second with it.  * I got it at a Walmart store.",1426809600,,127,3.5
5855507,3,B00DTRR3XS,it was a gift for my grandson....he loves it,1421712000,,44,4.0
5855508,5,B00DTRR3XS,"If you love this movie this set is great. You get 4 miniature actions figures and 2 ninja masks that are reversible. I do wish they actually included 4 masks though. This set also includes the digital version of the movie which is great. That way you can watch it on your tablet, smartphone or any other electronic device.",1418774400,,322,4.47457627118644
5855509,5,B00DTRR3XS,Ultimate Showdown..... of ultimate destiny.,1418601600,,43,7.8
5855510,5,B00DTRR3XS,How anyone could review this less than five stars surprises me! My little ninja loves this dvd and so do I! 12 episodes in one set and at a great price!,1415318400,,152,3.935483870967742
5855511,5,B00DTRR3XS,Great,1414972800,,5,5.0
5855512,5,B00DTRR3XS,entertains my little man long enough to do my cleaning. =),1412553600,,58,4.363636363636363
5855513,1,B00DTRR3XS,"My grandson didn't like it said to baby even at 8
Years.",1411948800,,56,3.75
5855514,5,B00DTRR3XS,"I love the moovie, but I hate that I can't play it on my DVD player or my PC, only because I live in Norway.",1411689600,,108,3.36
5855515,5,B00DTRR3XS,she watch it,1410912000,,12,3.3333333333333335
5855516,5,B00DTRR3XS,this is the third DVD set and they have kept to their design.  more fun and gaiety with our turtles.,1408233600,,100,4.0
