,overall,asin,reviewText,unixReviewTime,vote,reviewLength,wordLength
7162676,5,B00X7SVQJG,"Good movies and a good value! All came stuffed in one case though and the last one is a different kind, but all in all good product.",1438819200,,132,3.925925925925926
7162697,4,B00X7SVQJG,Good product at a good price!,1520380800,,29,4.0
7162698,4,B00X7SVQJG,"Good Scooby-Doo DVD set. You basically get four 70 minute movies, for the price of one.",1519776000,,87,4.5
7162699,5,B00X7SVQJG,Great assortment of movies,1519171200,,26,5.75
7162700,5,B00X7SVQJG,Ordered this movie for my daughter for christmas.  She really enjoyed it.  She has a collection of scooby-doo movies.,1518134400,,117,5.105263157894737
7162701,5,B00X7SVQJG,Cant beat 4 movies in one package!,1517961600,,34,4.0
7162702,5,B00X7SVQJG,Scooby is my all time favorite so was very excited when he was my youngest nephews too. Surprised him with his 4 pack and that is all he watches. Love them and have a happy nephew.,1517356800,,180,4.027777777777778
7162703,5,B00X7SVQJG,It's a must for Scooby Doo fans!,1515888000,,32,3.7142857142857144
7162704,5,B00X7SVQJG,Scooby-Doo and the Phantosaur was so much better than I thought it would be! Totally watch it if you are an old school Scooby fan. This DVD works great and the case is nice.,1515542400,2,173,4.117647058823529
7162705,5,B00X7SVQJG,I adore this and so will my toddler.,1513641600,,36,3.625
7162706,5,B00X7SVQJG,Kids loved it!,1511740800,,14,4.0
7162737,5,B00X7SVQJG,My 4 year old daughter loves these movies.  You just have to be gentle with them bcuz there are no sleeves to protect from scratching.,1508976000,2,134,4.36
7162738,5,B00X7SVQJG,I love it,1508371200,,9,2.3333333333333335
7162739,5,B00X7SVQJG,Great value for the price I paid - four movies in one package. I did see from other reviewers that there was concern about the packaging (all 4 DVDs stack on top of each other) but we haven't had any issues. I usually pop all 4 out to let my grandson pick which one he wants. Great value for Scooby Doo lovers young and old :),1508112000,2,326,3.9545454545454546
7162740,1,B00X7SVQJG,"This collection is incorrectly identified by a number of reviewers as a collection movies.  The product description does not make it clear that they are not.  It's actually a collection of TV episodes.  I'm seeing the same reviews repeated on numerous products.  Is Amazon putting the same reviews on all the Scooby Doo DVDs?  As a collection of TV episodes it's ok, but when you're expecting movies, you feel cheated.",1507939200,4,418,4.914285714285715
7162741,5,B00X7SVQJG,Four movies in one case! Great deal.,1507248000,,36,4.285714285714286
7162742,5,B00X7SVQJG,My son loves all of these movies they are great for travel we use them on the portable dvd player. He also enjoys watching them at home.,1506384000,,136,4.074074074074074
7162743,5,B00X7SVQJG,"Scooby + kids = fun! All four are in the classic Scooby traditions, and are as fun for adults as they are for kids. And, there's no Ninjas, as well as no violence.",1503532800,,163,3.9696969696969697
7162744,5,B00X7SVQJG,My son is  Scooby Doo fan and he has enjoyed all these moves .This was the best package deal fro my money.,1503273600,,106,3.8181818181818183
7162745,5,B00X7SVQJG,Kids love Scooby Doo. Great movie set for great price!,1502409600,,54,4.5
7162746,5,B00X7SVQJG,4 full length movies that keep my kindergarten age child occupied- for less than $10? This set wins my approval for value! And who doesn't love Scooby Doobie Doooooo!? This is one cartoon series that we can easily watch together and enjoy.,1501718400,,239,4.714285714285714
7162767,1,B00X7SVQJG,"The sound of the movies make it sound like the sound on ur tv is blown. I don't know if I got defective movies, but the sound is not good",1501632000,,137,3.6
7162768,2,B00X7SVQJG,Kids did not enjoy this collection.  They are big time Scooby Doo fans.,1501459200,,71,4.461538461538462
7162769,5,B00X7SVQJG,"It's Scooby Doo, can never go wrong entertaining with Scooby!",1500854400,,61,5.2
7162770,5,B00X7SVQJG,My Daughter is now hooked on Scooby Doo. He was my favorite as kid and i enjoy watching all these new ones and the classics with her.,1498608000,,133,3.962962962962963
7162771,4,B00X7SVQJG,Great value for any Scooby fan.,1497484800,,31,4.333333333333333
7162772,5,B00X7SVQJG,My 3 year old just became obsessed with Scooby Doo. You can't beat this price for 4 full length movies,1496793600,,102,4.15
7162773,5,B00X7SVQJG,I loved Scooby Doo cartoons as a child now my kids love them too.,1495152000,,65,3.7142857142857144
7162774,5,B00X7SVQJG,ok,1495065600,,2,2.0
7162775,5,B00X7SVQJG,Great 4 pack combo for a wondeful price!,1488585600,,40,4.125
7162776,5,B00X7SVQJG,"4 in 1, my kids LOVE it.",1487635200,,24,2.5714285714285716
7162787,5,B00X7SVQJG,Movies are great :),1487376000,,19,4.0
7162788,5,B00X7SVQJG,Granddaughter loves it!,1483920000,,23,7.0
7162789,5,B00X7SVQJG,mad emy grand children happy,1483142400,,28,4.8
7162790,5,B00X7SVQJG,My Grandson was overjoyed with this Scooby Doo. Favorites !,1480636800,,59,5.0
7162791,5,B00X7SVQJG,"Shipped on time, exactly as described.",1480550400,,38,5.5
7162792,5,B00X7SVQJG,"Great my kids love Scooby-Doo, only problem I had was the casing. But not that big of a problem for me.",1480291200,,103,3.9523809523809526
7162793,5,B00X7SVQJG,Love Scooby-Doo movies !!! Have 11 so far for my collection. Grew up watching the cartoon show.,1479168000,,95,4.647058823529412
7162794,5,B00X7SVQJG,I have seen a lot of the Scooby-Doo movies on tv and just had to get the dvd's!!!I I grew up watching Scoooby-Doo!!!,1478995200,,116,4.086956521739131
7162795,5,B00X7SVQJG,Love Scooby Doo!  These are four of my favorites!,1478476800,,49,4.444444444444445
7162796,5,B00X7SVQJG,"These are 4 full length movies. Well worth $10 in my opinion! They are 4 dvds stacked on top of each other (no dividers), but they stack pretty tight so they aren't getting scratched so far. I'm not a fan of the stacking discs, but these are stacked tight enough, so I don't mind. My two year old loves Scooby Doo, so we're happy! I would definitely recommend this foursome!",1477526400,4,374,4.357142857142857
7162807,5,B00X7SVQJG,Big value!! 4 separate dvds so feels like a great value,1476144000,,55,4.090909090909091
7162808,5,B00X7SVQJG,"I was surprised to find that this is actually 4, full-length movies.  Didn't expect that for the price!",1476144000,,103,4.722222222222222
7162809,5,B00X7SVQJG,We love our Scooby-Doo movies,1474934400,,29,5.0
7162810,5,B00X7SVQJG,My grandson loved it.  Great price for 4.,1474416000,,41,4.125
7162811,5,B00X7SVQJG,You can never go wrong with Scooby Doo.,1474329600,,39,4.0
7162812,5,B00X7SVQJG,Love It!,1472256000,,8,3.5
7162813,5,B00X7SVQJG,Scooby is my favorite and this was a great deal.,1470960000,,48,3.9
7162814,5,B00X7SVQJG,Kids love it!,1470182400,,13,3.6666666666666665
7162815,5,B00X7SVQJG,Love Scooby,1469923200,,11,5.0
7162816,4,B00X7SVQJG,My grand-kids love Scooby.,1468713600,,26,5.75
7162827,5,B00X7SVQJG,My 5 year old is happy. I'm happy.,1466985600,,34,3.375
7162828,5,B00X7SVQJG,Great price for a group of scooby doo movies for my son.,1466380800,,56,3.75
7162829,5,B00X7SVQJG,kids love it,1465948800,,12,3.3333333333333335
7162830,4,B00X7SVQJG,My granddaughter loves the movies of Scooby Doo. Plays them over and over!!,1465171200,,75,4.846153846153846
7162831,5,B00X7SVQJG,Fans of Scooby Doo will enjoy!,1464134400,,30,4.166666666666667
7162832,5,B00X7SVQJG,"My little one is currently obsessed with scooby doo. This set is so convenient, she loves getting to choose a new one every time. Great price too!",1463529600,,146,4.444444444444445
7162833,5,B00X7SVQJG,Great movie set. My kids have enjoyed it so far!,1462406400,,48,3.9
7162834,4,B00X7SVQJG,Great little bundle of movies for the kids. My only concern is that the DVD case comes with the 4 separate discs with each stacked right on top of each other. There are no dividers or separate holders for it so just beware. Not a huge issue but as the kid takes them in and out of the case I can see them getting scratched up easily or getting lost.,1461801600,5,349,4.0
7162835,5,B00X7SVQJG,Great mix of old and new movies that the kids loved,1460937600,,51,3.727272727272727
7162836,5,B00X7SVQJG,LOVE these movies! The Vampire and The Mummy ones are my favorites.,1459814400,,67,4.666666666666667
7162857,5,B00X7SVQJG,Great collection,1459728000,,16,7.5
7162858,5,B00X7SVQJG,My son love's Scooby-Doo it is amazing,1459123200,,38,4.571428571428571
7162859,5,B00X7SVQJG,Great collection at an amazing price. Whole family will love.,1458259200,,61,5.2
7162860,5,B00X7SVQJG,PROMPT DELIVERY AND GREAT ENTERTAINMENT,1457481600,,39,7.0
7162861,5,B00X7SVQJG,Perfect condition. Kids favorite!,1457395200,,33,7.5
7162862,5,B00X7SVQJG,Well.  Nothing really to say. Scooby do Rocks and so do these movies.  They are stacked on top of each other but less plastic so that makes me happy.  Movies don't scratch from stacking so no biggie.  And if you know scooby doo then these are for you!,1456790400,5,251,4.166666666666667
7162863,5,B00X7SVQJG,All DVD's play perfectly and provide hours of entertainment for the in and out of the room toddlers!,1456704000,,100,4.611111111111111
7162864,5,B00X7SVQJG,Bought them as a gift and they love them!,1454457600,,41,3.6666666666666665
7162865,5,B00X7SVQJG,Purchased for my 8 year old niece. She loves Scooby Doo!,1452988800,,56,4.181818181818182
7162866,5,B00X7SVQJG,great,1452902400,,5,5.0
7162887,4,B00X7SVQJG,OK,1451779200,,2,2.0
7162888,5,B00X7SVQJG,My niece loves that there is more than one included. Harder to find Scooby Doo movies that we don't already have,1451001600,,112,4.380952380952381
7162889,5,B00X7SVQJG,Love it. Big Scooby doo fan.,1450224000,,28,3.8333333333333335
7162890,5,B00X7SVQJG,k,1450224000,,1,1.0
7162891,5,B00X7SVQJG,The movie set came well packaged and in good shape. It was everything as I had expected based on the product details. I love the product and will happily recommend it to others! This is a fair and honest recommendation - I am receiving nothing for writing. I thoroughly enjoy this purchase!,1450224000,,290,4.596153846153846
7162892,5,B00X7SVQJG,4 newer Scooby Doo movies for under $10 is a great value.,1445212800,,57,3.8333333333333335
7162893,5,B00X7SVQJG,Ny daughter and I both love Scooby Doo and having four in one was great. I also like that they are each their own disk.,1443744000,,119,3.8
7162894,5,B00X7SVQJG,This is Scooby Do! What can I say?  My 3 year old grandson adores him! So did his 34 year old Mother way back in the day!,1442534400,,121,3.4814814814814814
7162895,5,B00X7SVQJG,"I love Scooby-Doo and glad i saved money by buying 4 in 1, my only problem was it came stacked on top of each other but i fixed that by taking old music cd cases and saving it separately and threw this case away. Is a good buy if you want to collect all the Scooby-Doo movies like me.",1442102400,3,284,3.830508474576271
7162896,4,B00X7SVQJG,Mt 4yro loves these movies,1440720000,,26,4.4
8715326,5,B00X7SVQJG,Four fun films for a great price. Slowly collecting every Scooby-Doo movie. These are a great way to get bang for your buck.,1534896000,,124,4.434782608695652
8715327,5,B00X7SVQJG,My grandchildren love to watch these when at my house. Just long enough to not keep them glued to the screen for long periods of time.  We all love Scooby Doo!,1532217600,,159,4.129032258064516
8715328,5,B00X7SVQJG,My son absolutely loves scooby doo so this was a hands down winner!,1531353600,,67,4.230769230769231
8715329,5,B00X7SVQJG,great,1531008000,,5,5.0
8715330,1,B00X7SVQJG,"Really disappointed that 1 out of the 4 movies would not play in our dvd player and of course it was the movie my kids were most excited to see, Legend of the Vampire. We ended up just keeping the movies because the other 3 played but I would definitely consider this a bit of a rip off.",1529884800,,287,3.9655172413793105
8715331,3,B00X7SVQJG,only because dvd package was broken but dvd seems ok,1528588800,,52,4.3
8715332,5,B00X7SVQJG,As expected.,1525996800,,12,5.5
8715333,5,B00X7SVQJG,Really good old school Scooby Doo - great for the kids for car trips.,1525219200,,69,4.0
8715334,5,B00X7SVQJG,Great loved them,1523318400,,16,4.666666666666667
8715335,5,B00X7SVQJG,Four separate videos that run over an hour long my granddaughter is very happy and I'm satisfied customer!,1523145600,,106,4.944444444444445
