,overall,asin,reviewText,unixReviewTime,vote,reviewLength,wordLength
4663483,5,B005E7SEZW,I bought this as a Christmas gift for my fiance. He watched all of them in 2 days -facepalm- But he loved them and wants me to buy more. Which I will do in the future...if he is good ^_^,1355097600,11,186,3.675
4663484,4,B005E7SEZW,"For entertainment all four movies were good,choreography was mostly like a dance but overall and for the money I liked it.",1349913600,,122,4.857142857142857
4663499,5,B005E7SEZW,I loved every one of these movies. Excellent price and superb quality.,1462665600,,70,4.916666666666667
4663500,3,B005E7SEZW,Action  pack,1457481600,,12,5.0
4663501,5,B005E7SEZW,Pure entertainment.  B+ to A+ movies.  You cannot go wrong.,1454457600,,59,4.8
4663502,3,B005E7SEZW,It was great all that I expected it to be accepted subtitles I thought it would be in English,1447027200,,93,3.9473684210526314
4663503,5,B005E7SEZW,Christmas present for my hubby.,1446249600,,31,5.4
4663504,5,B005E7SEZW,"Fun time. Not amazing, just fun.",1445040000,,32,4.5
4663505,3,B005E7SEZW,Three of the four were good.,1440979200,,28,3.8333333333333335
4663506,4,B005E7SEZW,"On a whim (and because of the low price), I bought both of The Dragon Dynasty four film box sets. I think I like Volume 2 much better than this because those films are much more serious in tone. I am new to Shaw Bros. films so I don't have much to compare these with. I enjoyed them all for the most part except Five Shaolin Masters which I found incredibly boring. The other three films lean heavily towards the comedic side of things and will appeal to those of us whose know martial arts cinema mostly from Jackie Chan.",1440979200,3,522,4.23
4663507,5,B005E7SEZW,"awesome collection,  I have watched thiz set many many times...  recommend more for me",1440806400,,86,5.071428571428571
4663508,5,B005E7SEZW,I just love the multi packs of movies.  This gave me the opportunity to watch more martial arts shows without having to switch dvd's. all I can say is keep doing the multi's.,1438992000,3,174,4.2727272727272725
4663519,5,B005E7SEZW,Great movie compilation as compared to other Dragon Dynasty boxed sets.  Every movie in the set is classic!  Lau Kar-leung directs three of the movies here and 'Five Shoalin Masters' directed by Chang Cheh . . . OH YEAH!!,1435968000,2,221,4.641025641025641
4663520,5,B005E7SEZW,"Great. Arrived on time,movies were great. Best by",1430870400,,49,5.25
4663521,3,B005E7SEZW,I wanted some rare Jet Li movies.  Jet Li was only on one of the movies in the pack.  That's why I only gave it 3 stars.,1429660800,,120,3.4074074074074074
4663522,4,B005E7SEZW,DVD. Alright. Movie,1426204800,,19,5.666666666666667
4663523,5,B005E7SEZW,Great Product.  Thanks.,1425600000,,23,6.666666666666667
4663524,5,B005E7SEZW,Arrived in time great additions to my collection,1425081600,,48,5.125
4663525,1,B005E7SEZW,Not in english,1424649600,,14,4.0
4663526,5,B005E7SEZW,A plus,1423958400,,6,2.5
4663527,2,B005E7SEZW,Just ok. Films were older then 2003 as show . plus one disc was received defective.,1423180800,,83,4.25
4663528,5,B005E7SEZW,I love it!,1419206400,,10,2.6666666666666665
4663529,5,B005E7SEZW,"4 Awesome flicks.  If you like Old School Fu, you need ALL of these.",1418083200,,68,3.857142857142857
4663530,4,B005E7SEZW,"great ole skool movies you grew up with,love em.",1417219200,,48,4.444444444444445
4663531,5,B005E7SEZW,"It's a shame there are no extras, but these are nice sharp transfers, and it's a great deal for the money.",1416873600,,106,4.095238095238095
4663532,4,B005E7SEZW,good movies,1416096000,,11,5.0
4663533,5,B005E7SEZW,great item and seller,1415923200,,21,4.5
4663534,3,B005E7SEZW,Ok,1415664000,,2,2.0
4663535,4,B005E7SEZW,I haven't notice cussing; lots of kung fu fighting I like it fine,1414800000,,65,4.076923076923077
4663536,5,B005E7SEZW,Yes these movies did entertain me.,1414368000,,34,4.833333333333333
4663537,3,B005E7SEZW,"Changed packaging, already have it.",1414368000,,35,6.2
4663538,5,B005E7SEZW,awesome,1412985600,,7,7.0
4663549,5,B005E7SEZW,"Maybe a bluray release of these movies would be a little better, the dvds show a little artifacting but not much, proiablly just DVD issues in general. But the transfer from celestial pictures are good, the best source of these movies I've seen to date, way better than releases of these flicks from 14 years ago. Great movies at a good price, all good movies for 8 bucks. No better deal",1411603200,3,387,4.464788732394366
4663550,5,B005E7SEZW,are you kidding me four classic kung fu movies for this price how can you pass this by I didn't I'm glad I bought it,1410566400,,116,3.68
4663551,5,B005E7SEZW,love love all four great movies,1408147200,,31,4.333333333333333
4663552,5,B005E7SEZW,Very good package works well in the action pact series.,1407801600,,55,4.6
4663553,5,B005E7SEZW,"Fast delivery, product as described.",1407369600,,36,6.4
4663554,4,B005E7SEZW,got this as a gift for my husband he's a huge  kung fu/jet li  fan he loved this dvd set if u hve some1 n ur life who love karate /kung fu  films u cant go wrong with this,1407110400,4,171,3.3333333333333335
4663555,5,B005E7SEZW,excelent price for 4 shaw brothers movies,1407110400,,41,5.0
4663556,3,B005E7SEZW,Was disappointed it had subtitles.,1405728000,,34,6.0
