,overall,asin,reviewText,unixReviewTime,vote,reviewLength,wordLength
1987533,5,B0001CNQVM,"Great DVD set!  All 4 DVDs have colorful artwork on the discs and they fit neatly in the compact folding case.  The video quality is what one expects from the DVD format but the audio only uses the center speaker.  Although Cartoon network has released some of the original episodes before, this one is a must have for Scooby-Doo enthusiasts.  Whereas the ""Scooby-Doo: Original Mysteries"" only had the first 5 episodes, this one has all 25.  Unfortunately, the Hanna-Barbara DVDs are only in English (audio) with English, French, and Spanish subtitles. The Cartoon network release has English, French, and Spanish audio options.",1079568000,,628,5.117647058823529
1987534,5,B0001CNQVM,"Hanna-Barbara have put out this box-set of 4 DVDs containing every single complete episode of the ultra-classic ""Scooby-Doo Where Are You?"" that ran from 1969-1970. Don't be fooled that the title states ""The Complete First and Second Seasons""; there only were two seasons.
What you WON'T find in this collection (thankfully) are the miriad of spin-offs and bad idea cartoons that were spawned by the original series - such as Scrappy-Doo, Scooby-Dumb, celebrity guest-appearances by Don Knotts, the Harlam Globetrotters and Sonny & Cher.
No, this collection is just all the original, pure, superb ""Scooby-Doo Where Are You?"" cartoons that ran from 1969-70. There are a total of 25 episodes spanning four DVDs, with the occasional extra thrown-in. The extras are fluff and as such uneccesary, but there aren't many and they don't detract from the DVDs much.
The mastering is done well, and the picture looks crisp, sharp, clean, and bright. The colors are vibrant and true. The sound is also very clean and well done. While they could have probably fit all 25 episodes on fewer disks, I'm glad they chose not to as to keep the compression to a minimum, which they've done.
The original ""Scooby-Doo Where Are You?"" series isn't just a silly little cartoon that can be easily modified in any number of ways for marketability [as was obviously thought throughout the 1970s when cartoons went overboard with ridiculous concepts but scaled-back the quality and craftsmanship of great animation].
The original Scooby-Doo is nothing short of art. It is highly-realized quality animation that deserves to be preserved in a respectful manner and appreciated by fans everywhere. I'm glad this level of quality has been finally put into a DVD presentation of the cartoon series that was put into the original.",1079481600,204,1797,5.094915254237288
1987535,3,B0001CNQVM,"The 1970's were a particularly lucrative time for William Hanna And Joseph Barbara; two animators responsible for creating the highly successful ""Tom & Jerry"" short subjects at MGM during the late forties and early fifties. Following the demise of short subjects, Hanna & Barbara launched into television with ""The Flintstones"" - a thinly disguised parody of ""The Honeymooners."" The series - the first prime time cartoon programming in the history of television, was an instant and resounding success. The team followed this rich endevor with ""The Jetsons"" - an equally ambitious cartoon family drama/comedy that unfortunately failed to scale the heights of their previous series. But with ""Scooby Doo"" Hanna & Barbara easily hit pay dirt and, if for no other reason, cemented their place in animated history. The series of comedy/mysteries centers around a troupe of ""meddling"" teens and their canine catastrophy - Scooby Doo who are constantly finding themselves in the middle of some haunted happenings that are all too easily explained in the end.
THE TRANSFER: Warner Brothers gives us seasons one and two (25 episodes) of this trend-setting pop culture phenomenon. But the transfers are riddled with analog artifacts and some obtrusive cell elements that crop up in nearly ever shot. Though dirt and age related artifacts are kept at a minimal, some episodes appear to have faired far better than others. Over all, colors are rich, though flat and very one dimensional looking at times. Okay, so it's not Disney animation. The point is there seems to be a ""pasty"" look to some of the episodes that is absent in others. Contrast and black levels are well balanced but certain scenes, particularly during the opening title sequence, are very dark and require a dark room to be completely enjoyed. The audio is mono but nicely balanced.
EXTRAS: Some really boring stuff including a gaudy music video, a fan's fav episode featurette which is really a retreading of material included elsewhere, and a disengaging making of featurette that in no way is as comprehensive as Warner's Looney Toons box set.
BOTTOM LINE: Yes, this is one for your library if you are a die hard Scooby fan. But the extras read more like a pile of Scooby snacks.",1079395200,17,2239,5.021505376344086
1987536,5,B0001CNQVM,Well I waited since I was a kid to see scooby for myself as well as my son who is an avid fan. A tough day at work and then watch a scooby cartoon and you forgot about your tough stressful day.  These cartoons rate with and are on par with the looney toons so you won't be sorry as you will watch them over and over again. What a smart dog! Its a great present for your kids as Scooby doo has lasted thru the years.  When you are waitiung for your DVD Scooby will be on another mystery. Enjoy!,1079222400,,493,3.871287128712871
1987537,1,B0001CNQVM,"I've been an admirer of most of the Hanna-Barbera cartoons, but 'Scooby Doo' is one whose sucess seems a real mystery to me.
The plot of every single episodes is just exactly the same. The gang is working on solving a mystery of a lost treasure supossedely taken away by a monster, ghost, or any other creepy character. In the end the find out that such creature doesn't exist and it's a person in disguise trying to steal the treasure. Frankly I don't understand what is so good about this crappy show.
If you wanna see Hanna Barbera at their highest level of creativity, get 'The Flintstones' boxed set, because by watching one episode of Scooby Doo, you might as well have seen them all.",1079222400,11,690,4.528
1987538,5,B0001CNQVM,I never get tired of this show. I dig how scooby relates to a Problem.scooby is always about a full Belly&having fun.to cool for words. Shaggy cracks me as does the rest of the gang. Scooby Doo is a show that I got into right off the Bat.timeless Entertainment.,1079136000,,261,4.346938775510204
1987539,1,B0001CNQVM,"This is the most over-appriciated cartoon in history. Why a show featuring no-dimensional characters and atrocious writing is still haunting serious animation fans 30 years later is beyond me. Thanks for wasting our time, Warner Bros. Where's our Batman: The Animated Series DVD box set?",1076716800,16,287,5.4
1987540,5,B0001CNQVM,"My earliest and most fondest memory of watching the classic 1969 Scooby-Doo, Where Are You! was in the 70s early on Saturday morning when it was still dark outside. Considering how Scooby is often parodied today, this may surprise you but back then (to my young eyes) Scooby-Doo was kinda scary and creepy thanks to the creepy background settings, the monsters (my favorite: the skeleton-headed spaceman with the crazy laugh) and Ted Nichols' creepy underscore which could build up tension like Bernard Herrmann did for Hitchcock. Luckily, the tension would be broken with Scooby and Shaggy's comedic antics. Antics which typically resulted in the ""musical chase numbers"" which would conclude with the ""monster"" getting trapped, then unmasked, followed by the villain's obligatory ""And I would've gotten away with it too, if it hadn't been for those meddling kids""...[and their dog]. As predictable, or even corny as others deem it be, all of this - the pure 60s/70s fun - is what has eternally endeared Scooby-Doo, Where Are You! to me above all the other versions. Produced and directed by William Hanna and Joseph Barbera, Scooby-Doo's mystery-solving format remains one of most often imitated shows to date. Fangface, Clue Club, Captain Caveman and the Teen Angels, Rickety Rocket, Jabberjaw (just to name a few) all owe credit to Scooby-Doo. After the two seasons here in this collection the quality of the show was diminished to rather ""cartoony proportions."" Though, some versions were still interesting to watch such as 1972's The New Scooby-Doo Movies where the gang would team up with guest stars such as Batman & Robin, The Addams Family, Jerry Reed, Tim Conway, Sandy Duncan, and such. There were three versions of Scooby-Doo's opening theme for the two seasons in this collection: One is a rare instrumental only version used in the first few episodes of season one; the other is the classic vocal version performed by studio singer Larry Marks used for the remainder of season one; and then there's the one that has the same music and lyrics as the classic version but was performed by ""chase songs"" artist Austin Roberts for season two. For the grooviest adventures of Freddy, Daphne, Velma, Shaggy, and Scoob, this DVD collection is definitely the best buy!

Features:
Featurettes
Music videos
DVD challenge

Episodes:
What a Night for a Knight (1969)
A Clue for Scooby Doo (1969)
Hassle in the Castle (1969)
Mine Your Own Business (1969)
Decoy for a Dognapper (1969)
What the Hex Going On? (1969)
Never Ape an Ape Man (1969)
Foul Play in Funland (1969)
The Backstage Rage (1969)
Bedlam in the Big Top (1969)
A Gaggle of Galloping Ghosts (1969)
Scooby-Doo and a Mummy, Too (1969)
Which Witch Is Which? (1969)
Go Away Ghost Ship (1969)
Spooky Space Kook (1969) ""That crazy spaceman, yeah!""
A Night of Fright Is No Delight (1970)
That's Snow Ghost (1970)
Nowhere to Hyde (1970)
Mystery Mask Mix-Up (1970)
Scooby's Night with a Frozen Fright (1970)
Jeepers, It's the Creeper (1970)
Haunted House Hang-Up (1970)
A Tiki Scare Is No Fair (1970)
Who's Afraid of the Big Bad Werewolf? (1970)
Don't Fool with a Phantom (1970)",1075593600,570,3132,4.9751908396946565
1987598,5,B0001CNQVM,"One of my favorites as a kid. Now my grandson loves it, too.",1520208000,,60,3.6923076923076925
1987599,5,B0001CNQVM,This was the entire series. Good quality recording and sound. We enjoyed it.,1519516800,,76,4.923076923076923
