,overall,asin,reviewText,unixReviewTime,vote,reviewLength,wordLength
5088114,1,B007I39G3O,"The absolute WORST MOVIE EVER.  My husband and I spent our time laughing at the movie not with the movie.  We spent most of our time analyzing how anyone with a directors title did not see the serious flaws in this movie.  Robin Givens and Elise Neal must have had to complete some type of community service to be in this film (well below their standards).  Horrible, Horrible, movie.  Stay far far away. And the $16 asking price...please, it was not worth the $1.25 I spent to rent it. A disgrace to movies.",1341705600,,508,4.419354838709677
5088115,1,B007I39G3O,"I wish there was an option to give it zero stars because this is what this movie(If you can call it that)deserves. What happen to Robin Givens? I know it's a rough economy, but Jesus!!! come on now. This is the worst acting ever in the history of movies pointblank. There is not one positive thing to say about it. I can't stress enough how this is The WORST movie ever!!!!! Trust me save your dollar because it's not worth a penny.",1340582400,,432,4.280487804878049
5088116,1,B007I39G3O,I did not care for this movie. It was the worst ever. I would not recommend this movie to anyone.,1338768000,4,97,3.9
5088117,1,B007I39G3O,i seen robyn in like 3 scenes and elise in like 5 scence this movie was do stupid i swear the girl dang nar did a lap dance for the man in the church standing up with clothes on don't buy,1338508800,3,187,3.5853658536585367
8517233,5,B007I39G3O,excellent experience,1523664000,,20,9.5
8517234,1,B007I39G3O,I cannot believe this is even a movie. It was a complete waste of time. The actors were horrible except the 2 professionals. And what really killed the movie was Pastor's character. He wasn't even believable & he got on my last nervous system. Don't waste your time or money watching this undeniably horrible movie.,1513555200,,315,4.745454545454545
8517235,1,B007I39G3O,Sorry...I CANNOT. Robin Givens and Elise Neal are used to promote this movie. Great actresses...but NO!!!,1512950400,,105,5.625
8517236,1,B007I39G3O,This is absolute garbage.,1505260800,,25,5.5
8517237,1,B007I39G3O,Are you serious! This movie was stupid and probably could have had a potential story line with a good writer. I was completely lost when the janitor asked her to sing in the church and they break out into a sensual dance WTH. It made no sense at all. I hate when these low budget movies use famous actors as the face of their product and they are barely in the movie.,1502582400,,367,4.111111111111111
8517238,3,B007I39G3O,some how good,1445040000,,13,3.6666666666666665
8517239,5,B007I39G3O,This is another great movie. It came on time and it has a great storyline. The lesson is great for many.,1376611200,,104,4.0
8517240,1,B007I39G3O,"THIS MOVIES I'D NOT GOOD, THIS MOVIE IS WORSE THEN ONE OF THEM HOME MADE MOVIES MADE NEXT DOOR, IT WAS SO BAD I STOP WATCHING THE MOVIES TO GO TO ANOTHER MOVIES I HAD WISH I COULD HAVE TAKING THE MOVIES BACK NOT FOR THE MONEY, JUST GIVE IT BACK, I FELT SO UNHAPPY WITH MYSELF FOR BUYING THIS MONEY. YOU WIN SOME YOU LOSE SOME, I LOST.",1360195200,,334,3.8550724637681157
8517241,1,B007I39G3O,This movie was worsem. Seriously I don't know why Robin Givens and Elise Neal even let their names be used in this.  The acting was horrible...HORRIBLE!!! They had too many storylines going at once and they didn't flow well. Did I mention horrible acting?! I wish it could give no stars for this.,1356998400,,296,4.584905660377358
8517242,3,B007I39G3O,This video is typical of today's clergy that will do anything to get the money they need to cover their sins.  You can't do wrong and get by with it.  What you do in the hose of God will eventually come forth and all stories will be told.  It's not just the preaching but the life that you are living that you are suppose to be preaching about and setting the example for others to see.  Corruption has come into our churches and we are satisfied but now is the time to become dissatisfied and stand  up for what is right and not for what is wrong. Learn and know the word of God for yourself so that you can stnd up against the devil.,1344211200,2,635,4.048
