,overall,asin,reviewText,unixReviewTime,vote,reviewLength,wordLength
4513204,5,B00506U6ZS,Love the corny horror movies! Too bad it wasn't Jack Frost 1 and 2 but Ice Cream Man is good too.,1358121600,2,97,3.6666666666666665
8450773,5,B00506U6ZS,Quirky double feature thats sure to please fans of B-Horror flicks,1526601600,,66,5.090909090909091
8450774,5,B00506U6ZS,Im so happy I finally Ice Cream Man on DVD for an affordable price!,1518912000,,67,3.857142857142857
8450775,5,B00506U6ZS,My fiancee has talked about this movie and how it was an awesome movie but he could never find it. I found it in Amazon in less then 2 minutes. Ordered it in 5 and got it a day and half later to surprise him. He loves it!!!!,1515542400,,224,3.6875
8450776,5,B00506U6ZS,Good movie,1481155200,,10,4.5
8450777,5,B00506U6ZS,I love them thank u,1477440000,,19,3.0
8450778,5,B00506U6ZS,Nice,1475366400,,4,4.0
8450779,1,B00506U6ZS,I DID NOT CARE FOR THESE TWO MOVIES AT ALL. I WASN'T PLEASED WITH THEM. THE TWO DUMBEST MOVIES I HAVE EVER SEEN,1466640000,,111,3.869565217391304
8450780,5,B00506U6ZS,Scary,1439251200,,5,5.0
8450781,5,B00506U6ZS,I enjoyed it it was sick,1435622400,,24,3.1666666666666665
8450782,5,B00506U6ZS,"Ice Cream Man is a very funny ""scary"" movie, if you're into watching movies that are suppose to be scary that are just plain hilarious then this one may be right for you! I did not watch Jack Frost 2 yet.",1410307200,,204,4.0
