,overall,asin,reviewText,unixReviewTime,vote,reviewLength,wordLength
6657255,5,B00NIPQURG,Very interesting,1439769600,,16,7.5
6657256,5,B00NIPQURG,Very pleased was received in time and in very good condition. Very funny movie,1437350400,,78,4.642857142857143
6657257,5,B00NIPQURG,"I'm a big fan of TPB and I was lucky enough to see this show live in Denver, CO. Or as Ricky referred to it ""Demver, Colohio"" haha great performances by everyone, people in the crowd brought Lahey a bottle of brandy and he swigged off of it! Much weed was thrown on stage and was completely awesome! See this show live!",1433635200,,319,4.161290322580645
6657258,5,B00NIPQURG,"An interesting mix of live action, improv and filmed comedy. The boys start out with a Trailer Park Boys  episode and they take it on the road to the North Pole, located in Minnesota. If you're a fan of the show you'll love it. If you are new to the show you'll still laugh, but a warning, there's lots of swearing and suggested sexuality involving onion rings and ketchup. Leahy is off the hook, again.",1433203200,,403,4.373333333333333
6657259,3,B00NIPQURG,not as good as the rest of their movies.,1429747200,,40,3.5555555555555554
6657260,5,B00NIPQURG,couldn't be happier.  I've been a TPB fan from the beginning.  Thanks guys and gals!,1425340800,,84,4.533333333333333
6657261,4,B00NIPQURG,"The main cast of Trailer Park Boys had a Christmas stage show, and boy did I want to see it. Not living in the Northeast, I was unable to, so luckily they put out this show. I thought that overall it was pretty good with some hysterical parts. It was filmed in Minneapolis with a live audience who got to interact during some parts. I would say that if you are a diehard fan you will probably enjoy this, but being live it has a little different feel.",1420416000,3,451,4.136363636363637
6657262,1,B00NIPQURG,"Other than learning about new levels of depravity, nothing here!",1465948800,,64,5.5
6657263,3,B00NIPQURG,"Weird, funny, the Canadian 3 Stooges.",1465776000,,37,5.333333333333333
6657264,3,B00NIPQURG,Mindless fun,1465603200,,12,5.5
6657265,5,B00NIPQURG,My wife and I love this show. Prime membership is the best!,1465516800,,59,4.0
6657266,4,B00NIPQURG,Funnny!,1465430400,,7,7.0
6657267,5,B00NIPQURG,Very funny,1465084800,,10,4.5
6657268,5,B00NIPQURG,Well worth watching.,1464998400,,20,6.0
6657269,3,B00NIPQURG,"but I don't see keeping it back to savor when I am in a bad mood like the seasons themselves;
 for some reason I am reminded of Kevin Smith live discs, without the misanthropic perversity and persecution complex in search of a twelve step program, mostly because I wonder how much of the audience is wondering ""did I pay for this? shouldn't I be home getting blown (up) and watching TV?""",1464998400,,387,4.450704225352113
6657270,5,B00NIPQURG,lol funny,1464912000,,9,4.0
6657271,5,B00NIPQURG,It' so funny and put's me in a great mood. They need to make more movies and a few more season's of the show.,1464739200,,109,3.5833333333333335
6657272,4,B00NIPQURG,Good fun in the trailer park with cats for added excitement. Read the movie titles on the theater marque.,1464566400,,105,4.578947368421052
6657273,5,B00NIPQURG,nan,1464566400,,3,3.0
6657274,4,B00NIPQURG,Pretty fun movie.  Entertaining since there are no restrictions like television.  Simple plot and nothing new about the characters.  If you like the shows the movie will be just like them.,1464048000,,188,5.0
6657275,5,B00NIPQURG,A toad a so,1463788800,,11,2.0
6657276,5,B00NIPQURG,"funny, good stuff",1463788800,,17,5.0
6657277,5,B00NIPQURG,Very funny!!,1463702400,,12,5.5
6657278,2,B00NIPQURG,Stupid s*** ???,1463529600,,15,4.333333333333333
6657279,5,B00NIPQURG,Great comedy; unique; not the usual Hollywood formula comedy,1463184000,,60,5.777777777777778
6657280,5,B00NIPQURG,Best movie ever!,1463011200,,16,4.666666666666667
6657281,4,B00NIPQURG,Its an odd flick that grows on you.  :-),1462924800,,40,3.4444444444444446
6657282,4,B00NIPQURG,Pretty funny,1462752000,,12,5.5
6657283,2,B00NIPQURG,"It's dumb, but somewhat interesting.",1462752000,,36,6.4
6657284,4,B00NIPQURG,Hysterical,1462579200,,10,10.0
6657285,4,B00NIPQURG,"So much trailer trash!  This movie was offensively funny.  I must say, I love the free range kitties.  Overall, I have to say, even though I am a little hesitant to admit it, this was a funny movie!",1462492800,,198,4.157894736842105
6657286,5,B00NIPQURG,LMAO,1461715200,,4,4.0
6657287,4,B00NIPQURG,Good movie.  If you like the TV show you'll like the movie.,1461542400,,59,3.9166666666666665
6657288,4,B00NIPQURG,"Off beat and hilarious,first original comedy movie in years.",1461110400,,60,5.777777777777778
6657289,4,B00NIPQURG,Stupid Funny!!!!!,1461024000,,17,8.0
6657290,5,B00NIPQURG,Best tv show ever,1461024000,,17,3.5
6657291,1,B00NIPQURG,No real plot. Lame humor that pivoted on foul language. Could have been better but lousy writing followed by lousy acting got in the way.,1461024000,,137,4.52
6657292,5,B00NIPQURG,hysterical!,1461024000,,11,11.0
6657293,5,B00NIPQURG,Great funny movie,1459555200,,17,5.0
6657294,5,B00NIPQURG,They should of never tsken it off,1459296000,,33,3.857142857142857
6657295,5,B00NIPQURG,Funniest show ever,1459296000,,18,5.333333333333333
6657296,4,B00NIPQURG,Funny,1459209600,,5,5.0
6657297,5,B00NIPQURG,Funny movie,1458259200,,11,5.0
6657298,2,B00NIPQURG,Ok,1458172800,,2,2.0
6657299,2,B00NIPQURG,"The series is way more spontaneous. As a fan, the movie played out very scripted. But I did enjoy the effort.",1458172800,,109,4.238095238095238
6657300,5,B00NIPQURG,"i have lived the poor life, living out of sheds, cars, and in trailer parks because i could not afford anything else.  i know the characters from ""Trailer Park Boys"" because i lived around them and was friends with them.  The people and experiences of my were reflected by the characters and their experiences--it actually made me a bit nostalgic.",1458000000,,347,4.766666666666667
6657301,4,B00NIPQURG,pretty funny lol,1458000000,,16,4.666666666666667
6657302,5,B00NIPQURG,doesn't fit every ones taste in humor ....but I think its hillaryous....,1457308800,,72,5.083333333333333
6657303,2,B00NIPQURG,"I cancelled Prime Account because I joined it to watch live English soccer as I saw that was available somewhere.
I found out that it only works on Androids.
That would cost me another $200-300, to buy an Android, without knowing if it will work.
So I cancelled the Prime Account until they make it work on Ipads.",1457308800,,313,4.413793103448276
6657304,5,B00NIPQURG,"Truly funny, and, surprisingly, often touching. Mainly Funny. The acting is impressive.",1457222400,,87,6.333333333333333
6657305,2,B00NIPQURG,This movie is really really stupid. If you love stupid movies you will love this.,1457049600,,81,4.466666666666667
6657306,5,B00NIPQURG,Hilarious,1456963200,,9,9.0
6657307,4,B00NIPQURG,Love it.,1456963200,,8,3.5
6657308,4,B00NIPQURG,"Funny, Funny, and more Funny!",1456704000,,29,5.0
6657309,5,B00NIPQURG,Great movie,1456617600,,11,5.0
6657310,5,B00NIPQURG,One of my favorite shows!,1456617600,,25,4.2
6657311,5,B00NIPQURG,Funny,1456531200,,5,5.0
6657312,5,B00NIPQURG,Supper funny,1456531200,,12,5.5
