,overall,asin,reviewText,unixReviewTime,vote,reviewLength,wordLength
5896017,4,B00E8RKHWW,"Ah, the buddy cop movie. Such a fun and familiar genre from when I was growing up amidst the likes of ""Lethal Weapon"" and it's ilk. It's not seen as much anymore, and when this type of movies does come around these days, it never holds a candle to the movies they are emulating. While ""The Heat"" doesn't ascend to the heady highs of the genre at it's best or comes close to classics in the category, it's still the best of it's kind I've seen in a very, very long time.

Sandra Bullock (seriously, does this woman ever age? She's as beautiful now as ever) stars as Special Agent Sarah Ashburn, a super smart agent that none of the other agents like. When she is put on the case of a dangerous drug lord in Boston, she unwillingly meets up with street-wise, bullying, harsh, and potty mouthed Detective Shannon Mullins (Melissa McCarthy, the new queen of comedy). This odd couple are soon at each other's throats as they both try to adhere to the different working skills of one another and to get this dangerous criminal off the streets.

""The Heat"" is a action/comedy and it makes no bones about it. It knows what it is and sets out to satisfy the needs of the audience looking for such a thing. Nothing more. Nothing less. Sometimes, that's just all we need. Even though we don't usually see two female leads in such a movie, the movie is still not ground breaking or revolutionary. It doesn't re-invent the wheel and simply doesn't care too. It's here to be funny and entertaining and it accomplishes just that. The pairing of Bullock and McCarthy is a stroke of genius. They are a great pair together with a lot of chemistry and on screen appeal working with one another. The character of Sarah Ashburn should be right at home with Bullock and her fans, if the violent and profanity laced movie itself isn't. Still, it's a nice change of pace for her. McCarthy, coming hot off the heels of the mega success of ""Identity Thief"", is a force to be reckoned with. This seems to fall well into her type of comedy here lately, and there is nobody else like her currently working in this genre of comedy. As I mentioned earlier, she is certainly the new reigning queen of comedy. There are also more familiar faces here that include Jane Curtin (""Saturday Night Live"", ""Kate & Allie"", ""3rd Rock From The Sun""), Thomas F. Wilson (""Back To The Future""), Marlon Wayans, Michael Rapaport and even New Kids On The Block singer Joey McIntyre as one of McCarthy's brothers.

Director Paul Feig (""Bridesmaids"") moves things along at a pretty brisk pace, but the movie does start to feel a little long and sluggish towards the end, and the amusement of the F-bomb being dropped all the time does get a bit old after a while as well. Still, these aren't much in the way of complaints that ruin the simple fun of a popcorn movie like this. If this were to turn into a new buddy/action franchise, I certainly wouldn't say no to a The Heat 2.",1372636800,,2926,4.47565543071161
5896018,5,B00E8RKHWW,"What an epic movie!
This movie was genuinely hilarious! Sandra Bullock and Melissa McCarthy are a dynamic duo who bring serious laughs to the big screen.
The movie centers around Sandra's character, Sarah Ashburn, who is a FBI agent looking to close a huge case and earn a hefty promotion.
When she's transferred to Boston on a case, she ends up partnered with a Boston-native cop, Mullins.
The two take down a serious drug cartel and bring gut-busting humor every step of the way. I highly recommend this movie though there is a LOT of profanity in it. (The f-bomb is dropped A LOT).

Alesha's rating:
10 out of 10 though not suitable for young children",1372550400,2,654,4.637931034482759
5896019,3,B00E8RKHWW,"It's been quite some time since we've seen ""Miss Congeniality"" on the big screen.  Since 2009, when she won an Academy Award (Best Actress) and Razzie Award (Worst Actress) in the same year, Sandra Bullock has only been seen on the big screen once - in 2011's Extremely Loud & Incredibly Close.  While the A-list star has been away, Melissa McCarthy has reached new career heights of her own, becoming a household name by starring in a prime-time television comedy and in a handful of successful films, including Identity Theft and Bridesmaids.  Now, this highly unlikely pair has teamed-up in the law enforcement comedy, The Heat.

Directed by Paul Feig (Bridesmaids), The Heat stars Sandra Bullock as cocky FBI agent Sarah Ashburn and Melissa McCarthy as vulgar Boston detective Shannon Mullins - both looking to take down the same mobster that's been flooding the streets with drugs.  Even though she's highly disliked by her colleagues, Agent Ashburn is desperate to be promoted, and in order for her to be considered, she must solve the Boston drug case.  At the same time, Detective Mullins has ambitions and methods of her own to keep the streets she lives on clean, so much so that she's even put her own brother, Jason (Michael Rapaport) in jail.  Initially wanting nothing to do with one another, this diverse duo decides to put their differences aside for the greater good - as the shenanigans ensue.  Demin Bichir, Marlon Wayans, and Spoken Reasons also star in supporting roles.

The Heat has received quite a bit of attention for its vulgar dialogue, reportedly dropping the ""F-bomb"" an estimated 190 times.  I'm not sure what's more bothersome - the fact that a film needs to use that much vulgarity or the fact that someone actually sat through the film and counted how many times the F-bomb was dropped.  In any event, the language will either:  completely turn you off to the film and it won't bother you one bit.  If you're already a fan of Melissa McCarthy's brand of humor - especially her hilarious improve ability, you should feel free to enjoy this film like you did Bridesmaids.  On the other hand, Sandra Bullock has never been associated with this kind of obscure style of humor (at least not to this degree), often coming off as bland or ironic in films, such as Two Weeks Notice, Miss Congeniality, and The Proposal.

Comedy aside, the film's plot is hardly worth the price of admission - often focusing more on the Bullock/McCarthy dynamic than the overall quality of film.  The couple is completely unorthodox and easily comparable to Oscar and Felix from The Odd Couple.  Regardless, these two talented actresses complement each other extremely well, easily setting up the possibility for an endless amount of sequels (though more than one may be unbearable).  At one point in the film, Bullock even goes off-keel, taking of McCarthy's brand of humor by dropping a series of f-bombs of her own while sticking it to her colleagues.  This particular scene happens to be amusing, but several other scenes often suffer from Bullock trying too hard for laughs, leaving a forced feeling - including a bathroom scene (which was heavily promoted in the movie trailer) and a scene where she is pointlessly stabbed in the leg, which served very little purpose other than to contribute to an uneventful climax.

Surprisingly, there's not a whole lot going on in this film that's worth elaborating upon as far as the rest of the cast goes.  It's a main character driven film with a supporting cast that neither helps nor hurts the film, and that includes the normally derogatory Marlon Wayans - who plays a serious character that is completely unlike anything he's ever done before.  Perhaps the lack of character depth is one of the many reasons that the film's voids were filled with the cheap abundance of vulgarity and randomness.  Although, the insulting ""bull in a China shop"" references that are directed at McCarthy's character never lose their amusement.

From beginning to end, this is a comedy through and through.  It barely turns serious for more than one brief scene in the entire film, which isn't necessarily as problematic as it may seem.  The only real question is:  how will Sandra Bullock fans take this film?  Truth be told, The Heat might just be enough to traumatize her diehard devotees - but for film-goers that don't particularly care for her films (present company included), you might just want to give her another chance with her future endeavors.  Still, this is a Melissa McCarthy film, as she dominates the comedy and continues to earn herself a high amount of praise as one of the funniest leading ladies in all of Hollywood.  While Bullock's days as an A-list actress appear to be numbered, Melissa McCarthy's popularity will no doubt continue to soar far beyond its current levels.  Is she the next mega-star of Hollywood?  The signs say yes, but only time will tell.

Grade: C+
FNDNreview.com",1372464000,13,4948,4.866348448687351
5896020,5,B00E8RKHWW,As someone who didn't love bridesmaid I was skeptical of this movie but after seeing the previews I thought I would try it out. I laughed so hard I cried!! Melissa and Sandra make a perfect pair in this movie. Be warned this movie is truly a R rated movie and is full of bad language and inappropriate comments. But if that kind of thing doesn't bother you then it's an absolute must see!! I definitely plan on watching this movie again as I was laughing so hard I missed parts of the movie.,1372464000,6,491,4.23404255319149
5896021,5,B00E8RKHWW,"I've been waiting for this movie to come out, and saw it today on opening day.  I was not disappointed -- this movie was even better than I even thought it would be!  Melissa McCarthy is hysterical and delivers one-liners so fast, that I'm sure I missed some.  Sandra Bullock plays the great straight-man -- she is always spot on!  These two together are fabulous and the laughs are non-stop, but it also has a lot of great action in it.  I would rate this more than 5 stars if I could.  I will be buying this movie when it comes out in DVD!!",1372377600,3,542,4.163461538461538
5896022,5,B00E8RKHWW,"I just got back from seeing this film in theatres today, the day it opened - I loved it! Both Bullock and McCarthy are wonderful. The jokes (physical and verbal), pacing, chemistry, ending - all of it were wonderfully well done. I love seeing a plus-size action hero, and a funny one at that. Women are strong in this movie which even in this day in age, unfortunately, is not a given or even common. Definitely empowering for women. Men, be prepared to take the back seat on this one. The whole theatre was chuckling and laughing out loud regularly from beginning to end. Kudos to the entire creative and production team behind it! One of my all-time favorite comedies that I'll love re-watching.",1372377600,,697,4.629032258064516
5896023,3,B00E8RKHWW,"While not as raucously entertaining as, ""Bridesmaids"", there are plenty of laughs in the The Heat, Paul Feig's latest comedy.

Sandra Bullock and Melissa McCarthy, bring their roles to life with easy familiarity. While we've seen these characters before: Bullock in Ms. Congeniality and McCarthy in Bridesmaids. it's still extremely enjoyable to watch them interact. Bullock and McCarthy have great chemistry. McCarthy delivers zingers at a rate so rapid, you're likely to miss more than half of them.

Overall, this is an entertaining flick. Lower your expectations and you'll have a great time.",1371772800,4,596,5.397849462365591
5896024,2,B00E8RKHWW,"I'm a big Sandra Bullock fan but this one just didn't do it for me.  I like Melissa McCarthy in Mike & Molly but overall, I don't get the hype.",1529193600,,143,3.7666666666666666
5896025,4,B00E8RKHWW,Pretty entertaining.  Actresses work great together.  A good flick to watch with wife.,1528675200,,86,5.538461538461538
5896026,4,B00E8RKHWW,good movie.,1528675200,,11,5.0
5896027,4,B00E8RKHWW,predictable cop flick but enjoyable.,1528416000,,36,6.4
5896028,5,B00E8RKHWW,So darn funny.  I have seen it several times it's worth another watch.,1528329600,,70,4.384615384615385
5896029,5,B00E8RKHWW,GREAT COMEDY MOVIE.,1528243200,,19,5.666666666666667
5896030,5,B00E8RKHWW,Exactly how described and came perfectly. Sometimes when you get movies in the mail they become damaged but this one was perfect.,1528070400,,129,4.909090909090909
5896031,5,B00E8RKHWW,"Brilliantly written, acted and directed. Ive seen it several times and laugh just as hard each time.",1528070400,,100,4.9411764705882355
5896032,5,B00E8RKHWW,funny,1528070400,,5,5.0
5896033,4,B00E8RKHWW,silly but funny,1527811200,,15,4.333333333333333
5896034,5,B00E8RKHWW,Very funny movie.,1527465600,,17,5.0
5896035,5,B00E8RKHWW,very funny movie,1527465600,,16,4.666666666666667
5896036,3,B00E8RKHWW,Language,1527292800,,8,8.0
5896037,5,B00E8RKHWW,"I like this movie. It's really funny and a little edgy at times. But if you're not campaigning for office or looking to protest another cause, then you have the right mindset to enjoy the laughs in this movie. Guys -this is the girl-movie you want to pick. Girls - this is the girl-movie the guys will like laughing.",1527206400,,316,4.372881355932203
5896038,5,B00E8RKHWW,We laughed! Really like Melissa and Sandra,1527120000,,42,5.142857142857143
