,overall,asin,reviewText,unixReviewTime,vote,reviewLength,wordLength
6356781,2,B004LYWFNG,"Same old story line.  Survivors held up in an old farm house.  etc...etc...

Not really worth watching  Find something better.",1413331200,5,126,5.15
6356782,2,B004LYWFNG,I should have trusted the ratings on this one before buying.  It's more like a made for TV movie with not so great characters.,1410480000,4,126,4.25
6356783,2,B004LYWFNG,now worth it...,1408752000,3,15,4.333333333333333
6356784,2,B004LYWFNG,Script was probably written by a ninth grader.  Fast forward through the dumb dialogue and watch the action; it's not great but there a few good scenes if you need a zombie fix.,1482796800,,177,4.363636363636363
6356785,4,B004LYWFNG,"Not exactly the best, by far from the worst!",1481846400,,44,4.0
6356786,5,B004LYWFNG,I like this muvie,1480377600,,17,3.5
6356787,1,B004LYWFNG,"Color distortion and choppy - my 12 year old could have done better with iphones and GoPros on a stick. Background music seriously annoying! I could possibly get past these issues, but the plot was old hat and the acting was forced and sometimes cheesy. The dialogue was poorly written, very cliche, and the actors often badly timed their lines. I made the mistake of seeing that it had three stars and not checking to see how many folks gave it one star. I almost never review movies but I had to add to try and join in with the majority - it stinks! Don't bother!",1480291200,,565,4.339622641509434
6356788,1,B004LYWFNG,"Very predictable, poor writing, and mechanical acting alongside paltry special effects. I enjoy zombie fare which includes the less than stellar low-budget films out there, but this is just horrible. I got through the first 37 minutes and gave up.",1478563200,,247,5.2
6356789,3,B004LYWFNG,Decent,1478044800,,6,6.0
6356790,4,B004LYWFNG,"For the resources I imagine they had available, this movie was pretty good.  It didn't hit the same problems most low-to-no budget films do like a script that makes no sense or actors that don't understand how people actually talk.  It's not some amazing groundbreaking work but for what it is, it's good at it.",1477267200,,311,4.636363636363637
6356791,1,B004LYWFNG,"Low budget films... The concept is good, the acting is awful... truly awful. I had to skip through the movie to see how it ended. Could find better b list actors in my neighborhood. This low budget/poorly acted films seem to be a trend in Amazon Prime. If you're reason for having Prime is movie selection, you may want to rethink your decisions.",1476576000,,346,4.507936507936508
6356792,2,B004LYWFNG,NEXT!,1476403200,,5,5.0
6356793,5,B004LYWFNG,Good movie. I didn't catch it at first. Good twist,1476144000,,50,4.1
6356794,2,B004LYWFNG,a group of folks are trapped by the undead in a farmhouse in Texas.  that says it all.  i am SUPER tired of c class zombie movies.  no thanks to any more.,1475193600,,154,3.75
6356795,1,B004LYWFNG,YUCK,1474588800,,4,4.0
6356796,1,B004LYWFNG,"Boring, bad acting, and samo samo zombie story. Wasn't even worth watching past the first 30 minutes. I have seen better and worse, this counts as worse.",1474502400,,153,4.703703703703703
6356797,4,B004LYWFNG,Very good movie,1474243200,,15,4.333333333333333
6356798,1,B004LYWFNG,Inappropriate  scenes and language,1473465600,,34,7.5
6356799,3,B004LYWFNG,"Great idea. somethings that occur, would only happen in a movie, but the idea was good that's why it got 3 stars",1472947200,,112,4.136363636363637
6356800,3,B004LYWFNG,Well Made,1472774400,,9,4.0
6356801,1,B004LYWFNG,terrible,1472428800,,8,8.0
6356802,1,B004LYWFNG,"Low Budget file, no very good acting.",1472428800,,37,4.428571428571429
6356803,3,B004LYWFNG,"This is not meant to be Academy Award material. It is low budget and zombies. I found it entertaining. For movies like this I make a mental checklist of all the irritating characters, then make bets on which of them will get killed off. The movie is not amazing, and many of the characters seem to have a natural 80 IQ. So you can guess how many bets I made. Anyhow, fun to watch, but nothing to write home to Mom about.",1472169600,,420,4.134146341463414
6356804,2,B004LYWFNG,Not very well done.,1471651200,,19,4.0
6356805,3,B004LYWFNG,"""It's okay"" is about the best I can give this zombie film. As you would expect it is a small-budget affair with all the attendant aspects that a small budget creates. It takes place in the sticks so there's no need to show wrecked cars and ruined cities or suburbs, and there is a small cast of non-professional actors. Well, that goes all the way back to Night of the Living Dead, so obviously it doesn't preclude making a good film. I've seen all kinds of indie films and can make the allowances you need to make to enjoy them. I really don't like it when some reviews of an indie zombie flick compare it to the successful big budget offerings of the genre as if budget s didn't make a difference. Still, all things considered, this film falls short.

First of all there is a general thing. After the glut of zombie films and television presentations a feeling of zombie fatigue seems to be settling in. Let's face it, we really have been there and seen all this before. The zombie concept, revolutionary as it originally was, is a very limited plot device. It's a wonderful monster, this unthinking, ravenous, unnatural force of nature but you can only do so much with it. You can be holed up somewhere with them attacking, fighting them here or there, or have the zombies be more of a backdrop to groups of survivors in conflict fighting each other whether within one group or between groups. The one innovation was speeding them up by making them ""infected"" rather than undead, and that makes them more dangerous but also robs them of their eeriness and makes them ultimately, as one person said, enraged soccer fans. But either way the plot choices face the same limitations.

That's what's basically wrong with this film. It's the ""small group of survivors hole up in an isolated farmhouse"" story that we've seen many times before. For this to be really good the plot would have to have some interesting twists or the acting would have to be really good. In fact the story is by the numbers and the acting is excruciatingly amateur. The ""dumb redneck who is a jerk"" is way over the top in the way bad actors always do bad guys over the top, almost to a comic parody level. The kindly grandmother type is so kindly she's busy making fried Coca-Cola for everyone (a cookie like thing) as if there wasn't a zombie apocalypse going on (though you could get away with claiming this is a coping device).  People also do the usual tired dumb things like going down to the dark basement alone...Really?

Filmed in the San Antonio area, the film does start off with promise with a scary encounter in a cornfield, but then sets off in a routine direction. The pace quickens near the end as they learn that the army plans to soon firebomb the entire area. But this is thrown away at the very last moment where the survivors look upon a scene that's full of the cheapest computer-created effects, the type you'd find on a zombie short film made by a gang of teenage boys on You Tube. To just have them looking in the distance would have been so much more effective.",1470960000,2,3060,4.508108108108108
6356806,3,B004LYWFNG,scary horrorfying okay.,1469923200,,23,7.0
6356807,4,B004LYWFNG,"Good zombie movie, zombies are pretty fast more like 28 days later",1469491200,,66,4.583333333333333
6356808,1,B004LYWFNG,It wasn't that great.,1468540800,,21,4.5
6356809,2,B004LYWFNG,Needed better acting.,1467849600,,21,6.333333333333333
6356810,4,B004LYWFNG,"I'm pretty much burned out on zombie movies, especially the mutant-virus spawned ones.  No Mila Jovovich or Will Smith in here, but still the acting was pretty good considering what it was.  The action is pretty predictable, but still enjoyable.  The quality seemed to be a step up from the normal homemade schlock.  Overall I liked it.",1467590400,,336,4.842105263157895
6356811,4,B004LYWFNG,Okay movie,1466899200,,10,4.5
6356812,2,B004LYWFNG,Tired... Find something else,1466899200,,28,6.25
6356813,2,B004LYWFNG,"Standard zombie movie fare: not great acting, very predictable plot and ""shaky-cam"" but the zombie makeup was OK.",1466467200,,113,5.333333333333333
6356814,1,B004LYWFNG,It is not worth watching. Really poor acting!,1466380800,,45,4.75
6356815,1,B004LYWFNG,Turned it off w/in the first 15 minutes.,1465948800,,40,4.125
