,overall,asin,reviewText,unixReviewTime,vote,reviewLength,wordLength
3534601,4,B001DLRH6A,o boy ! Im heading back to college after having graduated from high school in 1986. this has gotten fired up and ready to try it all again !love it !,1260835200,3,149,3.838709677419355
8294084,5,B001DLRH6A,daughter love it.,1499472000,,17,5.0
8294085,5,B001DLRH6A,Good learning video,1474675200,,19,5.666666666666667
8294086,4,B001DLRH6A,Great video for beginners or as a refresher course.  Adult and kid friendly.  Teaches easy to fallow algebra steps. Easy to understand.  The teacher is a bit eccentric but he's great on breaking problems down.. the audio is bad but the video is great for learning.,1461369600,,264,4.695652173913044
8294087,5,B001DLRH6A,great,1438905600,,5,5.0
8294088,5,B001DLRH6A,Very good product.,1423353600,,18,5.333333333333333
8294089,5,B001DLRH6A,"Fun way to learn algebra. The instructor is rather corny but it is all fun. I always struggled with math and sadly my son seems to have inherited the same math gene, I got this dvd to help him out  and we watched part of it together. He said some things make sense now as he was watching the dvd and I also was able to follow along. The instructor does a good job of explaining things in an easy to understand manner and we laughed quite a bit at his silliness. I would take this over the deviants dvd any day because you can actually learn from this dvd. Algebra is not hard, just different.",1412899200,,592,4.103448275862069
8294090,3,B001DLRH6A,I liked it,1411603200,,10,2.6666666666666665
8294091,5,B001DLRH6A,This is the best video to help me in Algebra 2.  I really love this program.  It is the best.,1392076800,,93,3.6
8294092,5,B001DLRH6A,"This is a wonderful find.  My granddaughter was having a terrible time with algebra until we found this wonderful DVD.  The seller shipped the item very quickly, and we have been using it everyday.",1359331200,2,197,4.764705882352941
8294093,4,B001DLRH6A,"I went back to college to get my Bachelor's degree. I had to retake this subject since it had been awhile since I took it. I ordered this, and it worked!!I made an ""A"" in the class.",1332288000,,181,3.918918918918919
