,overall,asin,reviewText,unixReviewTime,vote,reviewLength,wordLength
1792365,4,B00006SFM4,"this DVD is not too bad.  it is showing of a wild on host.  wild on is no longer running.  I would like to have a little more preview of this DVD, even though, I probably, would have, still purchased this DVD.",1309478400,,209,3.9285714285714284
1792366,1,B00006SFM4,"First of all Brooke does not appear nude in this video, if you are looking to see Brooke \
naked, like I did, you will not find it on this dvd. I spent $3, probably $3 I will never see
or should have saved to buy the playboy issue where she did come out naked. BUt mostly this dvd
has her talking about herself about how she thinks she is the center of the universe and sad to say
producers of this dvd didn't inform her  that she is not. Anyhow the cover is a comeplete tease and
false advertising, she is NOT topless and never appears. BROOKE might be hot but there are HOTTER
girls out there who are willing to take everything off and not just tease and perhaps along the
way admit that they are not the center of the universe.",1309392000,10,730,4.069444444444445
1792367,1,B00006SFM4,"I received the DVD of ""Barely Brook"" and disappointly it does not work on dvd machine!",1202515200,,86,4.4375
1792368,4,B00006SFM4,"If you're a B. Burke fan, you just have to have this in your dvd collection, its not that great of a dvd....but its not that bad either!",1170460800,,136,3.892857142857143
1792369,1,B00006SFM4,"Being a big fan of Brooke Burke---after watching her on ""Wild On!"", buying the 2004 calendar, purchasing every FHM, Stuff or Maxim that had her on the cover...........I was happy to buy the DVD. However the DVD is just a poorly-done documentary on Brooke Burke, offering her annoying commentary over swimsuit shots done to a bad soundtrack. Like most other models, she is stuck-up, conceded, and too used to getting her own way and having no true challenges lying ahead of her. I'd take WWE's amazing Trish Stratus over Brooke anyday. Trish goes through much larger challenges than Brooke daily, in wrestling matches. Brooke wouldn't fare too well in that department. As for her looks, she is very very hot, but this DVD just brings it all down. It was truly a waste of money spent on this poor video.",1074297600,16,801,4.728571428571429
1792370,1,B00006SFM4,"Bottom line, it [stinks]...I don't see how anyone could enjoy this unless the type of person that would stalk her..Didn't hold My attention for more than 10 minutes.
Don't waste your money.",1049673600,14,189,4.9375
1792371,2,B00006SFM4,"Brooke Burke.  Lovely girl. Can't act. Probably can't sing or dance, either.  All she can do is look hot in a swimsuit, but she does that very well.
Problem is, this DVD isn't terribly interesting.  It plays like an episode of Showtime's ""Red Shoe Diaries"", except without any titillating elements.  All you get is the goofy music, exotic yet curiously drab locales, slo-mo effects of her walking along the beach, road, or whatever, and a lot of pretentious voice-over narration.
Not too many years ago, Brooke exuded a deliciously sexy pixie-ish quality.  But now she is a tad overexposed, pun intended.  An all-nude Playboy layout in 2001 revealed her newly ripped and bosom-enhanced body, but failed to capture the sexuality that made her so remarkable in her earlier modeling years.
This DVD is another confusing step in her quest to be the ubiquitous Uber-babe.  But it is too much style, not enough substance.  You really would need to be a die-hard Brooke junkie to be pleased with this disc.  It is ""too much"" and ""not enough"" all at the same time.
I was quite taken with Brooke when I first discovered her around 1995.  So it pains me quite a bit to have to say less-than-flattering things about this vanity project of hers. But this video seems to have little purpose other than just getting her face on your TV screen.  And the superfluous Enrique Eglasias video at the end?  Cheesy.",1041033600,45,1394,4.738589211618257
7972991,4,B00006SFM4,"Fantastic getaway! I have to admit, I just wanted something that inspired summertime for me. This did it. Seeing her modeling her swimsuits and going to exotic beaches is a great mind getaway and very inspiring for summer. If you want to be inspired to be on a beach or get in swimsuit shape, this was really a good motivator. I like the added bonus where she goes on a vacay alone to a beach - sort of every girl's fantasy.",1422403200,,424,4.246913580246914
7972992,4,B00006SFM4,have been satisfied,1415404800,,19,5.666666666666667
7972993,1,B00006SFM4,Did not show Brooke naked even once.  Don't waste your money.,1405382400,,61,4.545454545454546
7972994,3,B00006SFM4,I should never buy on a whim. Sheis very beautiful . That is about all I can say. Thanks for having a devirse vew,1402963200,,113,3.75
7972995,1,B00006SFM4,Brooke is a beautifuf woman there is no doubt. But this film is just boring. If you want to see her look to Playboy. If you want to see tropical hot spot see a travel agent.,1391558400,,173,3.8333333333333335
7972996,3,B00006SFM4,"i love her but it was like a sort of e news special.  not even as good as a ""wild on...""",1374969600,,88,3.1904761904761907
7972997,5,B00006SFM4,"Barely brooke is for aLL ages to see it has ideal fashion 80% off the finest fabric in bikinis Great lightning ,true story line,the best title screen ever (notta joke)you'LL find yourself watching the title screen up to 8 hrs a day,TopbeaCh Bodies brought to you by E's Brooke Burke her arizona self;showing her top white feet/soles 5 times,showing off for the crowd,even profanity-thetz because guys made her admit to having a boyfriend yuk.",1370131200,,442,4.986486486486487
7972998,4,B00006SFM4,Brooke probably didn't do this video to show us her acting or singing abilities. She did it to market a very hot sultry brunette who even though she is getting older is one substantial bit of eye candy. I have watched this several times and still think she is quite the beauty,1358467200,,276,4.326923076923077
7972999,5,B00006SFM4,I enjoyed watching this video at least four or five times. I might do that again. The video was simple to use. The technical quality was perfect visually and accoustically.,1353196800,,172,4.766666666666667
7973000,1,B00006SFM4,she comes off like she is bored to death about the whole thing not mush to look at tired looking will find some better later on,1346544000,2,127,3.923076923076923
