,overall,asin,reviewText,unixReviewTime,vote,reviewLength,wordLength
7534202,4,B017V5YX72,bought for husband he loves it. very good John wayne movie.,1462838400,,59,4.454545454545454
7534203,2,B017V5YX72,It's a Western.  I detest Westerns.  I got it for a friend who was sick.,1461024000,,72,3.7333333333333334
7534204,5,B017V5YX72,John Wayne is just brilliant in this. Funny and beautifully made. Classic western indeed! All movie is on!,1460592000,,106,4.944444444444445
7534205,5,B017V5YX72,John Wayne is just brilliant in this. Funny and beautifully made. Classic western indeed!,1460592000,,89,5.428571428571429
7534206,5,B017V5YX72,great movie if you like John Wayne,1458259200,,34,4.0
7534207,1,B017V5YX72,I ordered and went to watch it and the ending is missing,1449964800,,56,3.75
7534208,5,B017V5YX72,One of my all time favorite John Wayne Movies.. worth the watch,1448668800,,63,4.333333333333333
7534209,1,B017V5YX72,This was an extremely disappointing purchase. After watching most of the movie it cuts out the ending. The movie just stops and you don't get to see the ending.,1515801600,,160,4.551724137931035
7534210,1,B017V5YX72,"Movie cuts off,  you can't see the end of it.
I tried to see about getting a refund, page will not come up...",1514332800,,109,3.739130434782609
7534211,1,B017V5YX72,"This is a great old western movie.  Unfortunately the Amazon version was poor quality, both picture and audio. Worst of all, the movie stopped 10 minutes or so before the end.  I'm now watching via Xfinity which has great picture and sound.",1514246400,,240,4.690476190476191
7534212,5,B017V5YX72,Excellent classic!!,1512777600,,19,9.0
7534213,1,B017V5YX72,"Do NOT buy this version. It has the last 6 minutes cut off.

Buy this version instead
https://www.amazon.com/McLintock-Producers-John-Wayne/dp/B000ITF86E/ref=sr_1_6?ie=UTF8&qid=1511478110&sr=8-6&keywords=mclintock",1511395200,,213,10.833333333333334
7534214,2,B017V5YX72,why does this movie cut off before the end.  Would like a refund and someone from Amazon to point me to the digital copy of the full movie.,1507075200,,139,3.9642857142857144
7534215,5,B017V5YX72,Great movie,1506556800,,11,5.0
7534216,5,B017V5YX72,One of my favorites!,1506384000,,20,4.25
7534217,1,B017V5YX72,"I love this movie, but this version cuts off the ending!!",1504656000,,57,4.2727272727272725
7534218,4,B017V5YX72,"I love the movie.... that is why I bought it, but for the price I expected more like: scene selection, or being able to do more than fast forward or rewind. You can't skip. At first I was concerned because some of the reviews I read mentioned that the ending was not there, but it was, that's how I figured out I couldn't skip. I can at least watch it without commercials.",1497657600,,372,4.180555555555555
7534219,1,B017V5YX72,I just rented this with my Fire Stick and it cut off five minutes before the movie was over. I checked the free version and the whole movie was available but it's not in the wide screen format.,1485993600,,193,4.105263157894737
7534220,5,B017V5YX72,favorite,1484784000,,8,8.0
7534221,5,B017V5YX72,All time great classic western!!,1484265600,,32,5.6
7534222,5,B017V5YX72,awesome,1477785600,,7,7.0
7534223,5,B017V5YX72,An unforgettable John Wayne movie about a very peaceful time in the old West.,1476748800,,77,4.571428571428571
7534224,5,B017V5YX72,"Who doesn't love John Wayne movies?  He, his movies and his charm are unequivocal.",1474156800,,82,4.857142857142857
7534225,5,B017V5YX72,Love this movie. Nothing else to say,1473811200,,36,4.285714285714286
7534226,1,B017V5YX72,the whole movie is watching the end where he spanks Maureen O'Hara but you don't get to see that part it's gone hence missing? goes back to beginning of movie am returning this to Amazon PDQ to get a replacement.,1471046400,,212,4.325
7534227,1,B017V5YX72,"Great movie, but would be nice if the last ten to fifteen minutes were there. The movie cuts off and returns to the main screen.",1466812800,,128,4.16
7534228,1,B017V5YX72,The last five minutes of the movie was not there,1465516800,,48,3.9
8740766,1,B017V5YX72,"I did not get the full movie that I down loaded. I didn, get the ending",1536451200,,71,3.5
8740767,1,B017V5YX72,We wanted to watch this movie as part of a John Wayne marathon we are on.  We were so disappointed and annoyed that the whole ending was not on this movie.  It was cut short and is one of the best parts of the movie.  I would like a refund for this but can't figure out how to contact Amazon customer service to request this.  Please help with an email.,1536019200,,353,4.0
8740768,1,B017V5YX72,Did not receive entire movie.  Very frustrating.,1533686400,,48,5.857142857142857
8740769,2,B017V5YX72,The last 20 minues or so of the movie are missing!,1531353600,,50,3.6363636363636362
8740770,1,B017V5YX72,Missing the last few minutes! The final scene ,1528329600,,46,4.75
8740771,1,B017V5YX72,One of my favorite movies but it is missing the last 10 minutes.,1525910400,,64,4.0
8740772,1,B017V5YX72,Its missing the end of the movie,1525219200,,32,3.7142857142857144
8740773,1,B017V5YX72,I bought the streaming video and it's MISSING the last 5-10 minutes of the movie.  It just gently fades to Black.  Trying to get a good copy or refund.,1525046400,,151,4.172413793103448
8740774,1,B017V5YX72,This version did not even play and the case and disc both were of poor quality. I recommend buying the amazon prime version over this,1522108800,,133,4.36
8740775,1,B017V5YX72,"I love this movie but hate this copy, lower than SD copy, lower than DVD, DONT BUY!",1519603200,,83,3.9411764705882355
