,overall,asin,reviewText,unixReviewTime,vote,reviewLength,wordLength
7380825,5,B013YXK1YE,Can't beat the price for 2 movies.,1524096000,,34,4.0
7380826,5,B013YXK1YE,Awesome movies clubbed into one!,1516752000,,32,5.6
7380827,5,B013YXK1YE,"So glad finally have the DVD set, fantastic for any fan of dragons!!!!
Go Toothless you rock. ",1500595200,,94,4.529411764705882
7380828,1,B013YXK1YE,"the only reason I warn buyers off of this particular edition is the previews, which run before you are allowed to control the disk. On the Dragons 1 disk, the preview of Dragons 2 lets too many twists and turn out of the bag as you wait to get to the Dragons 1 show. really a spoiler!",1496707200,7,284,4.0
7380829,5,B013YXK1YE,Our boys love these movies.,1489968000,,27,4.6
7380830,5,B013YXK1YE,Like both to the point I purchased both blu ray set,1486598400,,51,3.727272727272727
7380831,5,B013YXK1YE,Great Christmas gift for the great-grandchildren!,1484956800,,49,7.333333333333333
7380832,5,B013YXK1YE,"Great movie. One of my favorite animated movies. Now my daughter loves it too.

Wish the digital copy for the first one worked for iTunes like the second How to Train Your Dragon does.",1476489600,,184,4.411764705882353
7380833,5,B013YXK1YE,Nice to have both together and it is a better deal,1473638400,,50,3.6363636363636362
7380834,5,B013YXK1YE,"Kids love the movie and it got here on time and in new condition, no complaints, just compliments!",1473638400,,98,4.5
8729218,5,B013YXK1YE,Both movies in one package.,1534982400,,27,4.6
8729219,5,B013YXK1YE,Love these movies. So glad to have both.,1534809600,,40,4.125
8729220,5,B013YXK1YE,"Our kids love these movies as much as we do!  We can watch them again and again.  The second one is a bit darker with a nefarious character bent on dominating the world and a woman that made some questionable decisions in her life, but overall healthy family fun.",1534723200,,263,4.346938775510204
8729221,5,B013YXK1YE,Awesome,1534550400,,7,7.0
8729222,5,B013YXK1YE,Like,1533859200,,4,4.0
8729223,5,B013YXK1YE,"Excellent movies, together at a really solid price.",1533254400,,51,5.5
8729224,5,B013YXK1YE,Both movies one case love these movies,1531094400,,38,4.571428571428571
8729225,5,B013YXK1YE,Obviously not the best movies in the world but still really fun. The kids love them and I enjoy them too,1529971200,,104,4.0
8729226,5,B013YXK1YE,Great 2 for one price.,1528329600,,22,3.6
8729227,5,B013YXK1YE,Delivered on time and exactly what we needed. Thank you.,1527465600,,56,4.7
