,overall,asin,reviewText,unixReviewTime,vote,reviewLength,wordLength
8458862,5,B0055V0K86,good,1521936000,,4,4.0
8458863,5,B0055V0K86,Beautiful album. Timeless music.,1499212800,,32,7.25
8458864,5,B0055V0K86,Perfect balance of relaxing music to meditate on God and get up out of your seat music to praise God!!! It's hard to go wrong with the Hillsong or Hillsong United DVD's (a mix of both groups are on this DVD),1360972800,,207,4.073170731707317
8458865,5,B0055V0K86,"Hillsong does it again! If you want an awesome DVD of purely awesome worship music, this would be one to get. I can put this DVD on repeat and watch it over and over again. Hillsong never ceases to amaze me. This is what music is all about!",1355702400,,240,4.020833333333333
8458866,5,B0055V0K86,I enjoyed participating in the heart felt worship of the Hillsong team on this album. I really enjoyed the intricacy of the lyrics.,1355270400,,131,4.739130434782608
8458867,5,B0055V0K86,This is such a great church/band.  I love all of their DVD's and CD's!  It even has the words so that you can sing right along even if you don't know the song.,1338768000,,159,3.787878787878788
8458868,5,B0055V0K86,"Excelent movie god be blessed and god bless you Hillsong church, you are a blessing for christians and humanity!! Be cause our gos is Able  and he is the Allmighty",1322784000,,163,4.433333333333334
8458869,3,B0055V0K86,"In the heavenly realm, this may be OK, but as a musical adventure it was very disjointed, the flow was not explained, singular voices made ordinary, and like this run on sentence, it mostly consisted of variations of 2 songs, one with the established Hillsong artists, and whoosh, with the new almost ""punk rock"" Hillsong band. Based on the joy I have received over the years I am happy to support the Hillsong team by purchasing this. I think next year I will wait and watch some YouTubes before purchase.",1314748800,,506,4.633333333333334
8458870,5,B0055V0K86,From the first song i hear i say o wow God is here every letter and note God is in this album thanks hillsong Church for prasing and exalted the name of God and his son Jesuschrist Amen.,1314316800,,186,3.9210526315789473
8458871,5,B0055V0K86,"I have been waiting since day one to get this dvd, but decided to wait and get the best price on Amazon. I saw Hillsong live on this tour and own several of Hillsong's newer dvd's and cd's. This one is excellent as expected, I love it more every day!! The camera work and audio are stellar! Plus there are 2 extra songs the cd does not have: Yours Forever and God In Everything. Also, there is a short film called The Scarlet Thread that is included in the Bonus Features. Subtitles are available too so you can sing along with the words on screen. Must own for any Christian music fan. Maybe Hillsong's best since This Is Our God... Definitely more rocking anthems on this album!",1312243200,5,680,4.362204724409449
