,overall,asin,reviewText,unixReviewTime,vote,reviewLength,wordLength
5784431,5,B00D9EJFT6,WELL I WENT AND SAW THE MOVIE LAST NIGHT ITS A GREAT FAMILY MOVIE EVERYONE SHOULD GO OUT AND SEE IT I PROMISE YOU WILL BE GLAD YOU DID.,1380067200,4,135,3.689655172413793
5784512,5,B00D9EJFT6,Wonderful show for the entire family!,1517184000,,37,5.333333333333333
5784513,5,B00D9EJFT6,"Very inspiring, It was a awesome and moving movie.
Ive already told my friends about the movie.",1516838400,,95,4.647058823529412
5784514,5,B00D9EJFT6,I like happy endings ... most of the time,1516406400,,41,3.6666666666666665
5784515,5,B00D9EJFT6,"I really liked it was fun, happy music feel good movie. Good ending wish life could have those good endings  always.",1515888000,,116,4.523809523809524
5784516,5,B00D9EJFT6,Sweet little movie with a positive message,1515888000,,42,5.142857142857143
5784517,4,B00D9EJFT6,"I liked the movie.  I was a simple plot and the acting was so-so.  It was a family movie.  The actress that played ""Mom"" has done a million Hallmark movies.  I enjoyed the piano music.",1515628800,,184,4.171428571428572
5784518,5,B00D9EJFT6,"Just what we need in this very treacherous world we are living in is movies that give us hope. We need anything, everything, and absolutely more positive messages. This movie is one of the very best stories of hope, faith, God's faith, and a little magic.",1515628800,,255,4.565217391304348
5784519,4,B00D9EJFT6,Entertaining story.,1514851200,,19,9.0
5784520,5,B00D9EJFT6,Awesome Movie,1510185600,,13,6.0
5784521,5,B00D9EJFT6,"WOW! WOW what an amazing movie, everything about this movie is outstanding. If your looking for a tear jerking movie then this is a must see, also a supurb family movie. Everything & anything is possible if you just put your heart in it and don't loose faith..",1510012800,,260,4.4375
5784562,4,B00D9EJFT6,A uplifting film highlighting the best in people instead of the worst. A feel good film for the whole family.,1510012800,,109,4.5
