,overall,asin,reviewText,unixReviewTime,vote,reviewLength,wordLength
6362045,5,B00JJRLG58,"The story was compelling and informative.  The mixture of original footage and real time re-inaction was well done, as were the interviews.  Such a tragic and horrific time dealt with respect and understanding by this storyteller. The outcome, although so sad, was mitigated by the post war interviews with the few survivors and their amazing strength of spirit.
Thank you for a job very well done.",1401148800,5,398,5.015151515151516
6362070,4,B00JJRLG58,So sad!  NEVER AGAIN!,1465948800,,21,4.25
6362071,3,B00JJRLG58,interesting,1464652800,,11,11.0
6362072,4,B00JJRLG58,It was based on a true story. Quite informative.,1463184000,,48,4.444444444444445
6362073,5,B00JJRLG58,"This was an awesome documentary.  So well done !!!!!  I learned about this escape in Poland, and I had never heard the story before.  Totally worth watching.  It is a story of brave people who endured more than most of us could imagine.",1462752000,,236,4.4186046511627906
6362074,5,B00JJRLG58,Great caption of the events,1462665600,,27,4.6
6362075,4,B00JJRLG58,Using it in my classroom. The kids are engrossed.,1462579200,,49,4.555555555555555
6362076,5,B00JJRLG58,Very interesting movie!  Did not know about SOBIBOR  before viewing this film.,1462406400,,78,5.416666666666667
6362077,4,B00JJRLG58,I think makes you realize what horrible conditions that the Jewish people had to endure.,1462233600,,88,4.933333333333334
6362078,4,B00JJRLG58,Interesting first person movie.,1462060800,,31,7.0
6362079,4,B00JJRLG58,I enjoyed this movie alot!,1459209600,,26,4.4
6362110,5,B00JJRLG58,This was a great documentary. I showed it to my 7th and 8th graders and they were intrigued.,1457654400,,92,4.166666666666667
6362111,5,B00JJRLG58,10 Stars!!!,1457308800,,11,5.0
6362112,5,B00JJRLG58,Inspiradora.,1457308800,,12,12.0
6362113,5,B00JJRLG58,this is a true story.  i enjoyed it.,1457136000,,36,3.5
6362114,5,B00JJRLG58,"This film provides a well crafted look at a terrible time in the world's history. I watched it with my thirteen year old grandson and was impressed with how well it held his attention, while teaching valuable lessons.",1456876800,,217,4.7368421052631575
6362115,4,B00JJRLG58,"Escape !  Riveting account of the up-rise  by  prisoners of Sobibor  extermination camp in Poland, 1942-43 . In the account of the only camp from  anyone escaped still thousands were liquidated. Of the hundreds that managed to reach ( freedom )  all but 50 or so were caught and killed.  This  was to be the only  "" victory "" of the ( Die Endlosung )  Final Solution .  Very well put togehter film. taken in most part from history .",1455580800,,432,4.275
6362116,4,B00JJRLG58,A real life thriller!! It shows how the human spirit can survive in the worst of circumstances!1,1455580800,,96,4.705882352941177
6362117,5,B00JJRLG58,A profile of great courage in the hell of the holocaust.,1454976000,,56,4.181818181818182
6362118,5,B00JJRLG58,very interesting.  such a sad story but it must be told!,1454284800,,56,4.090909090909091
6362119,3,B00JJRLG58,Interesting,1453507200,,11,11.0
6362150,5,B00JJRLG58,"We must never forget, this documentary tells the story of Sobibor one of the camps built only for death.

Highly recommened",1453248000,,123,4.857142857142857
6362151,5,B00JJRLG58,"This was a very moving, account of events that happened in Sobibor. I would recommend this film to any person who is willing to keep the light alive as to the horrors of Nazi Germany and the resilience and defiance  of the brave men and Jewish women who fought for their freedom, dignity and humanity.",1453075200,,301,4.472727272727273
6362152,5,B00JJRLG58,Eye opening,1452902400,,11,5.0
6362153,5,B00JJRLG58,"Amazing story, so glas they had a chance to tell their story.",1452816000,,61,4.166666666666667
6362154,3,B00JJRLG58,Important story but not very well told. Reenactment scenes are poorly done and take away from the actual stories told by survivors. Comes across like a low budget crime show. Extremely disappointed.,1451606400,,198,5.21875
6362155,5,B00JJRLG58,Amazing story of courage and survival!,1449014400,,38,5.5
6362156,5,B00JJRLG58,Everyone should see this,1448323200,,24,5.25
6362157,5,B00JJRLG58,"a sad and horrible part of history, they fought so hard to get out and so many died",1448323200,,83,3.6666666666666665
6362158,4,B00JJRLG58,"Touching semi-documentary, had never heard of the camp or the escape.",1448150400,,69,5.363636363636363
6362159,5,B00JJRLG58,A brave story.,1447632000,,14,4.0
6362190,5,B00JJRLG58,Such an interesting true story.,1447372800,,31,5.4
6362191,4,B00JJRLG58,This is a very good documentary type story of an escape from a WWII Nazionale death camp.,1447372800,,89,4.294117647058823
6362192,5,B00JJRLG58,I had no idea this had occurred. It was interesting to learn something new.,1447286400,,75,4.428571428571429
6362193,5,B00JJRLG58,Excellent well done,1446940800,,19,5.666666666666667
6362194,5,B00JJRLG58,We can never be allowed to forget what evil can exist.,1446508800,,54,4.0
6362195,5,B00JJRLG58,"Very probably.  Interesting twist, one we don't think of.",1446508800,,57,5.333333333333333
6362196,4,B00JJRLG58,Well done. Informative. Very sad,1446249600,,32,5.6
6362197,5,B00JJRLG58,Outstanding. What incredible bravery.,1446249600,,37,8.5
