,overall,asin,reviewText,unixReviewTime,vote,reviewLength,wordLength
210381,4,6300158411,"This movie started it all, and still people are putting out some good zombie movies. Although I don't think zombies should run in them but still scary.",1394841600,,151,4.62962962962963
210382,5,6300158411,"We've all seen this cult horror classic many times (""They're coming to get you Barbara!"").  You should treat yourself and watch it one more time from this restored print.  I first saw this film as a first run movie at a drive-in theater in 1968 and this print is better than that.  The technology used in restoring these old movies produces a truly amazing result.  Some in fact may think it is TOO clean, taking away from the 'campiness' of the film.

Highly recommended for the restoration alone.",1393977600,5,498,4.613636363636363
210383,4,6300158411,I'm not sure what is added to this movie from the original but a classic flick is still a classic.,1389225600,,98,3.95
210384,5,6300158411,"The original, and still the best.  Just a digital remake of it, nice and handy for us kindle owners to keep in the cloud.  It's a normal day and you're visiting your fathers grave when suddenly, people start behaving oddly.  Next thing you know, your brothers dead and you can't find the keys to your car.  After a narrow escape you find a house in the middle of no where, and the people inside are all dead, or trying to eat you.  Don't worry, I'm sure you'll make it out okay in the end.....

This is the only scarey moive I still can't watch alone in the dark after 35 years.  It's subtle theme of constant, ever worsening, fear is less about zombies and more about the breakdown of civility in the face of doom.  There's a reason this gets remastered and redigitized over and over, it's the greatest horror film of all times!",1363392000,21,829,4.337662337662338
210385,3,6300158411,I watched this movie in college expecting to see one of those old cheesy horror movies and I ended up being pleasantly surprised.  The sociological undertones in the movie really relate and show the struggles of race and equality during the time period.  A group of strangers isolated in a house trying to survived the epidemic that is outside their door not realizing that zombies aren't the only thing they need to fear. It's not long and it's really engrossing.  Shooting it in black and white somehow even adds to the nostalgia of the film.,1243641600,5,544,4.705263157894737
210386,5,6300158411,"What makes this movie work so well is that it relies on real scarry creatures, eerie direction and great use of black and white film while later versions relied on gory special effect body mutilations.
The movie starts right out with a funeral in a grave yard.  A man and his sister are visiting their mother's grave and the woman is quite unnerved about being in the graveyard.  The man starts to play on her uneasiness saying things like ""Barbara, they're coming to get you Barbara.""  Suddenly up walks a kind of frightening man and her brother than says ""here comes one of them now.""  We the audience still think nothing of it and the brother is still laughing and taunting his sister, when the strange man gets real close and then just starts attacking the brother.  We experience real horror as we realize that it is not really a scarry looking man but a kind of zombie.  After quickly dispatching her brother, the zombie starts to chase the already shaken Barbara.
What follows is a very tense, well directed chase.  Barbara somehow gets away from the man/zombie and makes it to a house.  In the house she meets a few people that have taken refuge from the apparent army of zombies that are now walking around the area trying to kill anyone they see.
We then meet the real star of the movie, a black man who serves as the ""sane"" leader of the refugees giving them direction on how to fortify the house against the attacking zombies.
What follows are many tense moments inside the house as the people argue about what they need to do to surivive.
Don't watch this movie at home alone!",1069804800,2,1589,4.512195121951219
210387,5,6300158411,"though its in black and white and has some wooden actors and funky diolauge, this movie will leave you chilled to the bone with some hungry monsters. this one has a woman and her brother going to the cemetary, a zombie kills her brother, she runs her ass off to a abandoned house and then she meets a black man(Duane Jones), bare with me folks I do not know there names, I forget. Zombies enclose the house and the 2 border up the windows and doors. then other folks from the basement come up and they have a sick girl down below. 2 other women and men. a girlfriend and a boyfriend get blown up in a car and the zombies eat the burnt flesh. the other man is shot to death and the mother of the sick girl gets stabbed in the chest by the girl with a spade and that scene is terrifying if you think of it. the girl from the beginning gets eaten alive by her zombie brother and the black guy(Duane Jones) gets shot in the end because the cops think hes a zombie. this movie leaves you with a cold chill running all threw your body",1066262400,2,1028,4.094059405940594
210433,5,6300158411,One of the all time great horror films! I'm happy to finally own it.,1464048000,,68,3.9285714285714284
210434,5,6300158411,It was great thanks 5,1458950400,,21,3.4
210435,5,6300158411,As a kid this was the movie that put the scare of Jesus in me!!!,1456617600,,64,3.3333333333333335
