,overall,asin,reviewText,unixReviewTime,vote,reviewLength,wordLength
5789182,5,B00DCKD3VS,I love it,1443916800,2,9,2.3333333333333335
5789183,5,B00DCKD3VS,Kids love this,1418774400,2,14,4.0
8591861,5,B00DCKD3VS,A blast from the past so worth it.,1527897600,,34,3.375
8591862,5,B00DCKD3VS,"Love the show, very funny",1526774400,,25,4.2
8591863,5,B00DCKD3VS,It was still in it's original packaging. The DVD's have been running very smoothly. I am highly satisfied.,1523145600,,106,4.944444444444445
8591864,4,B00DCKD3VS,the boxes arrived in good shape but one of the dvd have some scratch on it.,1503446400,,75,3.75
8591865,5,B00DCKD3VS,Dragonball fan!!,1500508800,,16,7.5
8591866,1,B00DCKD3VS,"Rip off, since you can buy all of the exact same set individually at a lower price.",1489622400,9,83,3.9411764705882355
8591867,5,B00DCKD3VS,My daughter loves these!,1485734400,,24,5.25
8591868,5,B00DCKD3VS,Love it,1484352000,,7,3.0
8591869,5,B00DCKD3VS,is it in english,1468713600,3,16,3.25
8591870,5,B00DCKD3VS,Love Dragon Ball and a huge fan. Got this box set for a real good deal. It complete my whole series with dbz and dbzgt,1446681600,2,118,3.76
