,overall,asin,reviewText,unixReviewTime,vote,reviewLength,wordLength
5005817,5,B006MNIYFW,Great! info about the Motown mafia !,1424995200,2,36,4.285714285714286
5005818,2,B006MNIYFW,the narrator is just awful couldn't watch it.,1424822400,,45,4.75
5005819,2,B006MNIYFW,"Movie never played, movie froze right after it started and would not play at all. That has been a serious problem since I downloaded your app.",1424390400,,142,4.5
5005820,5,B006MNIYFW,Another great Al Profit crime film!  Detroit Mafia,1422403200,,50,5.25
5005821,5,B006MNIYFW,Excellent!,1416009600,,10,10.0
5005822,5,B006MNIYFW,very well done...hard to watch other documentary of lower quality once you watch this because it is that well made. It makes the other street documentary film makers look like slouches,1386288000,,184,4.967741935483871
5005823,2,B006MNIYFW,"This documentary began with family members glorifing their fathers,  a bit strange, Very slow beginning, not what I expected. Disappointed documentary.",1375833600,,151,6.190476190476191
5005824,5,B006MNIYFW,This was a very comprehensive treatment of Motown history from another perspective. This covered aspects of the Motown saga which I never knew. I found it very intriguing and it made me want to delve even further into the Motown story.,1356480000,4,235,4.7560975609756095
5005825,5,B006MNIYFW,"Another good documentary, i will be trying to release one of my own on my brother soon, randolph ""Big Doc"" Wilson has been in prison 21 years for a crime he didn't commit. FB-""justice for randolph wilson"" & [...]",1338940800,3,212,4.461538461538462
5005826,5,B006MNIYFW,"Very good, watch it.",1500508800,,20,4.25
5005827,5,B006MNIYFW,"Wow! This was an incredibly interesting documentary about the underworld. I don't condone what they did, but I respect how they did it!",1497830400,,135,4.913043478260869
5005828,2,B006MNIYFW,the facts...those are fine and stuff.  But it was very boring.  I'm even from Detroit and love watching news and documentaries about the city history...and this just didn't really have much to sink my teeth into.,1496880000,,212,4.861111111111111
5005829,2,B006MNIYFW,Couldn't get past the voice of the narrator.  I will have to find the information on these two families elsewhere.,1489190400,2,114,4.7
5005830,3,B006MNIYFW,Interesting documentary.,1486598400,,24,11.5
5005831,4,B006MNIYFW,Good documentary. ..wish it was a movie,1485820800,,39,4.714285714285714
5005832,3,B006MNIYFW,"Good to know some backgrond after growing up during that time, miles away in a small outlying town.",1485820800,,99,4.555555555555555
5005833,5,B006MNIYFW,Interesting.,1485820800,,12,12.0
5005834,5,B006MNIYFW,A piece of Detroit history,1485129600,,26,4.4
5005835,4,B006MNIYFW,"Very interesting. In some ways the drug game , parallels corporate America. And i never heard of Eddie Jackson or Courtney Brown.",1484697600,,129,4.909090909090909
5005836,5,B006MNIYFW,Excellent movie. All of Al Profits movies are extremely interesting and filled with unbelievable facts that is beyond entertaining.,1484697600,,131,5.947368421052632
5005837,3,B006MNIYFW,OK about what I expected,1484524800,,24,4.0
5005838,5,B006MNIYFW,Just Great! You will not be disappointed.,1484352000,,41,5.0
5005839,5,B006MNIYFW,Very good,1484352000,,9,4.0
5005840,4,B006MNIYFW,Very interesting,1484265600,,16,7.5
5005841,5,B006MNIYFW,Love the realness of it all,1484265600,,27,3.6666666666666665
5005842,5,B006MNIYFW,"Very interesting, this was first time I have heard of Eddie Jackson. Looks crime didn't pay for most of his friends.",1484092800,,116,4.571428571428571
5005843,3,B006MNIYFW,"Not bad, but not one of the better documentaries of this type.",1483920000,,62,4.25
5005844,4,B006MNIYFW,I liked this.  I felt it was well done and I enjoyed it and learned something.,1483920000,,78,3.875
5005845,4,B006MNIYFW,Unknown info about the era,1483574400,,26,4.4
5005846,3,B006MNIYFW,I'm from Michigan and this is a story I wasn't familiar with; I enjoyed learning more about the city and the real life stories.,1483488000,,127,4.333333333333333
