,overall,asin,reviewText,unixReviewTime,vote,reviewLength,wordLength
1698767,5,B0000640VO,"Amlie - like arisen from a fairytale, Amlie from Wonderland, no, Amlie Poulain from Montmartre in Paris, enchanting big brown impish eyes, lips so red and charming, always smiling, her saucy hair cut, a girl you're simply smitten with.
Amlie enjoys to help, surprise and bring good luck to her neighbours in the lovely area around SacreCoeur, but always secretly, hiding herself. Only once it almost went wrong for her, because our clever little hidden fairy fell in love with the man she'd just helped. But how could any romantic love story ever end sadly with tears in Paris? So go and see the end of the movie and you will wish to be part of it!",999129600,6,648,4.547008547008547
1698768,5,B0000640VO,"I studied abroad in Paris this past spring, and _Amelie_ (known in French as _Le Fabuleux Destin d'Amelie Poulain_, a much more creative title) was one of the defining experiences of my time there.  This film cannot fail to fill the viewer with joy, be it through its warm color palette depiction of Paris, through its haunting musical score, or through the heart-warming performance of  Audrey Tautou as a naive, sprite-like Parisian girl who decides to bring joy to her neighbors' sad lives and in doing so, finds love herself (the romantic interest is sweetly interpreted by Mathieu Kassovitz, distinguished director of _La Haine_).  The stylized performances of the cast together with Jeunet's meticulous cinematography, eclectic editing, and seemingly magical touch weave a spectacular and unforgettable film.  Don't miss it.",997660800,3,830,5.361538461538461
1698769,5,B0000640VO,"I saw this movie for the second time and always it fills me with wonder... We feel through this film, the rejection, anger, the surprise, the joy, peace and the love.
It's simply a marvellous film on the small things of the daily life.
JM",996796800,2,238,4.311111111111111
1698770,5,B0000640VO,"this movie is the best of the time that i can saw.jean pierre jeunet(la cit des enfants perdus /alien resurection/delicatessen) give us a big dream with many details who present the life of the people. Amelie poulain(audrey tautou) and Nino Quincampoix (Mathieu Kassovitz) are in a love story in montmarte (the most place of paris).Amelie decides to change the world by changing the lives of the people she knows in this charming and romantic movie . When Princess Diana dies in a car wreck in the summer of 1997, Amelie is reminded that life can be fleeting and she decides it's time for her to intervene in the lives of those around her, hoping to bring a bit of happiness to her neighbors and the regulars at the cafe,georgette(Isabelle Nanty) and Joseph (Dominique Pinon)for an example. JP JEUNET maked this movie with special coulour who give an paecefull ambiance. And the music is really great (thanks to yann tiersen!)thus music make a good shake with the movie and the result is exellent! the spectators can't follwing this movie.when i leaved the theater, i'm happy and ligthy. Le Fabuleux Destin d'Amelie Poulain was well received at a special free screening at that year's Cannes Film Festival. You can keep any informations in [...] VIVE AMELIE POULAIN LA FILLE QUI ECOUTE AIR",996624000,8,1289,4.863636363636363
1698771,5,B0000640VO,"I'm a French Guy, and the new movie of jeunet (alone this time) is a beautiful history who take place in the historical place of MontMartre in Paris, it's a new sort of movie, a movie cho transport the spectator in a sanctuary of harmony and peaceful, With his beautiful character, jeunet has make a Love stoy in Paris From ""Prevers"" like a poety act ..
on the technical way, Jeunet is more creaters than ""the city of the lost children"" and le color retouch make a style all the during of the movie. ..
The music is exceptionnal and no one like Yann Tiersen have been compose for this title...
The French Cinema in a very good day ....
A French guy who have arlready see the movie ..",996364800,2,683,4.2615384615384615
1698892,5,B0000640VO,It's. So. Effing. Beautiful.,1523750400,,28,6.25
1698893,5,B0000640VO,My favorite movie.,1523664000,,18,5.333333333333333
1698894,5,B0000640VO,"beautiful, funny and moving film with a great message and even better music.",1523232000,,76,4.923076923076923
1698895,5,B0000640VO,GOOD,1522972800,,4,4.0
1698896,4,B0000640VO,Very enjoyable for its wild imaginative style!,1522627200,,46,5.714285714285714
