,overall,asin,reviewText,unixReviewTime,vote,reviewLength,wordLength
5021416,4,B006VRRGQW,Awesome set all the a I like in one combo can't go wrong with that. It for here fast in all in one piece.,1362960000,,105,3.4166666666666665
5021417,5,B006VRRGQW,Product was exactly what I wanted. Arrived on time and I would purchase from this vendor again. I would recommend others purchase from here as well.,1362268800,,148,4.730769230769231
5021418,4,B006VRRGQW,This was a gift to my daughter as I have seen these movies before. My daughter and I rate the 4 movie DVD as very good. It should be noted that the movie Carlito's Way is NOT the version with Al Pacino.,1359763200,3,202,3.8333333333333335
5021419,4,B006VRRGQW,I bought this to get the Mobsters dvd but found that the others movies were good also.  Getting 4 movies for the price of one is really a good deal.,1353283200,,148,3.933333333333333
5021420,5,B006VRRGQW,Thanks,1451260800,,6,6.0
5021421,5,B006VRRGQW,This DVD is packed with 4 great movies including Jersey drive. Great deal for the price and the picture quality is great. Fast shipping. A+++ rating.,1442620800,,149,4.769230769230769
5021422,5,B006VRRGQW,like it,1432944000,,7,3.0
5021423,5,B006VRRGQW,Great Movie,1427241600,,11,5.0
5021424,4,B006VRRGQW,Love the collection.,1426982400,,20,6.0
5021425,5,B006VRRGQW,Accurate descrpition and shipped on time,1423612800,,40,5.833333333333333
5021426,5,B006VRRGQW,Satisfied,1420934400,,9,9.0
5021427,5,B006VRRGQW,awesome buy!,1414108800,,12,5.5
5021428,5,B006VRRGQW,love all of these titles,1404345600,,24,4.0
5021429,3,B006VRRGQW,"Although I don't regret purchasing this, I probably won't watch it again until the middle of the next boring Winter.
New Jersey Drive is good (not great) but it's too d*** long! It could have cut out 30 minutes and easily made it's point.
Empire is another narrated, unoriginal, copy-cat movie. Okay to watch if you're snowed in.
Mobsters is one star! A Godfather rip-off! |Characters have absolutely no depth. Shallow and unconvincing. Anthony Quinn makes a buffoon of himself. You would never know he was a much better actor. A waste of their money and my time.
Carlito's way, Rise to Power had a good plot. Surprise and interesting ending. In my opinion, this was the best of the bunch.
Seann Combs seemed to turn in to a better actor as the movie moved along.
Sometimes movies get better, some times they get worse after you watch them a second time.
I won't know until next winter.",1392076800,,886,4.613924050632911
8505081,5,B006VRRGQW,"BOUGHT THIS FOR THE MOBSTERS MOVIE, BUT 2 OTHERS WERE GOOD ALSO.",1525478400,,64,4.416666666666667
8505082,5,B006VRRGQW,"New Jersey Drive, Empire and Carlitos Way Rise To Power are all great movies! I've never seen the Mobsters movie but I'll give it a shot once my dvd arrives. This is a great buy considering I bought it used for less than $5 with shipping.",1524700800,,238,4.195652173913044
8505083,5,B006VRRGQW,Great buy!,1507939200,,10,4.5
8505084,5,B006VRRGQW,Good movie,1496793600,,10,4.5
8505085,3,B006VRRGQW,this movie was ok.,1488326400,,18,3.75
8505086,5,B006VRRGQW,Love it thanks,1484870400,,14,4.0
8505087,5,B006VRRGQW,Good movie,1461196800,,10,4.5
8505088,5,B006VRRGQW,Works well,1460419200,,10,4.5
8505089,5,B006VRRGQW,Nothing better than to get 4 classic movies on one dvd at a great price!  I was only looking for one of these movies at the time but ended up not being able to pass up on this deal for all 4 classic movies.  This DVD is excellent for those extended movie nights with family members or sleepovers with friends who want the movie night to continue into the later night hours.  It would be great to find more selection combos such as this one!,1458950400,,440,4.152941176470589
8505090,5,B006VRRGQW,Great movies,1453593600,,12,5.5
