,overall,asin,reviewText,unixReviewTime,vote,reviewLength,wordLength
8090012,4,B000BO55UA,GOOD MOVIE.,1457308800,,11,5.0
8090013,5,B000BO55UA,"Funny what some people think about us.,",1404777600,,39,4.714285714285714
8090014,5,B000BO55UA,This is a great movie I highly suggest purchasing this  funny inspiring heartfelt moving did i say funny?? ?? ??,1395100800,,112,4.6
8090015,4,B000BO55UA,"Wasn't sure how funny this was going to be, but it was definitely a good time.  I was super surprised at what some people think about Mormons!",1389916800,,142,4.2592592592592595
8090016,5,B000BO55UA,Thanks  for the movie we do enjoy having it. Thanks Thanks Thanks Thanks Thanks Thanks Thanks Thanks Thanks Thanks Thanks,1353801600,,121,5.05
8090017,3,B000BO55UA,"This wasn't as funny as I was hoping it was going to be, but it was worth watching once.  I wish that I had rented it first, because I wouldn't have bought it.",1266451200,,159,3.8181818181818183
8090018,3,B000BO55UA,"This was Okay. I wouldn't buy it to have the little kids watch because it's just too boring for them. It was funny, just wasn't what I expected. Maybe others will enjoy it, my opinion after all is only my opinion.",1238976000,,213,4.219512195121951
8090019,2,B000BO55UA,This DVD is extremely short and the things said are not very original or that funny.  I was disappointed.,1231804800,2,105,4.526315789473684
8090020,4,B000BO55UA,"This movie was a good idea. There are a lot of people who have very limited knowledge of the Church of Jesus Christ of Latter Day Saints. This is neither pro nor con; just lots of interviews and opinions, some of them silly. Wish there had been a little more information given out, but the reason for the film was to find out what was known, not preach.",1168387200,3,353,4.205882352941177
8090021,5,B000BO55UA,"Excellent, lots of laughs, americans truly don't know what being a mormon is all about, even though they love to critize them. I'm truly looking forward to the next issue, American Mormon in Europe.",1162512000,2,198,4.852941176470588
