,overall,asin,reviewText,unixReviewTime,vote,reviewLength,wordLength
6760785,5,B00OTYG7GO,Very speedy delivery! Packaged like it was brand new. All the discs played with no problems.,1421280000,,92,4.8125
6760786,5,B00OTYG7GO,"I bought this for my husband for Christmas, so it hasn't been opened yet.  It was just as described and shipped in a timely fashion.",1418774400,,132,4.28
6760787,1,B00OTYG7GO,Very much pleased.,1431388800,,18,5.333333333333333
6760788,5,B00OTYG7GO,"The DVDs were in pristine condition, the cases were perfect! Can't wait for season 5!",1431043200,,85,4.733333333333333
6760789,5,B00OTYG7GO,It's A Great Season to be sure. Can't wait for Season 5.,1430611200,,56,3.75
6760790,5,B00OTYG7GO,The entertainment continues in this saga about the walking dead people and the walking live people.  I wonder where they're going with this and for how long because I really like this series.,1428883200,,191,4.787878787878788
6760791,5,B00OTYG7GO,Watched this show from day one. I can say this much for The Walking Dead....It keeps you guessing what happens next. Always a surprised around every corner. Never a disappointment!,1424131200,,180,5.033333333333333
6760792,3,B00OTYG7GO,"I love the show, but the DVD I received has a few frozen spots.",1423872000,,63,3.5714285714285716
6760793,1,B00OTYG7GO,This product was very low on quality I think I received a copy of the original the discs played with a very distorted picture,1423440000,2,125,4.25
6760794,2,B00OTYG7GO,dvd sticks and cuts out 2 dvds didn't play at all,1423094400,2,49,3.5454545454545454
6760795,5,B00OTYG7GO,great,1423008000,,5,5.0
6760796,1,B00OTYG7GO,disk 4 and disk 5 were distorted and damaged.,1422748800,,45,4.111111111111111
8684774,5,B00OTYG7GO,"Wow...! So happy with my brand new TWD DVD 4th season. This completes my collection, as the cast of seasons 1-4 are my extended family. :)",1501804800,,138,4.346153846153846
8684775,5,B00OTYG7GO,The group dynamics and how each person's philosophy of life changes continues to fascinate me.,1501286400,,94,5.333333333333333
8684776,5,B00OTYG7GO,"Everything arrived by the date specified and all the episodes played without any issue.  I was somewhat concerned and some of the other reviews said the  disk jumped around but that wasn't my experience , everything was great.",1500681600,,226,4.921052631578948
8684777,5,B00OTYG7GO,thumbs up,1489708800,,9,4.0
8684778,5,B00OTYG7GO,Fast Delivery great picture,1486252800,,27,6.0
8684779,5,B00OTYG7GO,Very happy with purchase.,1464566400,,25,5.5
8684780,1,B00OTYG7GO,Love the series but this DVD must be from a different region because it take several try's before I DVD player will play the discs!,1457481600,,131,4.28
8684781,5,B00OTYG7GO,"Seriously, what can you say bad about The Walking Dead??",1440633600,,56,4.7
8684782,5,B00OTYG7GO,This was a great season! I loved the way all the characters got to grow in their storylines. Can't wait for the next season.,1440288000,,124,4.208333333333333
8684783,5,B00OTYG7GO,Love this show,1434758400,,14,4.0
