,overall,asin,reviewText,unixReviewTime,vote,reviewLength,wordLength
3832223,4,B0021FP3I6,"great thanx i liked and no damage, will use again thanx thanx thanx ya ya ya ya ya ya ya",1356134400,,88,3.45
3832224,5,B0021FP3I6,"i havit stop watching fatherhood.. i use to love to see whats going to happen next..... my mother don,t like rapper,s til she watch some of snoop dogg father hood and now she have respect for them now...........I want everyone who sell on amazon to keep up the good work...",1326844800,,273,4.48
3832225,5,B0021FP3I6,The Snoop Dogg bestof fatherhood is good but they only show 4 shows from each season i like it cause you get to see his whole car collection and thats rare for fans. so i give it five stars.,1263081600,,190,3.8974358974358974
8349047,5,B0021FP3I6,kinda boring and it uses the same sound for the hole show by the end your just not interested in the show,1526860800,,105,3.8181818181818183
8349048,5,B0021FP3I6,I love it. Came in perfect condition. Thanks. ,1485907200,,46,4.75
8349049,5,B0021FP3I6,"My daughter loves Snoop Dog, so any item we purchase with him she loves it. She keeps watching it over and over again.",1483920000,,118,4.173913043478261
8349050,3,B0021FP3I6,"Not enough episodes but, I still enjoyed them.",1476576000,,46,4.875
8349051,5,B0021FP3I6,Love it. Got it fairly quick,1458777600,,28,3.8333333333333335
8349052,5,B0021FP3I6,Great,1437264000,,5,5.0
8349053,5,B0021FP3I6,"Best reality tv show I've seen yet,unlike what reality tv shows are giving us nowadays this was not made up. I enjoyed seeing Snoop in a loyal family man setting,this dvd made me laugh & cry from beginning to end' I wasn't into reality shows when they first came so I'm catching up""",1408147200,,282,4.339622641509434
8349054,5,B0021FP3I6,It was great 2 watch this show again. It's good 2c family together cuz u barely c that now a days,1381536000,,97,3.6666666666666665
8349055,5,B0021FP3I6,I always wondered what is like to be Snoop Dogg? I watched this series when it was on air. I on got upset when it stop airing and bought the video discs.,1378857600,,153,3.8125
8349056,4,B0021FP3I6,Whenever you order offline you take chances. But this item was great. Even though My kids ordered without telling me. But I still love it.,1363219200,,138,4.56
