,overall,asin,reviewText,unixReviewTime,vote,reviewLength,wordLength
3506298,5,B001C5LLRS,Purchase price was a good bargin. We expedited shipping and recieved item in alotted time. I would recomend seller and would buy from them again. Thanks!,1243296000,,153,4.923076923076923
3506299,5,B001C5LLRS,Thanks so much!  My daughter and nieces love the barbie movies. They were in great condition and got here quick.  Thanks so much.,1242000000,,129,4.565217391304348
3506300,5,B001C5LLRS,The movies are in good taste. My three and a half year old just loves them.,1240099200,,75,3.75
3506301,5,B001C5LLRS,"If you have a little girl or girls, this is a great value.  You get all three movies for less than $[...].  Buying them separately would cost 30% more.  My 3 year old daughter just loves these movies and watches them over and over. She uses the case that they come in as a purse.",1232582400,,279,4.036363636363636
3506302,5,B001C5LLRS,"We love most of the Barbie movies and these 3 do not disapoint.  Barbie Diamond Castle has great songs.  My 3 year old Grandaughter watches it so much the songs run thru all are heads.  My ten year old grandson has complained because all he can hear in his head are Barbies songs.  His ego won't let him admit it but if the movie is on, he always watches it too. The tunes are very catchy.  I was pleasantly surprised with Princess Island and 12 Dancing Princesses.  They both have good storylines.  Amazon's price of $32 was a great deal for these 3 movies.",1231804800,,558,4.3076923076923075
3506303,5,B001C5LLRS,"My granddaughters, ages 5 and 2, love the stories and dancing along with the princesses.  I highly recommend this for your little ones",1375142400,2,134,4.826086956521739
3506304,5,B001C5LLRS,Purchased this for a friend. Her daughters love it and that's all I cared about. I thought I could give my friend a break by getting her kids some distraction material. So far it's worked.,1352764800,,188,4.4
3506305,5,B001C5LLRS,This is a very cute item. My niece seemed to be very excited about it when I gave it to her on her birthday.  Fast delivery also.. Thank you.,1344124800,2,141,3.8620689655172415
3506306,5,B001C5LLRS,"I actually bought these movies individually for my daughter when they first came out.  Needless to say, I paid about double that this combo deal is selling them for now.  However, they are all fantastic Barbie movies and have provided hours of entertainment for my little one (and hours of peace for me!).",1343952000,,305,4.735849056603773
3506307,5,B001C5LLRS,I bought this cute set at Kmart for less than half of this price for a Princess-themed birthday party. The birthday girl loved it!!!!,1320883200,,133,4.583333333333333
3506308,5,B001C5LLRS,"Purchased the ""Barbie Princess Collection"" for my granddaughter. Three dvd's come in a pretty pink box to keep them clean & organized. Would recommend this collection for anyone who has a little girl who is crazy about Barbie. Arrived in perfect condition, brand new.",1319241600,,267,5.090909090909091
3506309,5,B001C5LLRS,This was a gift for my daughter's 4th birthday.  She LOVED it!  It is a great value for 3 movies and the box it comes in is super cute!,1306972800,,135,3.6206896551724137
3506310,5,B001C5LLRS,"sent to 4 yr old twins and they decided the ""Movie Fairy"" was wonderful.  ""Magically"" appeared in the mailbox
loved the movies and the purse.",1305244800,,141,4.64
3506311,4,B001C5LLRS,"this is our first set of barbie movies, bought them for my 3-year old who is into everything princess. she loves the music and dances to it too. the only thing - ""the Diamond Castle"" movie made her cry at least 4 times, so i am going to put it away for now. the other two are fine.",1301270400,,281,3.8620689655172415
3506312,5,B001C5LLRS,"Great movies for my two year old, she loves the case it came in! 3 DVDs for 17 bucks I couldn't resist :)",1299628800,,105,3.608695652173913
3506313,5,B001C5LLRS,"This cute purse collection of Barbie Movies was the perfect gift for my daughter, she loved it!  Fast shipping great price.",1299369600,,123,4.857142857142857
3506314,5,B001C5LLRS,My 5 yr old loves this collection.  It was after she read the Island Princess book that she wanted the DVD.  After I bought the collection she now wants the other 2 books :-),1298937600,,174,4.088235294117647
3506315,5,B001C5LLRS,"I got 3 for the price of one.  My daughter loves these movies.  I was worried that barbie wouldn't be a good image to portray to little girls, (with the anorexic proportions and all) but I feel these movies are wholesome and teach kindness, generosity, the importance of reading, the love of the performing arts of ballet and singing, and other worthy topics.  I'm a fan and so is my 5 year old.",1296172800,,395,4.383561643835616
3506316,5,B001C5LLRS,"This was a great purchase since my 6 year old daughter was missing these movies from her Barbie Movie Collection.  And this is just the cutest little set.

""The Diamond Castle"" is a great Barbie movie.  The songs are fun to sing along.  The only thing I don't like about it are the boys that Barbie meets in this film.  Their music is pretty terrible and annoying to listen to.  And their attitudes are equally annoying.  But my daughter loves this movie.  And I'm sure she would recommend it to all of her friends.
""The Island Princess"" is one of my favorite Barbie movies to watch with my daughter.  We both love all the songs in this one and it has a great story line.  Nothing too annoying about this one at all.  We both recommend this movie to anyone who loves Barbie movies.
""The 12 Dancing Princesses"" is another good Barbie movie.  But there are things I find annoying about it.  It has a pretty dark villain in it with an annoying voice of course.  Just the idea of what she does in this movie is pretty dark for a child I think.  I can barely remember the actual story of the 12 Dancing Princesses so I'm not sure if its the same or not.  Overall, I think this movie is ok.  There are good and bad things about it.",1296000000,3,1225,4.233766233766234
3506317,5,B001C5LLRS,"All three of these movies proved a great gift for my six year old girl!  The movies were not too torturous, for my other kids, ages 12, 13, and 14 actually were fascinated by the movies as much as my six year old.",1295222400,,213,3.953488372093023
3506318,5,B001C5LLRS,Got it for my daughter and as for a gift. They both love them. It sure was a great buy for any little princesses.,1293753600,,113,3.75
3506319,5,B001C5LLRS,"This is a great collection and set, some of the best Barbie dvds so far and comes in a great bonus purse.",1293408000,,105,3.8181818181818183
3506320,5,B001C5LLRS,My niece wanted this for her 6th birthday. Her eyes lit up when she opened it. There are 3 Barbie dvds in a carrying case It gets the Katie stamp of approval. I would recommend it.,1288051200,,180,4.027777777777778
3506321,5,B001C5LLRS,"These Barbie movies are fantastic!  They are some of my 5-year-old daughter's favorites.  The box they come in is really cute, too.",1278979200,2,131,4.909090909090909
3506322,5,B001C5LLRS,My Princess is very happy with this video collection.  I have to admit that I enjoy the movies also.,1252540800,,100,4.2631578947368425
8286095,5,B001C5LLRS,"This is great packaging for the DVD's.  It was bought as a gift for my niece. She was so excited to get her ""purse"" with DVD's inside.",1453939200,,134,3.962962962962963
8286096,5,B001C5LLRS,Such a great set for any Barbie lover and the case that doubles as a purse added the perfect touch. My daughter really enjoyed it,1449446400,,129,4.2
8286097,5,B001C5LLRS,Great gift!!,1431907200,,12,5.5
8286098,5,B001C5LLRS,Nice gift set...not big on musicals though.,1425340800,,43,5.285714285714286
8286099,5,B001C5LLRS,Case is cheep but the movies are good for kids,1424217600,,46,3.7
8286100,5,B001C5LLRS,Lovely videos.  My girls love them!,1422835200,,35,4.833333333333333
8286101,5,B001C5LLRS,Good,1415750400,,4,4.0
8286102,5,B001C5LLRS,This was a birthday gift for my daughter and she loved it. I also like the fact that we got on the day that they said we would get it.,1405641600,,134,3.5
8286103,5,B001C5LLRS,Very good stories for little girls. Positive movies that are enjoyable over and over. Bright and cheery stories to encourage healty child development.,1399507200,,150,5.565217391304348
8286104,5,B001C5LLRS,"I bought this as a gift for my daughter and relatives, and it got raving reviews from all the girls.",1378166400,2,100,4.05
